record_id,from_digital_account_id,to_digital_account_id,interaction_type,event_time,source_id,synthetic_demo_record
DIR_000210,DIG_04554,DIG_00084,TAG_MENTION,2026-07-12T02:27:50,SOC_API_MONITOR_SIGNAL,True
DIR_000211,DIG_00702,DIG_01978,GROUP_INVITE,2027-03-02T01:49:32,SOC_API_MONITOR_X (TWITTER),True
DIR_000212,DIG_04003,DIG_04549,TAG_MENTION,2027-04-14T05:00:21,SOC_API_MONITOR_WHATSAPP,True
DIR_000213,DIG_05658,DIG_03901,GROUP_INVITE,2026-12-10T18:46:01,SOC_API_MONITOR_SIGNAL,True
DIR_000214,DIG_03672,DIG_00142,VOIP_CALL,2025-04-07T22:33:55,SOC_API_MONITOR_SIGNAL,True
DIR_000215,DIG_01816,DIG_03313,TAG_MENTION,2027-01-31T07:10:25,SOC_API_MONITOR_SIGNAL,True
DIR_000216,DIG_02509,DIG_05440,VOIP_CALL,2026-09-17T18:33:29,SOC_API_MONITOR_X (TWITTER),True
DIR_000217,DIG_03877,DIG_04535,VOIP_CALL,2026-07-29T04:53:09,SOC_API_MONITOR_X (TWITTER),True
DIR_000218,DIG_03486,DIG_04509,VOIP_CALL,2025-12-31T23:29:59,SOC_API_MONITOR_SIGNAL,True
DIR_000219,DIG_05758,DIG_03718,VOIP_CALL,2025-10-21T18:29:00,SOC_API_MONITOR_TELEGRAM,True
DIR_000220,DIG_02060,DIG_01889,TAG_MENTION,2025-04-14T12:53:58,SOC_API_MONITOR_X (TWITTER),True
DIR_000221,DIG_02585,DIG_00980,TAG_MENTION,2027-03-28T12:34:28,SOC_API_MONITOR_X (TWITTER),True
DIR_000222,DIG_01570,DIG_01773,GROUP_INVITE,2027-03-25T23:20:12,SOC_API_MONITOR_INSTAGRAM,True
DIR_000223,DIG_02266,DIG_05936,VOIP_CALL,2026-09-23T13:58:48,SOC_API_MONITOR_WHATSAPP,True
DIR_000224,DIG_00824,DIG_01591,TAG_MENTION,2025-11-20T15:30:51,SOC_API_MONITOR_INSTAGRAM,True
DIR_000225,DIG_02957,DIG_01470,DIRECT_MESSAGE,2025-11-25T02:38:28,SOC_API_MONITOR_X (TWITTER),True
DIR_000226,DIG_05801,DIG_04376,VOIP_CALL,2025-04-17T02:55:00,SOC_API_MONITOR_INSTAGRAM,True
DIR_000227,DIG_00373,DIG_00447,VOIP_CALL,2026-08-21T13:03:32,SOC_API_MONITOR_TELEGRAM,True
DIR_000228,DIG_05714,DIG_01035,GROUP_INVITE,2026-11-30T09:40:16,SOC_API_MONITOR_X (TWITTER),True
DIR_000229,DIG_00841,DIG_00101,VOIP_CALL,2026-09-06T19:05:12,SOC_API_MONITOR_X (TWITTER),True
DIR_000230,DIG_03846,DIG_03922,VOIP_CALL,2026-04-25T09:49:18,SOC_API_MONITOR_SIGNAL,True
DIR_000231,DIG_01511,DIG_00421,GROUP_INVITE,2025-09-28T08:56:17,SOC_API_MONITOR_WHATSAPP,True
DIR_000232,DIG_00935,DIG_00536,GROUP_INVITE,2026-03-30T02:01:03,SOC_API_MONITOR_X (TWITTER),True
DIR_000233,DIG_00607,DIG_04727,DIRECT_MESSAGE,2026-11-20T11:46:03,SOC_API_MONITOR_SIGNAL,True
DIR_000234,DIG_01243,DIG_01223,VOIP_CALL,2027-06-20T14:51:32,SOC_API_MONITOR_WHATSAPP,True
DIR_000235,DIG_00698,DIG_02034,GROUP_INVITE,2025-04-14T10:04:25,SOC_API_MONITOR_X (TWITTER),True
DIR_000236,DIG_04967,DIG_04884,TAG_MENTION,2027-05-24T16:43:37,SOC_API_MONITOR_X (TWITTER),True
DIR_000237,DIG_04281,DIG_03117,GROUP_INVITE,2026-05-02T23:33:10,SOC_API_MONITOR_WHATSAPP,True
DIR_000238,DIG_02436,DIG_04822,VOIP_CALL,2026-04-20T17:06:32,SOC_API_MONITOR_WHATSAPP,True
DIR_000239,DIG_04659,DIG_05088,DIRECT_MESSAGE,2025-03-21T10:27:47,SOC_API_MONITOR_X (TWITTER),True
DIR_000240,DIG_01703,DIG_05125,VOIP_CALL,2025-07-03T03:40:24,SOC_API_MONITOR_INSTAGRAM,True
DIR_000241,DIG_05411,DIG_00666,TAG_MENTION,2025-05-01T14:12:53,SOC_API_MONITOR_SIGNAL,True
DIR_000242,DIG_01424,DIG_04522,TAG_MENTION,2025-04-01T14:24:24,SOC_API_MONITOR_INSTAGRAM,True
DIR_000243,DIG_00022,DIG_03347,GROUP_INVITE,2026-05-02T23:33:10,SOC_API_MONITOR_INSTAGRAM,True
DIR_000244,DIG_02386,DIG_00268,VOIP_CALL,2025-08-07T12:01:28,SOC_API_MONITOR_X (TWITTER),True
DIR_000245,DIG_05792,DIG_02317,GROUP_INVITE,2027-02-15T01:20:47,SOC_API_MONITOR_TELEGRAM,True
DIR_000246,DIG_00584,DIG_05632,VOIP_CALL,2025-08-23T10:58:49,SOC_API_MONITOR_INSTAGRAM,True
DIR_000247,DIG_05121,DIG_04832,TAG_MENTION,2026-12-26T19:05:42,SOC_API_MONITOR_WHATSAPP,True
DIR_000248,DIG_03483,DIG_00941,TAG_MENTION,2026-08-11T09:29:39,SOC_API_MONITOR_SIGNAL,True
DIR_000249,DIG_05306,DIG_01221,VOIP_CALL,2027-10-22T01:45:58,SOC_API_MONITOR_SIGNAL,True
DIR_000250,DIG_01166,DIG_00585,TAG_MENTION,2025-03-21T10:27:47,SOC_API_MONITOR_WHATSAPP,True
DIR_000251,DIG_02520,DIG_04875,VOIP_CALL,2027-04-06T15:23:12,SOC_API_MONITOR_WHATSAPP,True
DIR_000252,DIG_03598,DIG_01019,VOIP_CALL,2026-05-22T11:13:45,SOC_API_MONITOR_TELEGRAM,True
DIR_000253,DIG_05733,DIG_03298,VOIP_CALL,2027-11-25T06:30:16,SOC_API_MONITOR_SIGNAL,True
DIR_000254,DIG_04100,DIG_04424,GROUP_INVITE,2026-06-12T01:57:18,SOC_API_MONITOR_WHATSAPP,True
DIR_000255,DIG_00659,DIG_04900,GROUP_INVITE,2025-02-22T15:15:50,SOC_API_MONITOR_WHATSAPP,True
DIR_000256,DIG_02641,DIG_04946,DIRECT_MESSAGE,2025-09-26T16:33:58,SOC_API_MONITOR_TELEGRAM,True
DIR_000257,DIG_00749,DIG_01876,DIRECT_MESSAGE,2027-12-16T01:09:19,SOC_API_MONITOR_INSTAGRAM,True
DIR_000258,DIG_05508,DIG_02208,DIRECT_MESSAGE,2026-09-12T18:28:17,SOC_API_MONITOR_X (TWITTER),True
DIR_000259,DIG_01436,DIG_03855,GROUP_INVITE,2026-07-13T11:26:47,SOC_API_MONITOR_INSTAGRAM,True
DIR_000260,DIG_02279,DIG_01487,GROUP_INVITE,2026-09-18T20:27:00,SOC_API_MONITOR_SIGNAL,True
DIR_000261,DIG_05201,DIG_04029,DIRECT_MESSAGE,2027-12-20T02:39:05,SOC_API_MONITOR_SIGNAL,True
DIR_000262,DIG_03851,DIG_02851,VOIP_CALL,2026-04-05T03:31:29,SOC_API_MONITOR_INSTAGRAM,True
DIR_000263,DIG_02631,DIG_05490,TAG_MENTION,2025-04-10T22:01:16,SOC_API_MONITOR_X (TWITTER),True
DIR_000264,DIG_02702,DIG_03373,GROUP_INVITE,2027-02-01T07:57:48,SOC_API_MONITOR_WHATSAPP,True
DIR_000265,DIG_02362,DIG_05428,GROUP_INVITE,2027-11-26T17:04:34,SOC_API_MONITOR_TELEGRAM,True
DIR_000266,DIG_04507,DIG_00301,DIRECT_MESSAGE,2026-05-06T14:45:38,SOC_API_MONITOR_WHATSAPP,True
DIR_000267,DIG_02577,DIG_02068,DIRECT_MESSAGE,2025-12-25T22:21:00,SOC_API_MONITOR_INSTAGRAM,True
DIR_000268,DIG_03312,DIG_04216,DIRECT_MESSAGE,2027-07-03T18:43:11,SOC_API_MONITOR_SIGNAL,True
DIR_000269,DIG_05388,DIG_04445,GROUP_INVITE,2026-05-17T12:30:56,SOC_API_MONITOR_X (TWITTER),True
DIR_000270,DIG_00445,DIG_01537,VOIP_CALL,2026-07-13T11:17:48,SOC_API_MONITOR_TELEGRAM,True
DIR_000271,DIG_05101,DIG_04084,GROUP_INVITE,2026-11-13T19:31:22,SOC_API_MONITOR_INSTAGRAM,True
DIR_000272,DIG_00423,DIG_01668,TAG_MENTION,2025-10-16T16:02:13,SOC_API_MONITOR_TELEGRAM,True
DIR_000273,DIG_02360,DIG_03590,GROUP_INVITE,2027-09-08T07:41:50,SOC_API_MONITOR_X (TWITTER),True
DIR_000274,DIG_00995,DIG_00237,TAG_MENTION,2027-12-27T22:38:10,SOC_API_MONITOR_WHATSAPP,True
DIR_000275,DIG_05815,DIG_01298,DIRECT_MESSAGE,2025-12-11T03:26:27,SOC_API_MONITOR_TELEGRAM,True
DIR_000276,DIG_04525,DIG_03343,TAG_MENTION,2025-04-07T22:33:55,SOC_API_MONITOR_X (TWITTER),True
DIR_000277,DIG_00930,DIG_03781,DIRECT_MESSAGE,2027-11-26T21:03:41,SOC_API_MONITOR_SIGNAL,True
DIR_000278,DIG_05307,DIG_01262,VOIP_CALL,2026-06-16T15:56:17,SOC_API_MONITOR_SIGNAL,True
DIR_000279,DIG_04169,DIG_05779,GROUP_INVITE,2025-10-21T21:18:44,SOC_API_MONITOR_SIGNAL,True
DIR_000280,DIG_03953,DIG_03869,GROUP_INVITE,2025-09-12T05:38:52,SOC_API_MONITOR_X (TWITTER),True
DIR_000281,DIG_04516,DIG_01185,TAG_MENTION,2026-03-07T18:52:32,SOC_API_MONITOR_INSTAGRAM,True
DIR_000282,DIG_04911,DIG_04164,TAG_MENTION,2027-04-05T17:18:16,SOC_API_MONITOR_SIGNAL,True
DIR_000283,DIG_00572,DIG_02264,GROUP_INVITE,2027-05-08T04:35:05,SOC_API_MONITOR_X (TWITTER),True
DIR_000284,DIG_02785,DIG_04160,DIRECT_MESSAGE,2025-10-16T16:02:13,SOC_API_MONITOR_TELEGRAM,True
DIR_000285,DIG_02318,DIG_05948,GROUP_INVITE,2025-11-23T07:18:46,SOC_API_MONITOR_TELEGRAM,True
DIR_000286,DIG_01218,DIG_03659,GROUP_INVITE,2026-08-04T12:11:54,SOC_API_MONITOR_X (TWITTER),True
DIR_000287,DIG_02828,DIG_02724,GROUP_INVITE,2026-08-21T11:57:34,SOC_API_MONITOR_WHATSAPP,True
DIR_000288,DIG_03731,DIG_02637,TAG_MENTION,2027-08-27T11:11:46,SOC_API_MONITOR_INSTAGRAM,True
DIR_000289,DIG_05714,DIG_01957,GROUP_INVITE,2026-09-05T15:38:53,SOC_API_MONITOR_X (TWITTER),True
DIR_000290,DIG_01914,DIG_03366,VOIP_CALL,2025-03-01T06:14:23,SOC_API_MONITOR_TELEGRAM,True
DIR_000291,DIG_03875,DIG_05778,GROUP_INVITE,2027-10-26T09:57:22,SOC_API_MONITOR_WHATSAPP,True
DIR_000292,DIG_03163,DIG_05437,TAG_MENTION,2027-05-28T09:02:07,SOC_API_MONITOR_TELEGRAM,True
DIR_000293,DIG_04058,DIG_00304,VOIP_CALL,2025-04-17T02:55:00,SOC_API_MONITOR_TELEGRAM,True
DIR_000294,DIG_00823,DIG_03607,GROUP_INVITE,2025-04-09T01:53:59,SOC_API_MONITOR_SIGNAL,True
DIR_000295,DIG_00126,DIG_05919,GROUP_INVITE,2025-04-23T04:09:56,SOC_API_MONITOR_X (TWITTER),True
DIR_000296,DIG_05364,DIG_01265,GROUP_INVITE,2025-04-01T14:24:24,SOC_API_MONITOR_X (TWITTER),True
DIR_000297,DIG_02172,DIG_02774,GROUP_INVITE,2026-11-10T16:02:59,SOC_API_MONITOR_WHATSAPP,True
DIR_000298,DIG_05324,DIG_00658,VOIP_CALL,2027-08-02T22:28:51,SOC_API_MONITOR_INSTAGRAM,True
DIR_000299,DIG_05525,DIG_04372,VOIP_CALL,2026-03-04T14:44:48,SOC_API_MONITOR_WHATSAPP,True
DIR_000300,DIG_05135,DIG_05888,GROUP_INVITE,2027-09-19T11:27:25,SOC_API_MONITOR_TELEGRAM,True
