event_id,event_type,timestamp,location_id,participants_json,attributes_json,synthetic_demo_record
EVT_0154,CrimeOccurrence,2025-04-27T19:46:40,LOC_0029,"['P_02839', 'P_04689', 'P_00237']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0155,CrimeOccurrence,2025-04-28T03:51:15,LOC_0135,"['P_02459', 'P_01580', 'P_02393', 'P_02192']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0156,CrimeOccurrence,2025-04-28T11:37:33,LOC_0025,"['P_01835', 'P_01852', 'P_01914', 'P_01997']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0157,CrimeOccurrence,2025-04-28T12:39:42,LOC_0229,"['P_03345', 'P_03153', 'P_04910']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0158,CrimeOccurrence,2025-04-28T15:47:53,LOC_0062,"['P_04238', 'P_04162', 'P_04458', 'P_04102', 'P_04239']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0159,CrimeOccurrence,2025-04-30T08:05:02,LOC_0184,"['P_04509', 'P_03429', 'P_03170', 'P_03102', 'P_03256']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0160,CrimeOccurrence,2025-04-30T16:38:10,LOC_0047,"['P_02951', 'P_02590']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0161,CrimeOccurrence,2025-05-01T14:12:53,LOC_0203,"['P_00451', 'P_04565']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0162,CrimeOccurrence,2025-05-03T22:11:27,LOC_0094,"['P_04486', 'P_04261', 'P_04342']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0163,CrimeOccurrence,2025-05-05T02:17:50,LOC_0030,"['P_02744', 'P_02893', 'P_02712', 'P_02720', 'P_02869']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0164,CrimeOccurrence,2025-05-05T20:37:08,LOC_0230,"['P_02020', 'P_02072', 'P_02440', 'P_02102']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0165,CrimeOccurrence,2025-05-07T12:55:07,LOC_0157,"['P_03118', 'P_03353']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0166,CrimeOccurrence,2025-05-09T10:57:49,LOC_0012,"['P_01788', 'P_01546', 'P_01646', 'P_01941', 'P_01767']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0167,CrimeOccurrence,2025-05-09T13:48:09,LOC_0035,"['P_01329', 'P_01010', 'P_01399', 'P_01431', 'P_01290']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0168,CrimeOccurrence,2025-05-09T15:19:54,LOC_0178,"['P_00318', 'P_03546', 'P_03945', 'P_03560', 'P_03827']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0169,CrimeOccurrence,2025-05-10T01:03:14,LOC_0156,"['P_04840', 'P_04966', 'P_04832', 'P_04884']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0170,CrimeOccurrence,2025-05-10T21:39:53,LOC_0035,"['P_03260', 'P_03192', 'P_03455', 'P_03285']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0171,CrimeOccurrence,2025-05-12T07:37:40,LOC_0183,"['P_04048', 'P_04282', 'P_04293', 'P_04404']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0172,CrimeOccurrence,2025-05-12T18:31:23,LOC_0075,"['P_01967', 'P_01998', 'P_01646']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0173,CrimeOccurrence,2025-05-13T19:23:26,LOC_0150,"['P_01110', 'P_01471', 'P_01457', 'P_01356']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0174,CrimeOccurrence,2025-05-15T12:47:57,LOC_0098,"['P_02453', 'P_02099', 'P_02391', 'P_00518', 'P_00043']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0175,CrimeOccurrence,2025-05-15T23:36:12,LOC_0201,"['P_02477', 'P_02101', 'P_02081']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0176,CrimeOccurrence,2025-05-16T17:31:32,LOC_0144,"['P_04869', 'P_04948', 'P_04603']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0177,CrimeOccurrence,2025-05-20T04:10:12,LOC_0100,"['P_02366', 'P_02405']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0178,CrimeOccurrence,2025-05-22T03:07:01,LOC_0221,"['P_00107', 'P_04204', 'P_00484', 'P_00151']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0179,CrimeOccurrence,2025-05-23T11:14:59,LOC_0247,"['P_03013', 'P_03470', 'P_03487']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0180,CrimeOccurrence,2025-05-24T10:32:21,LOC_0097,"['P_01532', 'P_02485', 'P_01625']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0181,CrimeOccurrence,2025-05-24T19:53:56,LOC_0182,"['P_00149', 'P_01217', 'P_01319', 'P_01250']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0182,CrimeOccurrence,2025-05-25T21:23:35,LOC_0141,"['P_00417', 'P_00366', 'P_00325', 'P_00764']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0183,CrimeOccurrence,2025-05-27T22:44:45,LOC_0130,"['P_04553', 'P_04361']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0184,CrimeOccurrence,2025-05-28T18:56:42,LOC_0170,"['P_02608', 'P_02863', 'P_03452']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0185,CrimeOccurrence,2025-05-28T23:15:19,LOC_0172,"['P_03586', 'P_03891']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0186,CrimeOccurrence,2025-05-31T21:08:26,LOC_0227,"['P_01998', 'P_01855']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0187,CrimeOccurrence,2025-06-01T22:37:19,LOC_0211,"['P_02469', 'P_02365']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0188,CrimeOccurrence,2025-06-04T12:02:23,LOC_0050,"['P_01605', 'P_03930', 'P_03627', 'P_04546', 'P_03651']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0189,CrimeOccurrence,2025-06-05T02:41:46,LOC_0054,"['P_04004', 'P_04102']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0190,CrimeOccurrence,2025-06-05T20:47:27,LOC_0138,"['P_03476', 'P_03067']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0191,CrimeOccurrence,2025-06-07T02:07:45,LOC_0176,"['P_03919', 'P_03566']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0192,CrimeOccurrence,2025-06-07T04:16:16,LOC_0046,"['P_00567', 'P_00717']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0193,CrimeOccurrence,2025-06-09T04:49:21,LOC_0162,"['P_01926', 'P_01865', 'P_01957', 'P_01915']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0194,CrimeOccurrence,2025-06-09T04:58:47,LOC_0194,"['P_04478', 'P_04168']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0195,CrimeOccurrence,2025-06-11T07:24:45,LOC_0202,"['P_04216', 'P_04224']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0196,CrimeOccurrence,2025-06-12T01:44:25,LOC_0122,"['P_00140', 'P_04126', 'P_03891', 'P_03586', 'P_03600']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0197,CrimeOccurrence,2025-06-13T02:08:05,LOC_0228,"['P_02465', 'P_02497', 'P_02191']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0198,CrimeOccurrence,2025-06-13T17:35:35,LOC_0224,"['P_03057', 'P_03384']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0199,CrimeOccurrence,2025-06-15T11:25:16,LOC_0054,"['P_03229', 'P_03253']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0200,CrimeOccurrence,2025-06-16T14:24:16,LOC_0057,"['P_01680', 'P_01678', 'P_01656', 'P_02476', 'P_01735']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0201,CrimeOccurrence,2025-06-17T14:36:50,LOC_0119,"['P_04648', 'P_00777']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0202,CrimeOccurrence,2025-06-18T04:46:12,LOC_0186,"['P_02136', 'P_02102']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0203,CrimeOccurrence,2025-06-18T05:27:21,LOC_0159,"['P_01650', 'P_01922']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0204,CrimeOccurrence,2025-06-18T06:33:03,LOC_0246,"['P_02841', 'P_02794', 'P_02505']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0205,CrimeOccurrence,2025-06-18T09:52:17,LOC_0174,"['P_03573', 'P_03471', 'P_03983', 'P_03609']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0206,CrimeOccurrence,2025-06-18T10:30:27,LOC_0142,"['P_03795', 'P_03669', 'P_03649', 'P_03963']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0207,CrimeOccurrence,2025-06-18T16:20:00,LOC_0187,"['P_04009', 'P_02694', 'P_04269']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0208,CrimeOccurrence,2025-06-20T18:30:16,LOC_0140,"['P_00256', 'P_03100', 'P_00230', 'P_00049', 'P_00298']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0209,CrimeOccurrence,2025-06-21T19:50:26,LOC_0035,"['P_01312', 'P_01367', 'P_01218', 'P_01278']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0210,CrimeOccurrence,2025-06-22T02:57:21,LOC_0207,"['P_00087', 'P_04468', 'P_01599']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0211,CrimeOccurrence,2025-06-22T17:33:21,LOC_0189,"['P_01128', 'P_01422', 'P_01150', 'P_01179', 'P_02579']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0212,CrimeOccurrence,2025-06-23T11:26:20,LOC_0060,"['P_01727', 'P_00882', 'P_01620', 'P_01793', 'P_01621']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0213,CrimeOccurrence,2025-06-24T17:37:44,LOC_0027,"['P_03136', 'P_03261', 'P_03460', 'P_00430', 'P_03180']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0214,CrimeOccurrence,2025-06-25T12:43:13,LOC_0151,"['P_02206', 'P_02481', 'P_02499']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0215,CrimeOccurrence,2025-07-02T11:29:07,LOC_0210,"['P_02415', 'P_02425', 'P_02456', 'P_02109', 'P_02298']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0216,CrimeOccurrence,2025-07-02T19:20:04,LOC_0232,"['P_04950', 'P_04577']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0217,CrimeOccurrence,2025-07-03T03:40:24,LOC_0155,"['P_01653', 'P_01725', 'P_01733']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0218,CrimeOccurrence,2025-07-04T01:44:18,LOC_0173,"['P_02941', 'P_02706']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0219,CrimeOccurrence,2025-07-04T09:44:18,LOC_0012,"['P_03139', 'P_03367']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0220,CrimeOccurrence,2025-07-04T12:44:50,LOC_0067,"['P_00241', 'P_00079', 'P_00322']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0221,CrimeOccurrence,2025-07-05T05:38:28,LOC_0243,"['P_04680', 'P_04910']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0222,CrimeOccurrence,2025-07-07T05:03:22,LOC_0154,"['P_03603', 'P_03946', 'P_03858']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0223,CrimeOccurrence,2025-07-08T01:54:40,LOC_0153,"['P_04317', 'P_04497', 'P_04281', 'P_04156']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0224,CrimeOccurrence,2025-07-08T11:16:02,LOC_0233,"['P_00136', 'P_00309', 'P_02175']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0225,CrimeOccurrence,2025-07-08T20:39:24,LOC_0154,"['P_00895', 'P_00789', 'P_00972']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0226,CrimeOccurrence,2025-07-11T03:36:27,LOC_0134,"['P_00417', 'P_04597', 'P_00971', 'P_00764', 'P_00606']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0227,CrimeOccurrence,2025-07-11T11:38:24,LOC_0035,"['P_01758', 'P_01948', 'P_01925', 'P_01880', 'P_01980']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0228,CrimeOccurrence,2025-07-13T04:45:54,LOC_0031,"['P_00982', 'P_04523', 'P_02251', 'P_02369', 'P_02206']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0229,CrimeOccurrence,2025-07-16T00:57:25,LOC_0167,"['P_02555', 'P_02774', 'P_02831', 'P_02588', 'P_02623']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0230,CrimeOccurrence,2025-07-21T09:14:49,LOC_0106,"['P_04626', 'P_04678', 'P_04733', 'P_04934']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0231,CrimeOccurrence,2025-07-21T22:40:33,LOC_0189,"['P_04581', 'P_04774', 'P_04790', 'P_04711', 'P_04665']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0232,CrimeOccurrence,2025-07-22T07:01:53,LOC_0131,"['P_01098', 'P_01326']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0233,CrimeOccurrence,2025-07-22T17:40:24,LOC_0206,"['P_00015', 'P_00427', 'P_00437']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0234,CrimeOccurrence,2025-07-27T16:45:32,LOC_0068,"['P_03567', 'P_03502']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0235,CrimeOccurrence,2025-07-29T05:12:57,LOC_0164,"['P_03173', 'P_03384', 'P_03149', 'P_03067', 'P_01307']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0236,CrimeOccurrence,2025-08-02T14:38:45,LOC_0131,"['P_01128', 'P_02391', 'P_02018']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0237,CrimeOccurrence,2025-08-05T03:43:54,LOC_0250,"['P_00433', 'P_00296', 'P_00012', 'P_00201']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0238,CrimeOccurrence,2025-08-07T12:01:28,LOC_0236,"['P_04101', 'P_03022', 'P_02639', 'P_03152', 'P_03238']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0239,CrimeOccurrence,2025-08-19T14:34:47,LOC_0156,"['P_04810', 'P_04760', 'P_04654', 'P_04776']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0240,CrimeOccurrence,2025-08-23T10:58:49,LOC_0045,"['P_04710', 'P_04692']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0241,CrimeOccurrence,2025-09-01T10:17:52,LOC_0225,"['P_02459', 'P_02318', 'P_02192', 'P_03319']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0242,CrimeOccurrence,2025-09-01T13:00:05,LOC_0230,"['P_04950', 'P_04614', 'P_04750', 'P_04693', 'P_04825']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0243,CrimeOccurrence,2025-09-03T15:27:20,LOC_0133,"['P_00908', 'P_00929', 'P_00914', 'P_00554', 'P_00825']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0244,CrimeOccurrence,2025-09-03T17:07:24,LOC_0239,"['P_02814', 'P_02802']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0245,CrimeOccurrence,2025-09-05T02:18:12,LOC_0052,"['P_01327', 'P_01498', 'P_01767']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0246,CrimeOccurrence,2025-09-05T15:19:36,LOC_0040,"['P_01745', 'P_01878', 'P_01648']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0247,CrimeOccurrence,2025-09-06T00:30:46,LOC_0220,"['P_04491', 'P_04132']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0248,CrimeOccurrence,2025-09-07T20:49:51,LOC_0196,"['P_02584', 'P_02557', 'P_02820', 'P_02910', 'P_02516']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0249,CrimeOccurrence,2025-09-09T08:23:37,LOC_0123,"['P_01478', 'P_01051']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0250,CrimeOccurrence,2025-09-12T05:38:52,LOC_0081,"['P_01077', 'P_01404', 'P_01432', 'P_01500', 'P_01364']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0251,CrimeOccurrence,2025-09-13T02:52:37,LOC_0223,"['P_04821', 'P_04760']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0252,CrimeOccurrence,2025-09-16T07:47:27,LOC_0048,"['P_01943', 'P_03281', 'P_01772', 'P_01803']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0253,CrimeOccurrence,2025-09-18T00:25:04,LOC_0148,"['P_02991', 'P_02544', 'P_02602', 'P_02713', 'P_02963']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0254,CrimeOccurrence,2025-09-22T22:01:34,LOC_0220,"['P_02300', 'P_02382', 'P_02260']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0255,CrimeOccurrence,2025-09-23T15:52:34,LOC_0128,"['P_00171', 'P_01017', 'P_02910', 'P_01138', 'P_01226']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0256,CrimeOccurrence,2025-09-26T03:56:08,LOC_0143,"['P_03968', 'P_03901', 'P_03656', 'P_03987']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0257,CrimeOccurrence,2025-09-26T16:33:58,LOC_0093,"['P_00798', 'P_03954', 'P_00842', 'P_00812', 'P_00789']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0258,CrimeOccurrence,2025-09-27T17:47:24,LOC_0171,"['P_02990', 'P_02877', 'P_02970']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0259,CrimeOccurrence,2025-09-28T08:56:17,LOC_0074,"['P_03782', 'P_03995', 'P_03994', 'P_01645', 'P_03648']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0260,CrimeOccurrence,2025-09-28T17:23:36,LOC_0218,"['P_02922', 'P_02644', 'P_02726', 'P_02764', 'P_02847']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0261,CrimeOccurrence,2025-09-28T23:54:17,LOC_0069,"['P_02933', 'P_02907', 'P_02569', 'P_02590']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0262,CrimeOccurrence,2025-10-01T22:23:04,LOC_0187,"['P_01461', 'P_04596', 'P_04573', 'P_04809', 'P_04813']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0263,CrimeOccurrence,2025-10-02T07:15:44,LOC_0027,"['P_00656', 'P_00737', 'P_00904']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0264,CrimeOccurrence,2025-10-03T02:10:52,LOC_0068,"['P_03123', 'P_03253']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0265,CrimeOccurrence,2025-10-06T04:55:50,LOC_0161,"['P_01879', 'P_01757', 'P_01966']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0266,CrimeOccurrence,2025-10-08T10:29:22,LOC_0120,"['P_00252', 'P_00310', 'P_00489', 'P_00288']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0267,CrimeOccurrence,2025-10-10T02:52:38,LOC_0152,"['P_04015', 'P_04116', 'P_04142', 'P_04376', 'P_04090']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0268,CrimeOccurrence,2025-10-10T08:11:13,LOC_0040,"['P_04201', 'P_04094', 'P_04348', 'P_04469']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0269,CrimeOccurrence,2025-10-12T06:31:59,LOC_0248,"['P_01267', 'P_02035']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0270,CrimeOccurrence,2025-10-12T15:40:50,LOC_0243,"['P_02041', 'P_02314', 'P_00939', 'P_02398', 'P_02330']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0271,CrimeOccurrence,2025-10-13T08:51:30,LOC_0112,"['P_00678', 'P_04858', 'P_04891']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0272,CrimeOccurrence,2025-10-13T15:15:21,LOC_0052,"['P_03156', 'P_03374', 'P_03234']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0273,CrimeOccurrence,2025-10-14T21:06:59,LOC_0161,"['P_02313', 'P_02203']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0274,CrimeOccurrence,2025-10-16T16:02:13,LOC_0047,"['P_03383', 'P_04769', 'P_03028']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0275,CrimeOccurrence,2025-10-19T19:06:05,LOC_0049,"['P_03710', 'P_03787', 'P_03704', 'P_03860']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0276,CrimeOccurrence,2025-10-19T19:46:37,LOC_0069,"['P_01524', 'P_01912']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0277,CrimeOccurrence,2025-10-20T23:49:15,LOC_0056,"['P_01732', 'P_00509', 'P_00739']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0278,CrimeOccurrence,2025-10-21T18:29:00,LOC_0015,"['P_03043', 'P_03233', 'P_03107', 'P_03064', 'P_03020']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0279,CrimeOccurrence,2025-10-21T19:46:51,LOC_0032,"['P_00630', 'P_04369', 'P_01575', 'P_01735']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0280,CrimeOccurrence,2025-10-21T21:18:44,LOC_0118,"['P_03629', 'P_03631', 'P_03340']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0281,CrimeOccurrence,2025-10-22T03:46:17,LOC_0041,"['P_03588', 'P_03874', 'P_03879', 'P_03587', 'P_04000']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0282,CrimeOccurrence,2025-10-23T20:14:05,LOC_0093,"['P_01357', 'P_02991', 'P_01001', 'P_01201']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0283,CrimeOccurrence,2025-10-26T02:48:02,LOC_0004,"['P_00895', 'P_00761', 'P_00926']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0284,CrimeOccurrence,2025-10-26T15:06:27,LOC_0149,"['P_01524', 'P_01992']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0285,CrimeOccurrence,2025-10-27T00:36:20,LOC_0041,"['P_01200', 'P_01261', 'P_01270', 'P_04970']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0286,CrimeOccurrence,2025-10-27T02:56:06,LOC_0166,"['P_00394', 'P_00492']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0287,CrimeOccurrence,2025-10-27T17:12:05,LOC_0207,"['P_03997', 'P_03790', 'P_03779']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0288,CrimeOccurrence,2025-10-28T00:14:11,LOC_0125,"['P_03001', 'P_03095', 'P_03204', 'P_03103']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0289,CrimeOccurrence,2025-10-30T04:06:30,LOC_0032,"['P_04111', 'P_04087', 'P_04125']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0290,CrimeOccurrence,2025-10-30T17:53:02,LOC_0040,"['P_01314', 'P_01273']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0291,CrimeOccurrence,2025-10-31T10:59:56,LOC_0159,"['P_00038', 'P_00006', 'P_04855', 'P_00109', 'P_00489']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0292,CrimeOccurrence,2025-10-31T15:20:55,LOC_0067,"['P_02628', 'P_02847']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0293,CrimeOccurrence,2025-10-31T15:26:55,LOC_0025,"['P_02098', 'P_02368', 'P_02335', 'P_02376']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0294,CrimeOccurrence,2025-11-01T20:06:24,LOC_0050,"['P_00257', 'P_00116', 'P_00236']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0295,CrimeOccurrence,2025-11-06T11:44:51,LOC_0156,"['P_01521', 'P_04293', 'P_04178', 'P_04110']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0296,CrimeOccurrence,2025-11-07T12:26:31,LOC_0206,"['P_04122', 'P_04307']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0297,CrimeOccurrence,2025-11-09T14:18:22,LOC_0019,"['P_00057', 'P_00415', 'P_00478', 'P_00552']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0298,CrimeOccurrence,2025-11-12T20:24:24,LOC_0060,"['P_00948', 'P_00796']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0299,CrimeOccurrence,2025-11-14T11:52:33,LOC_0143,"['P_04847', 'P_04670', 'P_04688']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0300,CrimeOccurrence,2025-11-14T14:51:51,LOC_0027,"['P_02818', 'P_02825', 'P_02933', 'P_02685', 'P_02981']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0301,CrimeOccurrence,2025-11-15T11:54:00,LOC_0114,"['P_02765', 'P_02900', 'P_02833']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0302,CrimeOccurrence,2025-11-19T13:26:08,LOC_0156,"['P_02845', 'P_02660', 'P_02725', 'P_02852']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0303,CrimeOccurrence,2025-11-20T11:40:30,LOC_0001,"['P_04990', 'P_02366', 'P_02340', 'P_02130']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0304,CrimeOccurrence,2025-11-20T15:30:51,LOC_0077,"['P_00292', 'P_00134', 'P_00028']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0305,CrimeOccurrence,2025-11-21T02:09:14,LOC_0118,"['P_02309', 'P_02054', 'P_01396']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0306,CrimeOccurrence,2025-11-23T07:18:46,LOC_0146,"['P_01909', 'P_01913', 'P_01821', 'P_01608']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0307,CrimeOccurrence,2025-11-23T17:25:39,LOC_0010,"['P_02517', 'P_02944', 'P_02713', 'P_02660', 'P_02605']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0308,CrimeOccurrence,2025-11-23T19:26:50,LOC_0112,"['P_01756', 'P_03264', 'P_00459', 'P_00232']",{'mo_family': 'VEHICLE_THEFT_RING'},True
