visit_id,entity_id,entity_type,location_id,event_time,source_id,confidence,synthetic_demo_record
VISIT_000221,P_04394,Person,LOC_0195,2026-10-03T04:35:40,SURVEILLANCE_OR_LBS_LOG,0.84,True
VISIT_000222,P_01591,Person,LOC_0026,2025-11-20T15:30:51,SURVEILLANCE_OR_LBS_LOG,0.83,True
VISIT_000223,P_02025,Person,LOC_0046,2025-01-20T20:29:52,SURVEILLANCE_OR_LBS_LOG,0.91,True
VISIT_000224,P_02296,Person,LOC_0033,2025-03-01T21:25:10,SURVEILLANCE_OR_LBS_LOG,0.95,True
VISIT_000225,P_02442,Person,LOC_0142,2027-02-07T15:39:30,SURVEILLANCE_OR_LBS_LOG,0.94,True
VISIT_000226,P_04118,Person,LOC_0164,2025-04-10T11:53:43,SURVEILLANCE_OR_LBS_LOG,0.93,True
VISIT_000227,P_02378,Person,LOC_0147,2026-05-25T08:44:59,SURVEILLANCE_OR_LBS_LOG,0.87,True
VISIT_000228,P_01511,Person,LOC_0088,2027-12-17T08:02:52,SURVEILLANCE_OR_LBS_LOG,0.81,True
VISIT_000229,P_03914,Person,LOC_0241,2025-04-13T05:33:48,SURVEILLANCE_OR_LBS_LOG,0.92,True
VISIT_000230,P_04125,Person,LOC_0103,2025-04-01T11:21:28,SURVEILLANCE_OR_LBS_LOG,0.89,True
VISIT_000231,P_00440,Person,LOC_0176,2025-04-28T11:37:33,SURVEILLANCE_OR_LBS_LOG,0.82,True
VISIT_000232,P_02038,Person,LOC_0145,2025-04-04T20:08:32,SURVEILLANCE_OR_LBS_LOG,0.95,True
VISIT_000233,P_04572,Person,LOC_0031,2027-04-22T21:41:34,SURVEILLANCE_OR_LBS_LOG,0.86,True
VISIT_000234,P_01849,Person,LOC_0153,2027-05-11T10:10:55,SURVEILLANCE_OR_LBS_LOG,0.88,True
VISIT_000235,P_03627,Person,LOC_0116,2025-11-21T02:09:14,SURVEILLANCE_OR_LBS_LOG,0.93,True
VISIT_000236,P_02502,Person,LOC_0110,2026-09-02T15:25:34,SURVEILLANCE_OR_LBS_LOG,0.89,True
VISIT_000237,P_00813,Person,LOC_0157,2027-11-28T16:33:20,SURVEILLANCE_OR_LBS_LOG,0.91,True
VISIT_000238,P_01729,Person,LOC_0161,2025-10-13T08:51:30,SURVEILLANCE_OR_LBS_LOG,0.9,True
VISIT_000239,P_01965,Person,LOC_0041,2025-05-22T03:07:01,SURVEILLANCE_OR_LBS_LOG,0.88,True
VISIT_000240,P_00022,Person,LOC_0041,2026-04-05T03:31:29,SURVEILLANCE_OR_LBS_LOG,0.87,True
VISIT_000241,P_03850,Person,LOC_0153,2025-11-14T11:52:33,SURVEILLANCE_OR_LBS_LOG,0.8,True
VISIT_000242,P_02365,Person,LOC_0074,2027-02-15T01:20:47,SURVEILLANCE_OR_LBS_LOG,0.93,True
VISIT_000243,P_01913,Person,LOC_0019,2027-11-10T12:19:56,SURVEILLANCE_OR_LBS_LOG,0.84,True
VISIT_000244,P_04832,Person,LOC_0203,2026-12-26T19:05:42,SURVEILLANCE_OR_LBS_LOG,0.92,True
VISIT_000245,P_03483,Person,LOC_0051,2025-04-13T05:36:58,SURVEILLANCE_OR_LBS_LOG,0.88,True
VISIT_000246,P_01221,Person,LOC_0166,2027-10-22T01:45:58,SURVEILLANCE_OR_LBS_LOG,0.84,True
VISIT_000247,P_00585,Person,LOC_0037,2025-03-21T10:27:47,SURVEILLANCE_OR_LBS_LOG,0.82,True
VISIT_000248,P_04875,Person,LOC_0079,2027-04-06T15:23:12,SURVEILLANCE_OR_LBS_LOG,0.92,True
VISIT_000249,P_02413,Person,LOC_0236,2026-04-24T18:59:46,SURVEILLANCE_OR_LBS_LOG,0.82,True
VISIT_000250,P_02040,Person,LOC_0177,2027-02-11T15:53:19,SURVEILLANCE_OR_LBS_LOG,0.86,True
