evidence_link_id,evidence_id,target_type,target_id,support_type,contribution_weight,synthetic_demo_record
EVL_REL_000279,EVI_CDR_CDR_000279,Relationship,REL_000279,Direct_Observation,1.0,True
EVL_REL_000280,EVI_CDR_CDR_000280,Relationship,REL_000280,Direct_Observation,1.0,True
EVL_REL_000281,EVI_CDR_CDR_000281,Relationship,REL_000281,Direct_Observation,1.0,True
EVL_REL_000282,EVI_CDR_CDR_000282,Relationship,REL_000282,Direct_Observation,1.0,True
EVL_REL_000283,EVI_CDR_CDR_000283,Relationship,REL_000283,Direct_Observation,1.0,True
EVL_REL_000284,EVI_CDR_CDR_000284,Relationship,REL_000284,Direct_Observation,1.0,True
EVL_REL_000285,EVI_CDR_CDR_000285,Relationship,REL_000285,Direct_Observation,1.0,True
EVL_REL_000286,EVI_CDR_CDR_000286,Relationship,REL_000286,Direct_Observation,1.0,True
EVL_REL_000287,EVI_CDR_CDR_000287,Relationship,REL_000287,Direct_Observation,1.0,True
EVL_REL_000288,EVI_CDR_CDR_000288,Relationship,REL_000288,Direct_Observation,1.0,True
EVL_REL_000289,EVI_CDR_CDR_000289,Relationship,REL_000289,Direct_Observation,1.0,True
EVL_REL_000290,EVI_CDR_CDR_000290,Relationship,REL_000290,Direct_Observation,1.0,True
EVL_REL_000291,EVI_CDR_CDR_000291,Relationship,REL_000291,Direct_Observation,1.0,True
EVL_REL_000292,EVI_CDR_CDR_000292,Relationship,REL_000292,Direct_Observation,1.0,True
EVL_REL_000293,EVI_CDR_CDR_000293,Relationship,REL_000293,Direct_Observation,1.0,True
EVL_REL_000294,EVI_CDR_CDR_000294,Relationship,REL_000294,Direct_Observation,1.0,True
EVL_REL_000295,EVI_CDR_CDR_000295,Relationship,REL_000295,Direct_Observation,1.0,True
EVL_REL_000296,EVI_CDR_CDR_000296,Relationship,REL_000296,Direct_Observation,1.0,True
EVL_REL_000297,EVI_CDR_CDR_000297,Relationship,REL_000297,Direct_Observation,1.0,True
EVL_REL_000298,EVI_CDR_CDR_000298,Relationship,REL_000298,Direct_Observation,1.0,True
EVL_REL_000299,EVI_CDR_CDR_000299,Relationship,REL_000299,Direct_Observation,1.0,True
EVL_REL_000300,EVI_CDR_CDR_000300,Relationship,REL_000300,Direct_Observation,1.0,True
EVL_REL_000301,EVI_CDR_CDR_000301,Relationship,REL_000301,Direct_Observation,1.0,True
EVL_REL_000302,EVI_CDR_CDR_000302,Relationship,REL_000302,Direct_Observation,1.0,True
EVL_REL_000303,EVI_CDR_CDR_000303,Relationship,REL_000303,Direct_Observation,1.0,True
EVL_REL_000304,EVI_CDR_CDR_000304,Relationship,REL_000304,Direct_Observation,1.0,True
EVL_REL_000305,EVI_CDR_CDR_000305,Relationship,REL_000305,Direct_Observation,1.0,True
EVL_REL_000306,EVI_CDR_CDR_000306,Relationship,REL_000306,Direct_Observation,1.0,True
EVL_REL_000307,EVI_CDR_CDR_000307,Relationship,REL_000307,Direct_Observation,1.0,True
EVL_REL_000308,EVI_CDR_CDR_000308,Relationship,REL_000308,Direct_Observation,1.0,True
EVL_REL_000309,EVI_CDR_CDR_000309,Relationship,REL_000309,Direct_Observation,1.0,True
EVL_REL_000310,EVI_CDR_CDR_000310,Relationship,REL_000310,Direct_Observation,1.0,True
EVL_REL_000311,EVI_CDR_CDR_000311,Relationship,REL_000311,Direct_Observation,1.0,True
EVL_REL_000312,EVI_CDR_CDR_000312,Relationship,REL_000312,Direct_Observation,1.0,True
EVL_REL_000313,EVI_CDR_CDR_000313,Relationship,REL_000313,Direct_Observation,1.0,True
EVL_REL_000314,EVI_CDR_CDR_000314,Relationship,REL_000314,Direct_Observation,1.0,True
EVL_REL_000315,EVI_CDR_CDR_000315,Relationship,REL_000315,Direct_Observation,1.0,True
EVL_REL_000316,EVI_CDR_CDR_000316,Relationship,REL_000316,Direct_Observation,1.0,True
EVL_REL_000317,EVI_CDR_CDR_000317,Relationship,REL_000317,Direct_Observation,1.0,True
EVL_REL_000318,EVI_CDR_CDR_000318,Relationship,REL_000318,Direct_Observation,1.0,True
EVL_REL_000319,EVI_CDR_CDR_000319,Relationship,REL_000319,Direct_Observation,1.0,True
EVL_REL_000320,EVI_CDR_CDR_000320,Relationship,REL_000320,Direct_Observation,1.0,True
EVL_REL_000321,EVI_CDR_CDR_000321,Relationship,REL_000321,Direct_Observation,1.0,True
EVL_REL_000322,EVI_CDR_CDR_000322,Relationship,REL_000322,Direct_Observation,1.0,True
EVL_REL_000323,EVI_CDR_CDR_000323,Relationship,REL_000323,Direct_Observation,1.0,True
EVL_REL_000324,EVI_CDR_CDR_000324,Relationship,REL_000324,Direct_Observation,1.0,True
EVL_REL_000325,EVI_CDR_CDR_000325,Relationship,REL_000325,Direct_Observation,1.0,True
EVL_REL_000326,EVI_CDR_CDR_000326,Relationship,REL_000326,Direct_Observation,1.0,True
EVL_REL_000327,EVI_CDR_CDR_000327,Relationship,REL_000327,Direct_Observation,1.0,True
EVL_REL_000328,EVI_CDR_CDR_000328,Relationship,REL_000328,Direct_Observation,1.0,True
EVL_REL_000329,EVI_CDR_CDR_000329,Relationship,REL_000329,Direct_Observation,1.0,True
EVL_REL_000330,EVI_CDR_CDR_000330,Relationship,REL_000330,Direct_Observation,1.0,True
EVL_REL_000331,EVI_CDR_CDR_000331,Relationship,REL_000331,Direct_Observation,1.0,True
EVL_REL_000332,EVI_CDR_CDR_000332,Relationship,REL_000332,Direct_Observation,1.0,True
EVL_REL_000333,EVI_CDR_CDR_000333,Relationship,REL_000333,Direct_Observation,1.0,True
EVL_REL_000334,EVI_CDR_CDR_000334,Relationship,REL_000334,Direct_Observation,1.0,True
EVL_REL_000335,EVI_CDR_CDR_000335,Relationship,REL_000335,Direct_Observation,1.0,True
EVL_REL_000336,EVI_CDR_CDR_000336,Relationship,REL_000336,Direct_Observation,1.0,True
EVL_REL_000337,EVI_CDR_CDR_000337,Relationship,REL_000337,Direct_Observation,1.0,True
EVL_REL_000338,EVI_CDR_CDR_000338,Relationship,REL_000338,Direct_Observation,1.0,True
EVL_REL_000339,EVI_CDR_CDR_000339,Relationship,REL_000339,Direct_Observation,1.0,True
EVL_REL_000340,EVI_CDR_CDR_000340,Relationship,REL_000340,Direct_Observation,1.0,True
EVL_REL_000341,EVI_CDR_CDR_000341,Relationship,REL_000341,Direct_Observation,1.0,True
EVL_REL_000342,EVI_CDR_CDR_000342,Relationship,REL_000342,Direct_Observation,1.0,True
EVL_REL_000343,EVI_CDR_CDR_000343,Relationship,REL_000343,Direct_Observation,1.0,True
EVL_REL_000344,EVI_CDR_CDR_000344,Relationship,REL_000344,Direct_Observation,1.0,True
EVL_REL_000345,EVI_CDR_CDR_000345,Relationship,REL_000345,Direct_Observation,1.0,True
EVL_REL_000346,EVI_CDR_CDR_000346,Relationship,REL_000346,Direct_Observation,1.0,True
EVL_REL_000347,EVI_CDR_CDR_000347,Relationship,REL_000347,Direct_Observation,1.0,True
EVL_REL_000348,EVI_CDR_CDR_000348,Relationship,REL_000348,Direct_Observation,1.0,True
EVL_REL_000349,EVI_CDR_CDR_000349,Relationship,REL_000349,Direct_Observation,1.0,True
EVL_REL_000350,EVI_CDR_CDR_000350,Relationship,REL_000350,Direct_Observation,1.0,True
EVL_REL_000351,EVI_CDR_CDR_000351,Relationship,REL_000351,Direct_Observation,1.0,True
EVL_REL_000352,EVI_CDR_CDR_000352,Relationship,REL_000352,Direct_Observation,1.0,True
EVL_REL_000353,EVI_CDR_CDR_000353,Relationship,REL_000353,Direct_Observation,1.0,True
EVL_REL_000354,EVI_CDR_CDR_000354,Relationship,REL_000354,Direct_Observation,1.0,True
EVL_REL_000355,EVI_CDR_CDR_000355,Relationship,REL_000355,Direct_Observation,1.0,True
EVL_REL_000356,EVI_CDR_CDR_000356,Relationship,REL_000356,Direct_Observation,1.0,True
EVL_REL_000357,EVI_CDR_CDR_000357,Relationship,REL_000357,Direct_Observation,1.0,True
EVL_REL_000358,EVI_CDR_CDR_000358,Relationship,REL_000358,Direct_Observation,1.0,True
EVL_REL_000359,EVI_CDR_CDR_000359,Relationship,REL_000359,Direct_Observation,1.0,True
EVL_REL_000360,EVI_CDR_CDR_000360,Relationship,REL_000360,Direct_Observation,1.0,True
EVL_REL_000361,EVI_CDR_CDR_000361,Relationship,REL_000361,Direct_Observation,1.0,True
EVL_REL_000362,EVI_CDR_CDR_000362,Relationship,REL_000362,Direct_Observation,1.0,True
EVL_REL_000363,EVI_CDR_CDR_000363,Relationship,REL_000363,Direct_Observation,1.0,True
EVL_REL_000364,EVI_CDR_CDR_000364,Relationship,REL_000364,Direct_Observation,1.0,True
EVL_REL_000365,EVI_CDR_CDR_000365,Relationship,REL_000365,Direct_Observation,1.0,True
EVL_REL_000366,EVI_CDR_CDR_000366,Relationship,REL_000366,Direct_Observation,1.0,True
EVL_REL_000367,EVI_CDR_CDR_000367,Relationship,REL_000367,Direct_Observation,1.0,True
EVL_REL_000368,EVI_CDR_CDR_000368,Relationship,REL_000368,Direct_Observation,1.0,True
EVL_REL_000369,EVI_CDR_CDR_000369,Relationship,REL_000369,Direct_Observation,1.0,True
EVL_REL_000370,EVI_CDR_CDR_000370,Relationship,REL_000370,Direct_Observation,1.0,True
EVL_REL_000371,EVI_CDR_CDR_000371,Relationship,REL_000371,Direct_Observation,1.0,True
EVL_REL_000372,EVI_CDR_CDR_000372,Relationship,REL_000372,Direct_Observation,1.0,True
EVL_REL_000373,EVI_CDR_CDR_000373,Relationship,REL_000373,Direct_Observation,1.0,True
EVL_REL_000374,EVI_CDR_CDR_000374,Relationship,REL_000374,Direct_Observation,1.0,True
EVL_REL_000375,EVI_CDR_CDR_000375,Relationship,REL_000375,Direct_Observation,1.0,True
EVL_REL_000376,EVI_CDR_CDR_000376,Relationship,REL_000376,Direct_Observation,1.0,True
EVL_REL_000377,EVI_CDR_CDR_000377,Relationship,REL_000377,Direct_Observation,1.0,True
EVL_REL_000378,EVI_CDR_CDR_000378,Relationship,REL_000378,Direct_Observation,1.0,True
EVL_REL_000379,EVI_CDR_CDR_000379,Relationship,REL_000379,Direct_Observation,1.0,True
EVL_REL_000380,EVI_CDR_CDR_000380,Relationship,REL_000380,Direct_Observation,1.0,True
EVL_REL_000381,EVI_CDR_CDR_000381,Relationship,REL_000381,Direct_Observation,1.0,True
EVL_REL_000382,EVI_CDR_CDR_000382,Relationship,REL_000382,Direct_Observation,1.0,True
EVL_REL_000383,EVI_CDR_CDR_000383,Relationship,REL_000383,Direct_Observation,1.0,True
EVL_REL_000384,EVI_CDR_CDR_000384,Relationship,REL_000384,Direct_Observation,1.0,True
EVL_REL_000385,EVI_CDR_CDR_000385,Relationship,REL_000385,Direct_Observation,1.0,True
EVL_REL_000386,EVI_CDR_CDR_000386,Relationship,REL_000386,Direct_Observation,1.0,True
EVL_REL_000387,EVI_CDR_CDR_000387,Relationship,REL_000387,Direct_Observation,1.0,True
EVL_REL_000388,EVI_CDR_CDR_000388,Relationship,REL_000388,Direct_Observation,1.0,True
EVL_REL_000389,EVI_CDR_CDR_000389,Relationship,REL_000389,Direct_Observation,1.0,True
EVL_REL_000390,EVI_CDR_CDR_000390,Relationship,REL_000390,Direct_Observation,1.0,True
EVL_REL_000391,EVI_CDR_CDR_000391,Relationship,REL_000391,Direct_Observation,1.0,True
EVL_REL_000392,EVI_CDR_CDR_000392,Relationship,REL_000392,Direct_Observation,1.0,True
EVL_REL_000393,EVI_CDR_CDR_000393,Relationship,REL_000393,Direct_Observation,1.0,True
EVL_REL_000394,EVI_CDR_CDR_000394,Relationship,REL_000394,Direct_Observation,1.0,True
EVL_REL_000395,EVI_CDR_CDR_000395,Relationship,REL_000395,Direct_Observation,1.0,True
EVL_REL_000396,EVI_CDR_CDR_000396,Relationship,REL_000396,Direct_Observation,1.0,True
EVL_REL_000397,EVI_CDR_CDR_000397,Relationship,REL_000397,Direct_Observation,1.0,True
EVL_REL_000398,EVI_CDR_CDR_000398,Relationship,REL_000398,Direct_Observation,1.0,True
EVL_REL_000399,EVI_CDR_CDR_000399,Relationship,REL_000399,Direct_Observation,1.0,True
EVL_REL_000400,EVI_CDR_CDR_000400,Relationship,REL_000400,Direct_Observation,1.0,True
EVL_REL_000401,EVI_CDR_CDR_000401,Relationship,REL_000401,Direct_Observation,1.0,True
EVL_REL_000402,EVI_CDR_CDR_000402,Relationship,REL_000402,Direct_Observation,1.0,True
EVL_REL_000403,EVI_CDR_CDR_000403,Relationship,REL_000403,Direct_Observation,1.0,True
EVL_REL_000404,EVI_CDR_CDR_000404,Relationship,REL_000404,Direct_Observation,1.0,True
EVL_REL_000405,EVI_CDR_CDR_000405,Relationship,REL_000405,Direct_Observation,1.0,True
EVL_REL_000406,EVI_CDR_CDR_000406,Relationship,REL_000406,Direct_Observation,1.0,True
EVL_REL_000407,EVI_CDR_CDR_000407,Relationship,REL_000407,Direct_Observation,1.0,True
EVL_REL_000408,EVI_CDR_CDR_000408,Relationship,REL_000408,Direct_Observation,1.0,True
EVL_REL_000409,EVI_CDR_CDR_000409,Relationship,REL_000409,Direct_Observation,1.0,True
EVL_REL_000410,EVI_CDR_CDR_000410,Relationship,REL_000410,Direct_Observation,1.0,True
EVL_REL_000411,EVI_CDR_CDR_000411,Relationship,REL_000411,Direct_Observation,1.0,True
EVL_REL_000412,EVI_CDR_CDR_000412,Relationship,REL_000412,Direct_Observation,1.0,True
EVL_REL_000413,EVI_CDR_CDR_000413,Relationship,REL_000413,Direct_Observation,1.0,True
EVL_REL_000414,EVI_CDR_CDR_000414,Relationship,REL_000414,Direct_Observation,1.0,True
EVL_REL_000415,EVI_CDR_CDR_000415,Relationship,REL_000415,Direct_Observation,1.0,True
EVL_REL_000416,EVI_CDR_CDR_000416,Relationship,REL_000416,Direct_Observation,1.0,True
EVL_REL_000417,EVI_CDR_CDR_000417,Relationship,REL_000417,Direct_Observation,1.0,True
EVL_REL_000418,EVI_CDR_CDR_000418,Relationship,REL_000418,Direct_Observation,1.0,True
EVL_REL_000419,EVI_CDR_CDR_000419,Relationship,REL_000419,Direct_Observation,1.0,True
EVL_REL_000420,EVI_CDR_CDR_000420,Relationship,REL_000420,Direct_Observation,1.0,True
EVL_REL_000421,EVI_CDR_CDR_000421,Relationship,REL_000421,Direct_Observation,1.0,True
EVL_REL_000422,EVI_CDR_CDR_000422,Relationship,REL_000422,Direct_Observation,1.0,True
EVL_REL_000423,EVI_CDR_CDR_000423,Relationship,REL_000423,Direct_Observation,1.0,True
EVL_REL_000424,EVI_CDR_CDR_000424,Relationship,REL_000424,Direct_Observation,1.0,True
EVL_REL_000425,EVI_CDR_CDR_000425,Relationship,REL_000425,Direct_Observation,1.0,True
EVL_REL_000426,EVI_CDR_CDR_000426,Relationship,REL_000426,Direct_Observation,1.0,True
EVL_REL_000427,EVI_CDR_CDR_000427,Relationship,REL_000427,Direct_Observation,1.0,True
EVL_REL_000428,EVI_CDR_CDR_000428,Relationship,REL_000428,Direct_Observation,1.0,True
EVL_REL_000429,EVI_CDR_CDR_000429,Relationship,REL_000429,Direct_Observation,1.0,True
EVL_REL_000430,EVI_CDR_CDR_000430,Relationship,REL_000430,Direct_Observation,1.0,True
EVL_REL_000431,EVI_CDR_CDR_000431,Relationship,REL_000431,Direct_Observation,1.0,True
EVL_REL_000432,EVI_CDR_CDR_000432,Relationship,REL_000432,Direct_Observation,1.0,True
EVL_REL_000433,EVI_CDR_CDR_000433,Relationship,REL_000433,Direct_Observation,1.0,True
EVL_REL_000434,EVI_CDR_CDR_000434,Relationship,REL_000434,Direct_Observation,1.0,True
EVL_REL_000435,EVI_CDR_CDR_000435,Relationship,REL_000435,Direct_Observation,1.0,True
EVL_REL_000436,EVI_CDR_CDR_000436,Relationship,REL_000436,Direct_Observation,1.0,True
EVL_REL_000437,EVI_CDR_CDR_000437,Relationship,REL_000437,Direct_Observation,1.0,True
EVL_REL_000438,EVI_CDR_CDR_000438,Relationship,REL_000438,Direct_Observation,1.0,True
EVL_REL_000439,EVI_CDR_CDR_000439,Relationship,REL_000439,Direct_Observation,1.0,True
EVL_REL_000440,EVI_CDR_CDR_000440,Relationship,REL_000440,Direct_Observation,1.0,True
EVL_REL_000441,EVI_CDR_CDR_000441,Relationship,REL_000441,Direct_Observation,1.0,True
EVL_REL_000442,EVI_CDR_CDR_000442,Relationship,REL_000442,Direct_Observation,1.0,True
EVL_REL_000443,EVI_CDR_CDR_000443,Relationship,REL_000443,Direct_Observation,1.0,True
EVL_REL_000444,EVI_CDR_CDR_000444,Relationship,REL_000444,Direct_Observation,1.0,True
EVL_REL_000445,EVI_CDR_CDR_000445,Relationship,REL_000445,Direct_Observation,1.0,True
EVL_REL_000446,EVI_CDR_CDR_000446,Relationship,REL_000446,Direct_Observation,1.0,True
EVL_REL_000447,EVI_CDR_CDR_000447,Relationship,REL_000447,Direct_Observation,1.0,True
EVL_REL_000448,EVI_CDR_CDR_000448,Relationship,REL_000448,Direct_Observation,1.0,True
EVL_REL_000449,EVI_CDR_CDR_000449,Relationship,REL_000449,Direct_Observation,1.0,True
EVL_REL_000450,EVI_CDR_CDR_000450,Relationship,REL_000450,Direct_Observation,1.0,True
EVL_REL_000451,EVI_CDR_CDR_000451,Relationship,REL_000451,Direct_Observation,1.0,True
EVL_REL_000452,EVI_CDR_CDR_000452,Relationship,REL_000452,Direct_Observation,1.0,True
EVL_REL_000453,EVI_CDR_CDR_000453,Relationship,REL_000453,Direct_Observation,1.0,True
EVL_REL_000454,EVI_CDR_CDR_000454,Relationship,REL_000454,Direct_Observation,1.0,True
EVL_REL_000455,EVI_CDR_CDR_000455,Relationship,REL_000455,Direct_Observation,1.0,True
EVL_REL_000456,EVI_CDR_CDR_000456,Relationship,REL_000456,Direct_Observation,1.0,True
EVL_REL_000457,EVI_CDR_CDR_000457,Relationship,REL_000457,Direct_Observation,1.0,True
EVL_REL_000458,EVI_CDR_CDR_000458,Relationship,REL_000458,Direct_Observation,1.0,True
EVL_REL_000459,EVI_CDR_CDR_000459,Relationship,REL_000459,Direct_Observation,1.0,True
EVL_REL_000460,EVI_CDR_CDR_000460,Relationship,REL_000460,Direct_Observation,1.0,True
EVL_REL_000461,EVI_CDR_CDR_000461,Relationship,REL_000461,Direct_Observation,1.0,True
EVL_REL_000462,EVI_CDR_CDR_000462,Relationship,REL_000462,Direct_Observation,1.0,True
EVL_REL_000463,EVI_CDR_CDR_000463,Relationship,REL_000463,Direct_Observation,1.0,True
EVL_REL_000464,EVI_CDR_CDR_000464,Relationship,REL_000464,Direct_Observation,1.0,True
EVL_REL_000465,EVI_CDR_CDR_000465,Relationship,REL_000465,Direct_Observation,1.0,True
EVL_REL_000466,EVI_CDR_CDR_000466,Relationship,REL_000466,Direct_Observation,1.0,True
EVL_REL_000467,EVI_CDR_CDR_000467,Relationship,REL_000467,Direct_Observation,1.0,True
EVL_REL_000468,EVI_CDR_CDR_000468,Relationship,REL_000468,Direct_Observation,1.0,True
EVL_REL_000469,EVI_CDR_CDR_000469,Relationship,REL_000469,Direct_Observation,1.0,True
EVL_REL_000470,EVI_CDR_CDR_000470,Relationship,REL_000470,Direct_Observation,1.0,True
EVL_REL_000471,EVI_CDR_CDR_000471,Relationship,REL_000471,Direct_Observation,1.0,True
EVL_REL_000472,EVI_CDR_CDR_000472,Relationship,REL_000472,Direct_Observation,1.0,True
EVL_REL_000473,EVI_CDR_CDR_000473,Relationship,REL_000473,Direct_Observation,1.0,True
EVL_REL_000474,EVI_CDR_CDR_000474,Relationship,REL_000474,Direct_Observation,1.0,True
EVL_REL_000475,EVI_CDR_CDR_000475,Relationship,REL_000475,Direct_Observation,1.0,True
EVL_REL_000476,EVI_CDR_CDR_000476,Relationship,REL_000476,Direct_Observation,1.0,True
EVL_REL_000477,EVI_CDR_CDR_000477,Relationship,REL_000477,Direct_Observation,1.0,True
EVL_REL_000478,EVI_CDR_CDR_000478,Relationship,REL_000478,Direct_Observation,1.0,True
EVL_REL_000479,EVI_CDR_CDR_000479,Relationship,REL_000479,Direct_Observation,1.0,True
EVL_REL_000480,EVI_CDR_CDR_000480,Relationship,REL_000480,Direct_Observation,1.0,True
EVL_REL_000481,EVI_CDR_CDR_000481,Relationship,REL_000481,Direct_Observation,1.0,True
EVL_REL_000482,EVI_CDR_CDR_000482,Relationship,REL_000482,Direct_Observation,1.0,True
EVL_REL_000483,EVI_CDR_CDR_000483,Relationship,REL_000483,Direct_Observation,1.0,True
EVL_REL_000484,EVI_CDR_CDR_000484,Relationship,REL_000484,Direct_Observation,1.0,True
EVL_REL_000485,EVI_CDR_CDR_000485,Relationship,REL_000485,Direct_Observation,1.0,True
EVL_REL_000486,EVI_CDR_CDR_000486,Relationship,REL_000486,Direct_Observation,1.0,True
EVL_REL_000487,EVI_CDR_CDR_000487,Relationship,REL_000487,Direct_Observation,1.0,True
EVL_REL_000488,EVI_CDR_CDR_000488,Relationship,REL_000488,Direct_Observation,1.0,True
EVL_REL_000489,EVI_CDR_CDR_000489,Relationship,REL_000489,Direct_Observation,1.0,True
EVL_REL_000490,EVI_CDR_CDR_000490,Relationship,REL_000490,Direct_Observation,1.0,True
EVL_REL_000491,EVI_CDR_CDR_000491,Relationship,REL_000491,Direct_Observation,1.0,True
EVL_REL_000492,EVI_CDR_CDR_000492,Relationship,REL_000492,Direct_Observation,1.0,True
EVL_REL_000493,EVI_CDR_CDR_000493,Relationship,REL_000493,Direct_Observation,1.0,True
EVL_REL_000494,EVI_CDR_CDR_000494,Relationship,REL_000494,Direct_Observation,1.0,True
EVL_REL_000495,EVI_CDR_CDR_000495,Relationship,REL_000495,Direct_Observation,1.0,True
EVL_REL_000496,EVI_CDR_CDR_000496,Relationship,REL_000496,Direct_Observation,1.0,True
EVL_REL_000497,EVI_CDR_CDR_000497,Relationship,REL_000497,Direct_Observation,1.0,True
EVL_REL_000498,EVI_CDR_CDR_000498,Relationship,REL_000498,Direct_Observation,1.0,True
EVL_REL_000499,EVI_CDR_CDR_000499,Relationship,REL_000499,Direct_Observation,1.0,True
EVL_REL_000500,EVI_CDR_CDR_000500,Relationship,REL_000500,Direct_Observation,1.0,True
EVL_REL_000501,EVI_TXN_TXN_000001,Relationship,REL_000501,Direct_Observation,1.0,True
EVL_REL_000502,EVI_TXN_TXN_000002,Relationship,REL_000502,Direct_Observation,1.0,True
EVL_REL_000503,EVI_TXN_TXN_000003,Relationship,REL_000503,Direct_Observation,1.0,True
EVL_REL_000504,EVI_TXN_TXN_000004,Relationship,REL_000504,Direct_Observation,1.0,True
EVL_REL_000505,EVI_TXN_TXN_000005,Relationship,REL_000505,Direct_Observation,1.0,True
EVL_REL_000506,EVI_TXN_TXN_000006,Relationship,REL_000506,Direct_Observation,1.0,True
EVL_REL_000507,EVI_TXN_TXN_000007,Relationship,REL_000507,Direct_Observation,1.0,True
EVL_REL_000508,EVI_TXN_TXN_000008,Relationship,REL_000508,Direct_Observation,1.0,True
EVL_REL_000509,EVI_TXN_TXN_000009,Relationship,REL_000509,Direct_Observation,1.0,True
EVL_REL_000510,EVI_TXN_TXN_000010,Relationship,REL_000510,Direct_Observation,1.0,True
EVL_REL_000511,EVI_TXN_TXN_000011,Relationship,REL_000511,Direct_Observation,1.0,True
EVL_REL_000512,EVI_TXN_TXN_000012,Relationship,REL_000512,Direct_Observation,1.0,True
EVL_REL_000513,EVI_TXN_TXN_000013,Relationship,REL_000513,Direct_Observation,1.0,True
EVL_REL_000514,EVI_TXN_TXN_000014,Relationship,REL_000514,Direct_Observation,1.0,True
EVL_REL_000515,EVI_TXN_TXN_000015,Relationship,REL_000515,Direct_Observation,1.0,True
EVL_REL_000516,EVI_TXN_TXN_000016,Relationship,REL_000516,Direct_Observation,1.0,True
EVL_REL_000517,EVI_TXN_TXN_000017,Relationship,REL_000517,Direct_Observation,1.0,True
EVL_REL_000518,EVI_TXN_TXN_000018,Relationship,REL_000518,Direct_Observation,1.0,True
EVL_REL_000519,EVI_TXN_TXN_000019,Relationship,REL_000519,Direct_Observation,1.0,True
EVL_REL_000520,EVI_TXN_TXN_000020,Relationship,REL_000520,Direct_Observation,1.0,True
EVL_REL_000521,EVI_TXN_TXN_000021,Relationship,REL_000521,Direct_Observation,1.0,True
EVL_REL_000522,EVI_TXN_TXN_000022,Relationship,REL_000522,Direct_Observation,1.0,True
EVL_REL_000523,EVI_TXN_TXN_000023,Relationship,REL_000523,Direct_Observation,1.0,True
EVL_REL_000524,EVI_TXN_TXN_000024,Relationship,REL_000524,Direct_Observation,1.0,True
EVL_REL_000525,EVI_TXN_TXN_000025,Relationship,REL_000525,Direct_Observation,1.0,True
EVL_REL_000526,EVI_TXN_TXN_000026,Relationship,REL_000526,Direct_Observation,1.0,True
EVL_REL_000527,EVI_TXN_TXN_000027,Relationship,REL_000527,Direct_Observation,1.0,True
EVL_REL_000528,EVI_TXN_TXN_000028,Relationship,REL_000528,Direct_Observation,1.0,True
EVL_REL_000529,EVI_TXN_TXN_000029,Relationship,REL_000529,Direct_Observation,1.0,True
EVL_REL_000530,EVI_TXN_TXN_000030,Relationship,REL_000530,Direct_Observation,1.0,True
EVL_REL_000531,EVI_TXN_TXN_000031,Relationship,REL_000531,Direct_Observation,1.0,True
EVL_REL_000532,EVI_TXN_TXN_000032,Relationship,REL_000532,Direct_Observation,1.0,True
EVL_REL_000533,EVI_TXN_TXN_000033,Relationship,REL_000533,Direct_Observation,1.0,True
EVL_REL_000534,EVI_TXN_TXN_000034,Relationship,REL_000534,Direct_Observation,1.0,True
EVL_REL_000535,EVI_TXN_TXN_000035,Relationship,REL_000535,Direct_Observation,1.0,True
EVL_REL_000536,EVI_TXN_TXN_000036,Relationship,REL_000536,Direct_Observation,1.0,True
EVL_REL_000537,EVI_TXN_TXN_000037,Relationship,REL_000537,Direct_Observation,1.0,True
EVL_REL_000538,EVI_TXN_TXN_000038,Relationship,REL_000538,Direct_Observation,1.0,True
EVL_REL_000539,EVI_TXN_TXN_000039,Relationship,REL_000539,Direct_Observation,1.0,True
EVL_REL_000540,EVI_TXN_TXN_000040,Relationship,REL_000540,Direct_Observation,1.0,True
EVL_REL_000541,EVI_TXN_TXN_000041,Relationship,REL_000541,Direct_Observation,1.0,True
EVL_REL_000542,EVI_TXN_TXN_000042,Relationship,REL_000542,Direct_Observation,1.0,True
EVL_REL_000543,EVI_TXN_TXN_000043,Relationship,REL_000543,Direct_Observation,1.0,True
EVL_REL_000544,EVI_TXN_TXN_000044,Relationship,REL_000544,Direct_Observation,1.0,True
EVL_REL_000545,EVI_TXN_TXN_000045,Relationship,REL_000545,Direct_Observation,1.0,True
EVL_REL_000546,EVI_TXN_TXN_000046,Relationship,REL_000546,Direct_Observation,1.0,True
EVL_REL_000547,EVI_TXN_TXN_000047,Relationship,REL_000547,Direct_Observation,1.0,True
EVL_REL_000548,EVI_TXN_TXN_000048,Relationship,REL_000548,Direct_Observation,1.0,True
EVL_REL_000549,EVI_TXN_TXN_000049,Relationship,REL_000549,Direct_Observation,1.0,True
EVL_REL_000550,EVI_TXN_TXN_000050,Relationship,REL_000550,Direct_Observation,1.0,True
EVL_REL_000551,EVI_TXN_TXN_000051,Relationship,REL_000551,Direct_Observation,1.0,True
EVL_REL_000552,EVI_TXN_TXN_000052,Relationship,REL_000552,Direct_Observation,1.0,True
EVL_REL_000553,EVI_TXN_TXN_000053,Relationship,REL_000553,Direct_Observation,1.0,True
EVL_REL_000554,EVI_TXN_TXN_000054,Relationship,REL_000554,Direct_Observation,1.0,True
EVL_REL_000555,EVI_TXN_TXN_000055,Relationship,REL_000555,Direct_Observation,1.0,True
EVL_REL_000556,EVI_TXN_TXN_000056,Relationship,REL_000556,Direct_Observation,1.0,True
EVL_REL_000557,EVI_TXN_TXN_000057,Relationship,REL_000557,Direct_Observation,1.0,True
