location_id,latitude,longitude,normalized_address,locality,police_unit_id,location_type,synthetic_demo_record
LOC_0241,19.051755,72.79462,Dharavi Commercial Complex Sector-241,Dharavi Commercial Complex,PS_UNIT_04,residence,True
LOC_0242,18.966074,72.839198,Colaba Causeway Sector-242,Colaba Causeway,PS_UNIT_03,crime_scene,True
LOC_0243,18.928921,72.826461,Crawford Market Sector-243,Crawford Market,PS_UNIT_01,crime_scene,True
LOC_0244,18.965509,72.886193,Bandra Kurla Complex Sector-244,Bandra Kurla Complex,PS_UNIT_06,hangout,True
LOC_0245,19.104656,72.842542,Andheri East MIDC Sector-245,Andheri East MIDC,PS_UNIT_10,hangout,True
LOC_0246,19.090905,72.774701,Kurla West Terminus Sector-246,Kurla West Terminus,PS_UNIT_05,warehouse,True
LOC_0247,19.258508,72.943782,Juhu Tara Road Sector-247,Juhu Tara Road,PS_UNIT_11,residence,True
LOC_0248,19.109579,72.905105,Dadar TT Circle Sector-248,Dadar TT Circle,PS_UNIT_11,business,True
LOC_0249,19.007113,72.826829,Worli Sea Face Sector-249,Worli Sea Face,PS_UNIT_04,residence,True
LOC_0250,19.20109,72.869676,Lower Parel Business Park Sector-250,Lower Parel Business Park,PS_UNIT_05,business,True
