phone_id,normalized_hash,owner_person_id,carrier,first_seen,last_seen,status,synthetic_demo_record
PHN_01312,743a373daa51a36e,P_03405,Vi,2024-01-01,2025-12-31,active,True
PHN_01313,6eac82cecb2b89bb,P_03853,Airtel,2024-01-01,2025-12-31,active,True
PHN_01314,547681a6d78a02ee,P_02505,BSNL,2024-01-01,2025-12-31,active,True
PHN_01315,ef20be82758be262,P_04330,Airtel,2024-01-01,2025-12-31,active,True
PHN_01316,af89013b2b5dd77d,P_04239,Jio,2024-01-01,2025-12-31,active,True
PHN_01317,a500bfb1ae7d55d7,P_03203,Jio,2024-01-01,2025-12-31,active,True
PHN_01318,584aa6a34f90925b,P_04409,BSNL,2024-01-01,2025-12-31,active,True
PHN_01319,71ebc6ca6455f161,P_03764,Vi,2024-01-01,2025-12-31,active,True
PHN_01320,917dd584c37798cd,P_02592,Jio,2024-01-01,2025-12-31,active,True
PHN_01321,c772da8b15ed3c2b,P_04017,Airtel,2024-01-01,2025-12-31,active,True
PHN_01322,42ec53b14c3a4664,P_00666,BSNL,2024-01-01,2025-12-31,active,True
PHN_01323,bb05b4b2c156614e,P_02606,Jio,2024-01-01,2025-12-31,active,True
PHN_01324,69b81203d80ba589,P_03663,Jio,2024-01-01,2025-12-31,active,True
PHN_01325,96198a8cce388b22,P_00227,Airtel,2024-01-01,2025-12-31,active,True
PHN_01326,d33d5cad24683b54,P_00531,BSNL,2024-01-01,2025-12-31,active,True
PHN_01327,70ea202a53f7f135,P_00163,Vi,2024-01-01,2025-12-31,active,True
PHN_01328,02d7a081307e3e3b,P_04111,Jio,2024-01-01,2025-12-31,active,True
PHN_01329,9a6a68eda1369265,P_01147,Vi,2024-01-01,2025-12-31,active,True
PHN_01330,f4bedd05db0f818e,P_02753,Vi,2024-01-01,2025-12-31,active,True
PHN_01331,dd098b87fa2db535,P_04002,BSNL,2024-01-01,2025-12-31,active,True
PHN_01332,c45427768e426329,P_04696,Vi,2024-01-01,2025-12-31,active,True
PHN_01333,7f57bf04677233a4,P_04631,Airtel,2024-01-01,2025-12-31,active,True
PHN_01334,12a53871b04d755e,P_03406,Jio,2024-01-01,2025-12-31,active,True
PHN_01335,09130bd61cdbf5f5,P_01861,BSNL,2024-01-01,2025-12-31,active,True
PHN_01336,452d5af9117cd860,P_04343,BSNL,2024-01-01,2025-12-31,active,True
PHN_01337,53b346155f1d49c7,P_01718,Airtel,2024-01-01,2025-12-31,active,True
PHN_01338,8d3ffef755cbb088,P_02856,Vi,2024-01-01,2025-12-31,active,True
PHN_01339,7f9168cb529ef464,P_00894,Airtel,2024-01-01,2025-12-31,active,True
PHN_01340,60c5ee83998aa9cf,P_02192,Airtel,2024-01-01,2025-12-31,active,True
PHN_01341,b23ae663b4807489,P_01654,Vi,2024-01-01,2025-12-31,active,True
PHN_01342,ef8ed9841f87f3d5,P_04326,Airtel,2024-01-01,2025-12-31,active,True
PHN_01343,c9acbebaf315c24d,P_02416,Vi,2024-01-01,2025-12-31,active,True
PHN_01344,5d90bd2a2b002c41,P_04192,Jio,2024-01-01,2025-12-31,active,True
PHN_01345,21a1245ca5ef5845,P_03140,BSNL,2024-01-01,2025-12-31,active,True
PHN_01346,6f292abf4203854e,P_02260,Vi,2024-01-01,2025-12-31,active,True
PHN_01347,b50a408a37f49e4c,P_00842,Airtel,2024-01-01,2025-12-31,active,True
PHN_01348,12a2126a00314a55,P_04310,Airtel,2024-01-01,2025-12-31,active,True
PHN_01349,74cd97aaf70bfa2e,P_01097,Jio,2024-01-01,2025-12-31,active,True
PHN_01350,3d6e342fbb0716b7,P_01261,Jio,2024-01-01,2025-12-31,active,True
PHN_01351,3597ee0f573df611,P_03807,Jio,2024-01-01,2025-12-31,active,True
PHN_01352,12c52f82bbb8929c,P_01063,Jio,2024-01-01,2025-12-31,active,True
PHN_01353,5ab5f600b1b7707f,P_00365,Jio,2024-01-01,2025-12-31,active,True
PHN_01354,f5f9933e03e6ca13,P_03970,Airtel,2024-01-01,2025-12-31,active,True
PHN_01355,767b35587f1a658b,P_02479,Airtel,2024-01-01,2025-12-31,active,True
PHN_01356,03bc5c272bf7b5f8,P_01701,BSNL,2024-01-01,2025-12-31,active,True
PHN_01357,585a98fa3dd0872c,P_00017,BSNL,2024-01-01,2025-12-31,active,True
PHN_01358,982d5f63c1f62a43,P_01705,Vi,2024-01-01,2025-12-31,active,True
PHN_01359,5549ca0c8d5b82e9,P_03262,Jio,2024-01-01,2025-12-31,active,True
PHN_01360,c663820bdc1dcbfd,P_03306,Airtel,2024-01-01,2025-12-31,active,True
PHN_01361,ec04c7ed478b27fb,P_04854,BSNL,2024-01-01,2025-12-31,active,True
PHN_01362,0a453badb88e1354,P_00310,Vi,2024-01-01,2025-12-31,active,True
PHN_01363,cf4d15364ec63660,P_01235,Vi,2024-01-01,2025-12-31,active,True
PHN_01364,96c3d79fb45be904,P_00723,Airtel,2024-01-01,2025-12-31,active,True
PHN_01365,61352992850ed2a2,P_02876,BSNL,2024-01-01,2025-12-31,active,True
PHN_01366,8ec724cacd763e42,P_01071,Airtel,2024-01-01,2025-12-31,active,True
PHN_01367,9c102fc001afb5ca,P_03124,Vi,2024-01-01,2025-12-31,active,True
PHN_01368,e81354fba58f08a6,P_00357,Vi,2024-01-01,2025-12-31,active,True
PHN_01369,2a88eedbc156caa4,P_04487,Airtel,2024-01-01,2025-12-31,active,True
PHN_01370,130e9e37fb5f5b99,P_03183,Airtel,2024-01-01,2025-12-31,active,True
PHN_01371,ad98974e15a9377b,P_02062,Vi,2024-01-01,2025-12-31,active,True
PHN_01372,5c39f1fc25e4985a,P_03856,Airtel,2024-01-01,2025-12-31,active,True
PHN_01373,cd32b256bbf47896,P_02150,Vi,2024-01-01,2025-12-31,active,True
PHN_01374,876f40894b2d276a,P_02951,Jio,2024-01-01,2025-12-31,active,True
PHN_01375,e1687c6c3e78b4c8,P_03323,Jio,2024-01-01,2025-12-31,active,True
PHN_01376,041cf59661af7d2b,P_01849,Jio,2024-01-01,2025-12-31,active,True
PHN_01377,27ee6b45bb814ed6,P_00035,Vi,2024-01-01,2025-12-31,active,True
PHN_01378,a2dcb857b111b200,P_04445,Airtel,2024-01-01,2025-12-31,active,True
PHN_01379,0440565f44843d40,P_03878,Airtel,2024-01-01,2025-12-31,active,True
PHN_01380,e1d4fbdfc8e467df,P_01609,Jio,2024-01-01,2025-12-31,active,True
PHN_01381,8cd3c9a71f80205f,P_04246,Jio,2024-01-01,2025-12-31,active,True
PHN_01382,a35eb0367027c857,P_03065,Airtel,2024-01-01,2025-12-31,active,True
PHN_01383,877b783a050f396f,P_01794,Vi,2024-01-01,2025-12-31,active,True
PHN_01384,dfbaa2941ec1382c,P_02931,Airtel,2024-01-01,2025-12-31,active,True
PHN_01385,4c387fdaf91faa91,P_04267,Jio,2024-01-01,2025-12-31,active,True
PHN_01386,c11c35aa3c171081,P_04404,Vi,2024-01-01,2025-12-31,active,True
PHN_01387,025950e90db342e9,P_01720,BSNL,2024-01-01,2025-12-31,active,True
PHN_01388,88af539d0a1e3fb3,P_02482,BSNL,2024-01-01,2025-12-31,active,True
PHN_01389,fa0a7d107cbc1db4,P_04751,Jio,2024-01-01,2025-12-31,active,True
PHN_01390,58d1cf60e491b6c4,P_00359,Vi,2024-01-01,2025-12-31,active,True
PHN_01391,7ed124382977a398,P_04097,Airtel,2024-01-01,2025-12-31,active,True
PHN_01392,aaeac908f308305d,P_04394,BSNL,2024-01-01,2025-12-31,active,True
PHN_01393,48f8e361bade0228,P_01031,BSNL,2024-01-01,2025-12-31,active,True
PHN_01394,2914152bbff8d99a,P_00008,Vi,2024-01-01,2025-12-31,active,True
PHN_01395,cebbb44f12f7cb16,P_00083,Vi,2024-01-01,2025-12-31,active,True
PHN_01396,7e4b332548d3ff89,P_03736,Jio,2024-01-01,2025-12-31,active,True
PHN_01397,2cf95b63b10cf7c9,P_00841,Vi,2024-01-01,2025-12-31,active,True
PHN_01398,7d5dc424b13a5bfe,P_00128,BSNL,2024-01-01,2025-12-31,active,True
PHN_01399,0f6b17bcdb2b469c,P_03209,Vi,2024-01-01,2025-12-31,active,True
PHN_01400,11951c010da69a58,P_04322,Jio,2024-01-01,2025-12-31,active,True
PHN_01401,1002f487703a0c03,P_03259,BSNL,2024-01-01,2025-12-31,active,True
PHN_01402,4bfc8ce4ec7e9deb,P_04840,Airtel,2024-01-01,2025-12-31,active,True
PHN_01403,d43dfe1a465d4f89,P_01342,Airtel,2024-01-01,2025-12-31,active,True
PHN_01404,2ca5d485e032e832,P_02420,Jio,2024-01-01,2025-12-31,active,True
PHN_01405,a38bedeb76b9fcfb,P_02113,Jio,2024-01-01,2025-12-31,active,True
PHN_01406,3f20a18aa947a5c6,P_00502,Airtel,2024-01-01,2025-12-31,active,True
PHN_01407,67fef39c8276e786,P_00525,Jio,2024-01-01,2025-12-31,active,True
PHN_01408,fa418278045bf933,P_00305,BSNL,2024-01-01,2025-12-31,active,True
PHN_01409,510a3e8aed22b604,P_00826,BSNL,2024-01-01,2025-12-31,active,True
PHN_01410,2f6ba2d90b4441bf,P_01984,Jio,2024-01-01,2025-12-31,active,True
PHN_01411,db4294c7f61b4dcb,P_00745,Airtel,2024-01-01,2025-12-31,active,True
PHN_01412,61fcd8da1b4a50a3,P_00405,BSNL,2024-01-01,2025-12-31,active,True
PHN_01413,3e02bd32bf48c391,P_00892,Airtel,2024-01-01,2025-12-31,active,True
PHN_01414,06ef05a67378ed49,P_01772,BSNL,2024-01-01,2025-12-31,active,True
PHN_01415,29e0430cead9c0bb,P_00989,Jio,2024-01-01,2025-12-31,active,True
PHN_01416,530c17b2cfdf7ffe,P_01079,Vi,2024-01-01,2025-12-31,active,True
PHN_01417,a5e8f5ec8dd2f085,P_02703,Airtel,2024-01-01,2025-12-31,active,True
PHN_01418,cea91e36d211b8ae,P_01194,Airtel,2024-01-01,2025-12-31,active,True
PHN_01419,450a5bf0b191c2c4,P_01400,Airtel,2024-01-01,2025-12-31,active,True
PHN_01420,fbe772c5e9be3d54,P_00184,Airtel,2024-01-01,2025-12-31,active,True
PHN_01421,dde31f1a507f621b,P_01078,Jio,2024-01-01,2025-12-31,active,True
PHN_01422,fd401e7ab009263b,P_00224,Airtel,2024-01-01,2025-12-31,active,True
PHN_01423,e8990956d507d05a,P_01061,Airtel,2024-01-01,2025-12-31,active,True
PHN_01424,69b44e247599c8c1,P_04058,Airtel,2024-01-01,2025-12-31,active,True
PHN_01425,203ce8d32388e032,P_02217,Airtel,2024-01-01,2025-12-31,active,True
PHN_01426,4f05e4722c0d6883,P_02728,BSNL,2024-01-01,2025-12-31,active,True
PHN_01427,df3d4eabde0f0ba0,P_04647,Airtel,2024-01-01,2025-12-31,active,True
PHN_01428,1f777e82a1c76a7f,P_02750,Airtel,2024-01-01,2025-12-31,active,True
PHN_01429,7981127765b4b6b1,P_04950,BSNL,2024-01-01,2025-12-31,active,True
PHN_01430,0e068cfc04aa3e0d,P_00955,BSNL,2024-01-01,2025-12-31,active,True
PHN_01431,ba2b8d2e877a4aee,P_03366,Vi,2024-01-01,2025-12-31,active,True
PHN_01432,d62e9f56dc0608ae,P_04352,BSNL,2024-01-01,2025-12-31,active,True
PHN_01433,85a21995291f1ac2,P_04000,Vi,2024-01-01,2025-12-31,active,True
PHN_01434,5095bbc947fc569d,P_00459,BSNL,2024-01-01,2025-12-31,active,True
PHN_01435,80d960d6ed713fe6,P_03755,Vi,2024-01-01,2025-12-31,active,True
PHN_01436,6a4a8f789c79768e,P_01766,Jio,2024-01-01,2025-12-31,active,True
PHN_01437,a00ebb69aa677df7,P_02302,Airtel,2024-01-01,2025-12-31,active,True
PHN_01438,74d0b6f650236d91,P_00003,BSNL,2024-01-01,2025-12-31,active,True
PHN_01439,0b2b06c2d9d28254,P_00326,Jio,2024-01-01,2025-12-31,active,True
PHN_01440,1b1b17f075b4c4a5,P_03213,Airtel,2024-01-01,2025-12-31,active,True
PHN_01441,a2058941c83afbe5,P_03087,Airtel,2024-01-01,2025-12-31,active,True
PHN_01442,49b8c0bafc223684,P_03975,Jio,2024-01-01,2025-12-31,active,True
PHN_01443,04572da9da00ea65,P_02740,BSNL,2024-01-01,2025-12-31,active,True
PHN_01444,feb2eb46169995fc,P_01343,Jio,2024-01-01,2025-12-31,active,True
PHN_01445,2287e97925a4b3db,P_04110,BSNL,2024-01-01,2025-12-31,active,True
PHN_01446,a438755905181636,P_01533,Airtel,2024-01-01,2025-12-31,active,True
PHN_01447,bf5bdbc3f74cfaa2,P_02436,BSNL,2024-01-01,2025-12-31,active,True
PHN_01448,3a2304551895d487,P_03691,Airtel,2024-01-01,2025-12-31,active,True
PHN_01449,2dd4012772f45e46,P_04052,Vi,2024-01-01,2025-12-31,active,True
PHN_01450,6b6305bf1cb43fcc,P_01592,Airtel,2024-01-01,2025-12-31,active,True
PHN_01451,a26dc03ab7243c6b,P_00525,BSNL,2024-01-01,2025-12-31,active,True
PHN_01452,f6493ae3d7e1f9d8,P_01362,Airtel,2024-01-01,2025-12-31,active,True
PHN_01453,337a218da36602d4,P_01358,Airtel,2024-01-01,2025-12-31,active,True
PHN_01454,ccce8964ee7646bd,P_04439,Airtel,2024-01-01,2025-12-31,active,True
PHN_01455,0051d284509c4fb4,P_04373,Airtel,2024-01-01,2025-12-31,active,True
PHN_01456,fd60b32e3502ca2a,P_04193,Airtel,2024-01-01,2025-12-31,active,True
PHN_01457,d6387148fba2cbdc,P_01339,Vi,2024-01-01,2025-12-31,active,True
PHN_01458,2a8627eed6068ab4,P_04927,BSNL,2024-01-01,2025-12-31,active,True
PHN_01459,b0227330073a4528,P_01185,Jio,2024-01-01,2025-12-31,active,True
PHN_01460,875778b013153ca9,P_04759,Jio,2024-01-01,2025-12-31,active,True
PHN_01461,401469a7793f42c2,P_00786,Vi,2024-01-01,2025-12-31,active,True
PHN_01462,8fef4cb631bd5648,P_00610,Vi,2024-01-01,2025-12-31,active,True
PHN_01463,e35738ac11a58f1a,P_02773,Airtel,2024-01-01,2025-12-31,active,True
PHN_01464,bddd994cbdfea0eb,P_04836,Vi,2024-01-01,2025-12-31,active,True
PHN_01465,7c147d91e9795013,P_03029,BSNL,2024-01-01,2025-12-31,active,True
PHN_01466,18888efb5e6759c1,P_00216,Airtel,2024-01-01,2025-12-31,active,True
PHN_01467,2e5727846a1619d2,P_04713,Vi,2024-01-01,2025-12-31,active,True
PHN_01468,dbdc299b5e2f1fd0,P_00284,BSNL,2024-01-01,2025-12-31,active,True
PHN_01469,44cca8c6dfaff19f,P_01281,Airtel,2024-01-01,2025-12-31,active,True
PHN_01470,6175a1daec657432,P_01611,BSNL,2024-01-01,2025-12-31,active,True
PHN_01471,e91fb337c1efec4c,P_02329,Vi,2024-01-01,2025-12-31,active,True
PHN_01472,22df1876507c9103,P_01612,Airtel,2024-01-01,2025-12-31,active,True
PHN_01473,e95947370f9a4991,P_01698,BSNL,2024-01-01,2025-12-31,active,True
PHN_01474,c889b3fe493d5f38,P_04262,Vi,2024-01-01,2025-12-31,active,True
PHN_01475,dfab94a3d6b770bf,P_00653,Jio,2024-01-01,2025-12-31,active,True
PHN_01476,253cc56d194e0b4d,P_02789,Jio,2024-01-01,2025-12-31,active,True
PHN_01477,c2e5d3caec19d7c4,P_04746,Vi,2024-01-01,2025-12-31,active,True
PHN_01478,0acacd4705bc93a8,P_02788,BSNL,2024-01-01,2025-12-31,active,True
PHN_01479,02b4bc7fbedad401,P_02961,Vi,2024-01-01,2025-12-31,active,True
PHN_01480,3590ce4d1566e9a4,P_00485,Airtel,2024-01-01,2025-12-31,active,True
PHN_01481,056801efd965200a,P_02830,Airtel,2024-01-01,2025-12-31,active,True
PHN_01482,4dae37c08f245cb5,P_01844,Airtel,2024-01-01,2025-12-31,active,True
PHN_01483,cb076ccbbdd11abe,P_00115,BSNL,2024-01-01,2025-12-31,active,True
PHN_01484,368e2dfcbe8feff7,P_00037,BSNL,2024-01-01,2025-12-31,active,True
PHN_01485,b498a8fb0cfb6596,P_00574,BSNL,2024-01-01,2025-12-31,active,True
PHN_01486,a8eec1fd9740d47f,P_04940,Vi,2024-01-01,2025-12-31,active,True
PHN_01487,c7c3979c5a65174d,P_03227,Vi,2024-01-01,2025-12-31,active,True
PHN_01488,a009425082ed10eb,P_03821,Vi,2024-01-01,2025-12-31,active,True
PHN_01489,1dc3a336ad08cd93,P_01378,Jio,2024-01-01,2025-12-31,active,True
PHN_01490,cfd3bf144ac20a14,P_02251,Airtel,2024-01-01,2025-12-31,active,True
PHN_01491,f6dd8d3d84a10c03,P_03005,BSNL,2024-01-01,2025-12-31,active,True
PHN_01492,dfcf29f2c4849f16,P_02975,BSNL,2024-01-01,2025-12-31,active,True
PHN_01493,d239566d9fe083e6,P_04681,Airtel,2024-01-01,2025-12-31,active,True
PHN_01494,b89698cb0298b76d,P_03753,Jio,2024-01-01,2025-12-31,active,True
PHN_01495,57e95dcee07f5df1,P_01415,Airtel,2024-01-01,2025-12-31,active,True
PHN_01496,0e3e203b5d453d20,P_03023,Vi,2024-01-01,2025-12-31,active,True
PHN_01497,6651687cd7c55687,P_00847,Jio,2024-01-01,2025-12-31,active,True
PHN_01498,d38070235409a08b,P_03015,BSNL,2024-01-01,2025-12-31,active,True
PHN_01499,2440b991a7efe3af,P_01458,Vi,2024-01-01,2025-12-31,active,True
PHN_01500,67ee4a7edb248afa,P_00588,BSNL,2024-01-01,2025-12-31,active,True
PHN_01501,de3d8f90f7e0a529,P_03344,BSNL,2024-01-01,2025-12-31,active,True
PHN_01502,944d54535069494e,P_04253,Vi,2024-01-01,2025-12-31,active,True
PHN_01503,b64c01fd2702f552,P_00405,BSNL,2024-01-01,2025-12-31,active,True
PHN_01504,0fbb0a895f43c64a,P_02024,Jio,2024-01-01,2025-12-31,active,True
PHN_01505,6702dec4adfc81bc,P_02083,BSNL,2024-01-01,2025-12-31,active,True
PHN_01506,d5ddbeaab87ab476,P_02233,Vi,2024-01-01,2025-12-31,active,True
PHN_01507,627c6fc1bcb81777,P_02662,Airtel,2024-01-01,2025-12-31,active,True
PHN_01508,4f84eafeb45d836c,P_00193,Vi,2024-01-01,2025-12-31,active,True
PHN_01509,dc94929d44af3401,P_02266,Airtel,2024-01-01,2025-12-31,active,True
PHN_01510,a05b1732a482fd83,P_03343,Jio,2024-01-01,2025-12-31,active,True
PHN_01511,1b54059026485bc6,P_02465,Vi,2024-01-01,2025-12-31,active,True
PHN_01512,5efec3498b117cce,P_00481,Airtel,2024-01-01,2025-12-31,active,True
PHN_01513,383b7fb97e66fa2b,P_03920,Vi,2024-01-01,2025-12-31,active,True
PHN_01514,de65aec5e8c5ac8b,P_01224,Airtel,2024-01-01,2025-12-31,active,True
PHN_01515,8bbb6f6d8a0c54ca,P_00982,Jio,2024-01-01,2025-12-31,active,True
PHN_01516,a1346e3131622338,P_02746,Airtel,2024-01-01,2025-12-31,active,True
PHN_01517,7d8bc92b0bb40c2d,P_00248,Vi,2024-01-01,2025-12-31,active,True
PHN_01518,763c70c33474d99a,P_01973,Airtel,2024-01-01,2025-12-31,active,True
PHN_01519,0795a8f42740d32c,P_01340,Airtel,2024-01-01,2025-12-31,active,True
PHN_01520,6dd45d647b0b5563,P_03292,BSNL,2024-01-01,2025-12-31,active,True
PHN_01521,79d77b09b711cf46,P_02356,BSNL,2024-01-01,2025-12-31,active,True
PHN_01522,b5d590666b449d7b,P_00506,BSNL,2024-01-01,2025-12-31,active,True
PHN_01523,aaf8d8d4be14a149,P_03124,Vi,2024-01-01,2025-12-31,active,True
PHN_01524,3b9c28eedec78e5d,P_01338,BSNL,2024-01-01,2025-12-31,active,True
PHN_01525,e63d4a11cf9b34d3,P_01907,BSNL,2024-01-01,2025-12-31,active,True
PHN_01526,6a05f5482b29ebb1,P_00246,Jio,2024-01-01,2025-12-31,active,True
PHN_01527,f2c3aac0045d613b,P_00326,Jio,2024-01-01,2025-12-31,active,True
PHN_01528,29b5d137e15c7a40,P_00895,Vi,2024-01-01,2025-12-31,active,True
PHN_01529,9ae668653263eedd,P_02424,Jio,2024-01-01,2025-12-31,active,True
PHN_01530,a94b656400e94c76,P_03047,Vi,2024-01-01,2025-12-31,active,True
PHN_01531,e6c2fc64156491db,P_01056,Jio,2024-01-01,2025-12-31,active,True
PHN_01532,c94ebaf4e1898aa5,P_04268,Vi,2024-01-01,2025-12-31,active,True
PHN_01533,31779bcbcb81ce80,P_04804,Jio,2024-01-01,2025-12-31,active,True
PHN_01534,1a503f98c4b8a52c,P_00210,Vi,2024-01-01,2025-12-31,active,True
PHN_01535,f09b872914d9b914,P_04786,Jio,2024-01-01,2025-12-31,active,True
PHN_01536,6ae0d9c674db42f1,P_00506,Airtel,2024-01-01,2025-12-31,active,True
PHN_01537,67c7e8e68cb6e906,P_01576,Vi,2024-01-01,2025-12-31,active,True
PHN_01538,d1d859de5841a03d,P_04670,Jio,2024-01-01,2025-12-31,active,True
PHN_01539,942be4eeae179ea7,P_02369,Airtel,2024-01-01,2025-12-31,active,True
PHN_01540,a49ad89a8d9581aa,P_00134,Vi,2024-01-01,2025-12-31,active,True
PHN_01541,8edb2bd588e973de,P_00464,Jio,2024-01-01,2025-12-31,active,True
PHN_01542,e1ddcbc2a8ccb649,P_01066,Jio,2024-01-01,2025-12-31,active,True
PHN_01543,407d4013e2f587d5,P_03756,Vi,2024-01-01,2025-12-31,active,True
PHN_01544,e89639bd306e49fc,P_01696,Jio,2024-01-01,2025-12-31,active,True
PHN_01545,2aa31a8cff979e59,P_02851,Jio,2024-01-01,2025-12-31,active,True
PHN_01546,0d634725008ae725,P_01778,Vi,2024-01-01,2025-12-31,active,True
PHN_01547,a3205a381224c9ae,P_04374,BSNL,2024-01-01,2025-12-31,active,True
PHN_01548,0b5eaaaa5494ec5a,P_04503,Jio,2024-01-01,2025-12-31,active,True
PHN_01549,4c4de8f052939404,P_03171,Jio,2024-01-01,2025-12-31,active,True
PHN_01550,f70648058f62b4e7,P_03528,Vi,2024-01-01,2025-12-31,active,True
PHN_01551,fcef292d01d40053,P_00949,Jio,2024-01-01,2025-12-31,active,True
PHN_01552,162c3a3586281c9b,P_02218,Airtel,2024-01-01,2025-12-31,active,True
PHN_01553,5982643c046e6c27,P_02831,Vi,2024-01-01,2025-12-31,active,True
PHN_01554,73ff491d5d564b5a,P_03303,Vi,2024-01-01,2025-12-31,active,True
PHN_01555,954790297e929b58,P_00987,Airtel,2024-01-01,2025-12-31,active,True
PHN_01556,a58b4368f32fdfe9,P_03751,Jio,2024-01-01,2025-12-31,active,True
PHN_01557,c201bd9e0e8774f6,P_01279,Vi,2024-01-01,2025-12-31,active,True
PHN_01558,336aed27ab243b0d,P_01887,BSNL,2024-01-01,2025-12-31,active,True
PHN_01559,a634de65e1ebb8d8,P_00941,Vi,2024-01-01,2025-12-31,active,True
PHN_01560,846f5ee1779e945c,P_01001,Jio,2024-01-01,2025-12-31,active,True
PHN_01561,443bc6e14d323522,P_03559,BSNL,2024-01-01,2025-12-31,active,True
PHN_01562,218b20d765005f05,P_00789,Airtel,2024-01-01,2025-12-31,active,True
PHN_01563,6a0458b458900abf,P_03030,Airtel,2024-01-01,2025-12-31,active,True
PHN_01564,b605ab3590f7f138,P_02205,Jio,2024-01-01,2025-12-31,active,True
PHN_01565,bda4114a976ff2af,P_03219,BSNL,2024-01-01,2025-12-31,active,True
PHN_01566,1ff27ac6c27f86e9,P_02668,Vi,2024-01-01,2025-12-31,active,True
PHN_01567,3e2ae0796ebd461d,P_04184,Vi,2024-01-01,2025-12-31,active,True
PHN_01568,2208a55e1d577490,P_02849,Jio,2024-01-01,2025-12-31,active,True
PHN_01569,2c8e240ff388e192,P_00296,Airtel,2024-01-01,2025-12-31,active,True
PHN_01570,16261c047e4b8637,P_04186,Airtel,2024-01-01,2025-12-31,active,True
PHN_01571,25cf9c927b9c1acf,P_01193,BSNL,2024-01-01,2025-12-31,active,True
PHN_01572,771eda0fe6aeb422,P_01189,Jio,2024-01-01,2025-12-31,active,True
PHN_01573,b7959599ed84c3ee,P_04067,Vi,2024-01-01,2025-12-31,active,True
PHN_01574,fb109303b00477ff,P_02629,Vi,2024-01-01,2025-12-31,active,True
PHN_01575,4dbab3a3325838a3,P_00164,BSNL,2024-01-01,2025-12-31,active,True
PHN_01576,a34ad8d61c1c3b21,P_00283,BSNL,2024-01-01,2025-12-31,active,True
PHN_01577,7c8ad1da0379cd56,P_04858,Vi,2024-01-01,2025-12-31,active,True
PHN_01578,11412d1eb461bb8d,P_01887,BSNL,2024-01-01,2025-12-31,active,True
PHN_01579,fd8e5a7a23b2d8c1,P_00320,Jio,2024-01-01,2025-12-31,active,True
PHN_01580,44f91ef1fd4d20ef,P_04771,Airtel,2024-01-01,2025-12-31,active,True
PHN_01581,2af75928cbc11560,P_00610,Jio,2024-01-01,2025-12-31,active,True
PHN_01582,a4d4264bcb76e2b0,P_02251,Jio,2024-01-01,2025-12-31,active,True
PHN_01583,9fb43f1ca173b987,P_04875,Jio,2024-01-01,2025-12-31,active,True
PHN_01584,daf018086192a695,P_01350,BSNL,2024-01-01,2025-12-31,active,True
PHN_01585,5018cdde9c6e81ed,P_00907,Airtel,2024-01-01,2025-12-31,active,True
PHN_01586,af4e739100eb6632,P_01514,BSNL,2024-01-01,2025-12-31,active,True
PHN_01587,31764560235e418a,P_02506,Vi,2024-01-01,2025-12-31,active,True
PHN_01588,ae126a5442418627,P_04843,Airtel,2024-01-01,2025-12-31,active,True
PHN_01589,35d5f9def385d3c6,P_02916,Airtel,2024-01-01,2025-12-31,active,True
PHN_01590,ac79e5175fd5dc91,P_02489,Jio,2024-01-01,2025-12-31,active,True
PHN_01591,66737f52af505043,P_01218,BSNL,2024-01-01,2025-12-31,active,True
PHN_01592,dacb2f0eb65b1bd1,P_02183,Airtel,2024-01-01,2025-12-31,active,True
PHN_01593,06fffd707f9b980a,P_03926,BSNL,2024-01-01,2025-12-31,active,True
PHN_01594,d43aa7eae2387244,P_04877,BSNL,2024-01-01,2025-12-31,active,True
PHN_01595,3110f6d8c71b2956,P_02330,Jio,2024-01-01,2025-12-31,active,True
PHN_01596,05cb1fbdc299a93c,P_00681,Vi,2024-01-01,2025-12-31,active,True
PHN_01597,9678f62d4ff3424b,P_00575,Airtel,2024-01-01,2025-12-31,active,True
PHN_01598,121a1b2f1c51b4e8,P_03837,Vi,2024-01-01,2025-12-31,active,True
PHN_01599,d9172d639b7f0301,P_01549,BSNL,2024-01-01,2025-12-31,active,True
PHN_01600,1adab6568d187e97,P_04133,BSNL,2024-01-01,2025-12-31,active,True
PHN_01601,88ec7df3c1c07e9c,P_04329,BSNL,2024-01-01,2025-12-31,active,True
PHN_01602,aec0236c8701f108,P_03732,Jio,2024-01-01,2025-12-31,active,True
PHN_01603,d5c76ea36fdb8b1c,P_00095,Jio,2024-01-01,2025-12-31,active,True
PHN_01604,aefce1bf4d4dea9d,P_04280,Vi,2024-01-01,2025-12-31,active,True
PHN_01605,86860c07f756f90e,P_00441,Airtel,2024-01-01,2025-12-31,active,True
PHN_01606,066d88b3da64447f,P_02937,Airtel,2024-01-01,2025-12-31,active,True
PHN_01607,0cfb428960ec6ffd,P_01565,Vi,2024-01-01,2025-12-31,active,True
PHN_01608,61a8a91d7d2b8433,P_03723,Airtel,2024-01-01,2025-12-31,active,True
PHN_01609,901df5b66f148adc,P_00449,Airtel,2024-01-01,2025-12-31,active,True
PHN_01610,5a9f6d74e88f412b,P_02088,BSNL,2024-01-01,2025-12-31,active,True
PHN_01611,7e3a9d0569acdee1,P_00688,Airtel,2024-01-01,2025-12-31,active,True
PHN_01612,d2cd09b32c4648ab,P_00133,BSNL,2024-01-01,2025-12-31,active,True
