cdr_id,caller_phone_id,receiver_phone_id,event_time,duration,cell_tower_id,latitude,longitude,source_id,synthetic_demo_record
CDR_000198,PHN_01591,PHN_02427,2026-02-05T01:39:03,377,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000199,PHN_02477,PHN_00116,2026-07-30T20:26:59,269,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000200,PHN_02248,PHN_00373,2026-08-21T13:03:32,608,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000201,PHN_05714,PHN_01035,2027-08-24T16:00:37,1551,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000202,PHN_04022,PHN_00841,2025-01-18T20:05:05,1185,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000203,PHN_02330,PHN_03846,2026-04-25T09:49:18,707,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000204,PHN_01511,PHN_00421,2027-11-21T02:42:00,1774,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000205,PHN_03914,PHN_00935,2025-03-24T12:21:13,830,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000206,PHN_04029,PHN_00607,2026-11-20T11:46:03,1415,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000207,PHN_00440,PHN_01243,2027-06-20T14:51:32,1162,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000208,PHN_02490,PHN_00698,2025-04-14T10:04:25,1152,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000209,PHN_03410,PHN_04967,2027-05-24T16:43:37,1276,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000210,PHN_01849,PHN_04281,2026-05-02T23:33:10,916,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000211,PHN_02436,PHN_04822,2025-12-01T04:11:58,1174,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000212,PHN_05088,PHN_00494,2027-12-15T19:49:21,1525,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000213,PHN_00813,PHN_01703,2025-07-03T03:40:24,551,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000214,PHN_05411,PHN_00666,2025-09-05T15:19:36,365,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000215,PHN_04522,PHN_00615,2025-01-06T18:10:10,846,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000216,PHN_03691,PHN_05648,2026-05-25T13:10:53,606,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000217,PHN_00268,PHN_01897,2027-02-17T07:32:56,589,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000218,PHN_05759,PHN_03720,2027-01-21T10:44:31,488,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000219,PHN_02168,PHN_05121,2026-12-26T19:05:42,1656,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000220,PHN_01621,PHN_03483,2026-08-11T09:29:39,470,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000221,PHN_05306,PHN_01221,2025-10-14T21:06:59,1702,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000222,PHN_01166,PHN_00585,2025-05-10T21:39:53,1633,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000223,PHN_02520,PHN_04875,2027-07-03T18:43:11,1175,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000224,PHN_02365,PHN_03598,2026-05-22T11:13:45,1420,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000225,PHN_02492,PHN_05733,2027-11-25T06:30:16,567,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000226,PHN_04100,PHN_04424,2026-04-24T12:50:10,174,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000227,PHN_04900,PHN_00327,2026-04-22T07:46:50,1514,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000228,PHN_02641,PHN_04946,2025-02-07T08:28:15,197,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000229,PHN_01876,PHN_05524,2027-08-13T10:07:14,1188,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000230,PHN_04810,PHN_00170,2027-01-05T17:04:47,1692,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000231,PHN_02208,PHN_04721,2027-04-19T21:42:28,1558,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000232,PHN_01436,PHN_03855,2026-12-18T12:04:40,915,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000233,PHN_02279,PHN_01487,2026-04-23T13:10:19,1310,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000234,PHN_04029,PHN_00748,2026-01-24T11:48:37,846,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000235,PHN_02731,PHN_02631,2025-04-10T22:01:16,1766,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000236,PHN_01318,PHN_02702,2027-02-01T07:57:48,1024,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000237,PHN_02362,PHN_05428,2027-06-24T07:56:00,1567,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000238,PHN_04507,PHN_00301,2025-04-05T17:14:30,654,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000239,PHN_02068,PHN_02649,2027-12-20T11:33:08,1592,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000240,PHN_03312,PHN_04216,2025-01-05T14:55:36,1356,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000241,PHN_04445,PHN_03785,2025-03-15T16:27:13,394,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000242,PHN_04248,PHN_02964,2027-04-13T16:24:09,1030,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000243,PHN_05124,PHN_03622,2025-03-09T06:54:38,426,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000244,PHN_02188,PHN_04500,2027-11-11T03:43:16,599,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000245,PHN_03590,PHN_05721,2025-04-14T13:48:15,69,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000246,PHN_05162,PHN_04988,2025-09-05T15:19:36,1463,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000247,PHN_01298,PHN_02546,2025-01-20T20:29:52,1141,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000248,PHN_03343,PHN_00764,2027-07-20T09:37:51,242,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000249,PHN_03781,PHN_00963,2027-07-10T05:15:20,325,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000250,PHN_04083,PHN_05871,2026-06-26T06:10:41,1454,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000251,PHN_02240,PHN_03404,2026-06-03T14:35:38,977,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000252,PHN_01997,PHN_03742,2025-04-24T14:47:51,795,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000253,PHN_01562,PHN_04911,2027-04-05T17:18:16,289,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000254,PHN_00572,PHN_02264,2027-05-23T18:51:29,1759,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000255,PHN_03400,PHN_02785,2027-05-23T02:51:19,1049,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000256,PHN_02189,PHN_00022,2027-03-11T13:07:57,621,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000257,PHN_04809,PHN_04751,2026-06-08T07:49:59,1782,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000258,PHN_01218,PHN_03659,2026-06-04T00:57:22,716,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000259,PHN_02724,PHN_04522,2026-08-11T03:44:07,782,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000260,PHN_03731,PHN_02637,2025-06-09T04:58:47,1438,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000261,PHN_01957,PHN_04685,2025-08-23T10:58:49,1763,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000262,PHN_03366,PHN_00358,2027-04-03T14:45:20,978,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000263,PHN_05778,PHN_03124,2026-12-28T23:39:42,1632,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000264,PHN_05342,PHN_01247,2027-12-16T23:00:02,85,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000265,PHN_01035,PHN_04115,2026-01-01T12:48:25,1791,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000266,PHN_00823,PHN_03607,2026-07-24T08:06:28,945,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000267,PHN_00126,PHN_05919,2026-04-05T13:57:57,1793,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000268,PHN_05364,PHN_01265,2026-05-25T08:44:59,1610,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000269,PHN_02172,PHN_02774,2027-01-31T09:54:43,824,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000270,PHN_05324,PHN_00658,2025-12-29T20:04:20,1755,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000271,PHN_05525,PHN_04372,2027-12-05T13:29:27,658,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000272,PHN_05135,PHN_05888,2027-04-15T20:33:09,1009,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000273,PHN_04433,PHN_00295,2025-03-28T03:40:56,490,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000274,PHN_05171,PHN_05607,2025-11-06T11:44:51,475,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000275,PHN_00741,PHN_03556,2027-04-18T19:18:34,1307,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000276,PHN_05767,PHN_00824,2025-05-12T07:37:40,1431,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000277,PHN_02454,PHN_00238,2025-12-26T18:29:10,1640,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000278,PHN_00460,PHN_02404,2026-02-23T07:13:15,892,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000279,PHN_01193,PHN_02001,2026-04-08T08:10:51,1169,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000280,PHN_05586,PHN_01476,2025-05-24T10:32:21,171,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000281,PHN_04993,PHN_03134,2027-01-17T20:20:33,503,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000282,PHN_04077,PHN_04778,2025-08-07T12:01:28,954,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000283,PHN_05226,PHN_02081,2025-10-01T22:23:04,1375,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000284,PHN_00077,PHN_03812,2025-11-06T11:44:51,1397,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000285,PHN_04478,PHN_01295,2026-04-26T12:30:15,717,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000286,PHN_04814,PHN_02451,2027-12-16T01:20:52,878,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000287,PHN_05656,PHN_02049,2027-07-23T23:13:04,628,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000288,PHN_01632,PHN_03152,2026-06-03T14:35:38,228,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000289,PHN_01944,PHN_03125,2026-02-03T07:40:53,1187,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000290,PHN_02424,PHN_05729,2025-01-30T23:57:03,1709,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000291,PHN_05393,PHN_03243,2025-01-16T09:40:03,1169,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000292,PHN_05619,PHN_00402,2026-10-17T13:59:54,1536,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000293,PHN_04070,PHN_02345,2027-06-03T02:10:16,481,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000294,PHN_04974,PHN_02887,2026-11-28T13:30:55,399,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000295,PHN_05087,PHN_02054,2027-04-12T01:38:50,1486,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000296,PHN_05401,PHN_05578,2025-04-21T22:10:06,1296,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000297,PHN_00796,PHN_05141,2025-02-22T15:15:50,642,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000298,PHN_03612,PHN_00274,2026-02-10T20:11:07,1509,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000299,PHN_01077,PHN_00739,2025-11-20T11:40:30,679,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000300,PHN_03404,PHN_01439,2025-04-19T12:05:15,1620,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000301,PHN_04419,PHN_02998,2026-06-18T19:10:13,568,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000302,PHN_01348,PHN_02106,2027-07-03T18:43:11,996,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000303,PHN_02418,PHN_02775,2025-04-13T05:36:58,969,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000304,PHN_00617,PHN_01154,2027-12-17T10:44:12,472,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000305,PHN_05541,PHN_05933,2026-03-24T05:37:33,1742,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000306,PHN_04566,PHN_02997,2027-05-24T16:43:37,818,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000307,PHN_00115,PHN_02167,2025-04-15T13:30:29,941,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000308,PHN_03020,PHN_05512,2027-01-05T17:04:47,546,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000309,PHN_04789,PHN_03122,2026-11-30T09:40:16,770,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000310,PHN_00888,PHN_05529,2026-05-26T11:13:12,61,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000311,PHN_05076,PHN_04600,2027-10-28T06:52:07,1259,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000312,PHN_01814,PHN_05306,2026-11-26T02:05:18,1697,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000313,PHN_03804,PHN_05744,2026-12-12T20:23:05,846,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000314,PHN_00956,PHN_01146,2027-11-26T20:17:28,86,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000315,PHN_02494,PHN_04036,2025-04-08T14:28:09,490,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000316,PHN_04404,PHN_01112,2026-05-06T14:29:58,769,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000317,PHN_05493,PHN_05706,2026-04-10T13:54:12,1212,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000318,PHN_05953,PHN_01266,2026-04-09T07:50:55,1351,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000319,PHN_00812,PHN_04009,2026-04-04T23:34:56,582,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000320,PHN_00269,PHN_05655,2025-07-08T01:54:40,918,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000321,PHN_03643,PHN_01935,2026-02-08T05:02:11,213,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000322,PHN_05618,PHN_03010,2027-10-11T00:34:12,1330,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000323,PHN_02939,PHN_00497,2025-10-26T02:48:02,398,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000324,PHN_01001,PHN_03726,2026-12-28T01:46:20,444,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000325,PHN_05257,PHN_05239,2027-12-24T03:17:26,53,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000326,PHN_00415,PHN_02733,2025-04-16T15:40:46,1621,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000327,PHN_04626,PHN_01682,2027-07-09T07:08:49,1577,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000328,PHN_04541,PHN_01698,2025-07-07T05:03:22,1675,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000329,PHN_01909,PHN_02692,2025-04-25T08:33:04,1625,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000330,PHN_04883,PHN_00024,2027-08-11T11:17:22,306,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000331,PHN_01065,PHN_04426,2027-06-01T02:57:26,367,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000332,PHN_00901,PHN_05416,2025-02-07T08:28:15,279,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000333,PHN_00122,PHN_02935,2027-05-23T05:45:58,497,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000334,PHN_04824,PHN_02653,2025-05-23T11:14:59,553,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000335,PHN_00430,PHN_01039,2026-04-12T21:23:34,1087,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000336,PHN_00932,PHN_00521,2026-04-30T13:44:39,1603,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000337,PHN_02966,PHN_04205,2025-04-11T17:14:54,935,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000338,PHN_04128,PHN_01815,2025-03-01T06:14:23,1499,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000339,PHN_05398,PHN_04272,2026-05-09T15:52:05,1327,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000340,PHN_00256,PHN_00499,2027-07-25T02:02:11,832,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000341,PHN_03493,PHN_05621,2026-06-09T01:50:58,1468,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000342,PHN_03634,PHN_00603,2025-04-03T14:35:21,669,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000343,PHN_04984,PHN_01216,2025-04-17T02:55:00,573,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000344,PHN_05115,PHN_05187,2026-08-17T06:57:22,1468,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000345,PHN_02664,PHN_03121,2026-07-29T04:53:09,613,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000346,PHN_03717,PHN_04142,2026-04-22T00:20:31,213,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000347,PHN_05749,PHN_00938,2026-12-20T12:12:13,1343,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000348,PHN_04517,PHN_05906,2025-07-05T05:38:28,890,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000349,PHN_03700,PHN_01872,2026-01-13T12:33:57,1704,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000350,PHN_03716,PHN_03267,2027-03-18T09:33:58,204,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000351,PHN_02561,PHN_03497,2026-12-29T19:51:22,532,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000352,PHN_03067,PHN_01251,2027-11-09T22:25:28,981,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000353,PHN_00550,PHN_00748,2025-04-04T20:08:32,200,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000354,PHN_03538,PHN_00792,2027-03-25T23:20:12,773,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000355,PHN_01066,PHN_04558,2026-09-20T08:13:01,1160,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000356,PHN_04602,PHN_02701,2025-04-14T17:37:51,851,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000357,PHN_02897,PHN_05451,2026-04-15T11:04:17,1787,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000358,PHN_05907,PHN_00422,2026-10-10T14:47:05,649,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000359,PHN_02881,PHN_00849,2026-06-21T19:51:49,445,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000360,PHN_01268,PHN_05380,2025-07-21T09:14:49,1745,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000361,PHN_00887,PHN_02869,2026-08-22T23:25:19,762,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000362,PHN_00942,PHN_02283,2025-07-22T07:01:53,1663,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000363,PHN_03516,PHN_04596,2027-06-26T22:00:54,1283,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000364,PHN_05027,PHN_05530,2026-08-23T04:35:51,63,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000365,PHN_04989,PHN_05389,2027-02-01T07:57:48,557,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000366,PHN_00238,PHN_01478,2027-02-15T01:20:47,1571,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000367,PHN_02532,PHN_02784,2025-01-13T08:34:30,381,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000368,PHN_01174,PHN_04640,2026-03-30T02:01:03,152,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000369,PHN_01163,PHN_05187,2025-04-07T06:19:00,1538,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000370,PHN_04346,PHN_01763,2026-04-10T13:54:12,939,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000371,PHN_02793,PHN_01290,2025-12-14T13:29:31,1487,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000372,PHN_02658,PHN_04650,2025-04-04T19:05:32,117,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000373,PHN_01275,PHN_01290,2026-11-01T10:00:48,111,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000374,PHN_05522,PHN_00669,2026-04-26T20:48:48,1365,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000375,PHN_03474,PHN_03979,2026-04-26T12:30:15,858,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000376,PHN_02238,PHN_01766,2026-07-04T10:29:22,243,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000377,PHN_02828,PHN_03522,2025-10-31T10:59:56,1398,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000378,PHN_05559,PHN_04859,2026-07-24T19:53:02,1376,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000379,PHN_02527,PHN_00373,2026-03-21T01:06:09,1237,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000380,PHN_00449,PHN_00063,2025-11-24T20:51:28,442,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000381,PHN_01125,PHN_02094,2025-12-29T13:48:12,255,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000382,PHN_00064,PHN_04075,2026-04-22T00:20:31,369,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000383,PHN_01059,PHN_03115,2027-02-15T19:04:50,481,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000384,PHN_04099,PHN_04578,2027-01-04T04:41:04,1661,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000385,PHN_02902,PHN_00591,2027-08-14T22:35:51,1529,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000386,PHN_00347,PHN_03574,2026-05-11T20:05:40,169,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000387,PHN_02565,PHN_04717,2026-09-06T19:05:12,838,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000388,PHN_05813,PHN_05245,2025-11-09T14:18:22,245,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000389,PHN_03319,PHN_00171,2025-05-16T17:31:32,1651,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000390,PHN_05064,PHN_03770,2027-01-28T09:36:40,751,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000391,PHN_00722,PHN_03578,2025-04-10T22:22:14,508,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000392,PHN_03570,PHN_04825,2026-07-23T20:29:43,171,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000393,PHN_03243,PHN_02542,2026-01-13T12:33:57,463,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000394,PHN_02729,PHN_01378,2026-06-27T19:46:16,1306,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
