CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,Latitude,Longitude,BriefFacts,SourceSystem,SourceRecordID,SourceVersion,synthetic_demo_record
242,CR/0242/2025,CASE_2025_0242,2025-09-01T13:00:05,POL_443,PS_KURLA,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-01T13:00:05,2025-09-01T13:00:05,2025-09-01T13:00:05,19.163233,72.906462,Incident reported at Lower Parel Business Park Sector-230 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000242,v1.0,True
243,CR/0243/2025,CASE_2025_0243,2025-09-03T15:27:20,POL_182,PS_JUHU,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-03T15:27:20,2025-09-03T15:27:20,2025-09-03T15:27:20,19.058992,72.781487,Incident reported at Malad Link Road Sector-133 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000243,v1.0,True
244,CR/0244/2025,CASE_2025_0244,2025-09-03T17:07:24,POL_336,PS_DHARAVI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-03T17:07:24,2025-09-03T17:07:24,2025-09-03T17:07:24,19.114748,72.820434,Incident reported at Sion Circle Sector-239 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000244,v1.0,True
245,CR/0245/2025,CASE_2025_0245,2025-09-05T02:18:12,POL_256,PS_WORLI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-05T02:18:12,2025-09-05T02:18:12,2025-09-05T02:18:12,19.058422,72.925155,Incident reported at Chembur Colony Sector-52 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000245,v1.0,True
246,CR/0246/2025,CASE_2025_0246,2025-09-05T15:19:36,POL_165,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-05T15:19:36,2025-09-05T15:19:36,2025-09-05T15:19:36,19.250899,72.814904,Incident reported at Tardeo Road Sector-40 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000246,v1.0,True
247,CR/0247/2025,CASE_2025_0247,2025-09-06T00:30:46,POL_438,PS_WORLI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-06T00:30:46,2025-09-06T00:30:46,2025-09-06T00:30:46,19.030102,72.82526,Incident reported at Tardeo Road Sector-220 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000247,v1.0,True
248,CR/0248/2025,CASE_2025_0248,2025-09-07T20:49:51,POL_525,PS_MALAD,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-07T20:49:51,2025-09-07T20:49:51,2025-09-07T20:49:51,19.215394,72.940833,Incident reported at Sewri Timber Market Sector-196 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000248,v1.0,True
249,CR/0249/2025,CASE_2025_0249,2025-09-09T08:23:37,POL_952,PS_COLABA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-09T08:23:37,2025-09-09T08:23:37,2025-09-09T08:23:37,19.180672,72.980097,Incident reported at Crawford Market Sector-123 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000249,v1.0,True
250,CR/0250/2025,CASE_2025_0250,2025-09-12T05:38:52,POL_888,PS_WORLI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-12T05:38:52,2025-09-12T05:38:52,2025-09-12T05:38:52,19.008102,72.843744,Incident reported at Dharavi Commercial Complex Sector-81 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000250,v1.0,True
251,CR/0251/2025,CASE_2025_0251,2025-09-13T02:52:37,POL_120,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-13T02:52:37,2025-09-13T02:52:37,2025-09-13T02:52:37,19.277496,72.866139,Incident reported at Crawford Market Sector-223 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000251,v1.0,True
252,CR/0252/2025,CASE_2025_0252,2025-09-16T07:47:27,POL_588,PS_BORIVALI,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-16T07:47:27,2025-09-16T07:47:27,2025-09-16T07:47:27,19.169041,72.915148,Incident reported at Dadar TT Circle Sector-48 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000252,v1.0,True
253,CR/0253/2025,CASE_2025_0253,2025-09-18T00:25:04,POL_405,PS_COLABA,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-18T00:25:04,2025-09-18T00:25:04,2025-09-18T00:25:04,19.128245,72.904528,Incident reported at Dadar TT Circle Sector-148 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000253,v1.0,True
254,CR/0254/2025,CASE_2025_0254,2025-09-22T22:01:34,POL_651,PS_WORLI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-22T22:01:34,2025-09-22T22:01:34,2025-09-22T22:01:34,19.030102,72.82526,Incident reported at Tardeo Road Sector-220 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000254,v1.0,True
255,CR/0255/2025,CASE_2025_0255,2025-09-23T15:52:34,POL_659,PS_CHEMBUR,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-23T15:52:34,2025-09-23T15:52:34,2025-09-23T15:52:34,18.996048,72.786369,Incident reported at Dadar TT Circle Sector-128 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000255,v1.0,True
256,CR/0256/2025,CASE_2025_0256,2025-09-26T03:56:08,POL_599,PS_BORIVALI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-26T03:56:08,2025-09-26T03:56:08,2025-09-26T03:56:08,19.255932,72.983203,Incident reported at Crawford Market Sector-143 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000256,v1.0,True
257,CR/0257/2025,CASE_2025_0257,2025-09-26T16:33:58,POL_546,PS_KURLA,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-26T16:33:58,2025-09-26T16:33:58,2025-09-26T16:33:58,19.024343,72.953839,Incident reported at Malad Link Road Sector-93 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000257,v1.0,True
258,CR/0258/2025,CASE_2025_0258,2025-09-27T17:47:24,POL_498,PS_GHATKOPAR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-27T17:47:24,2025-09-27T17:47:24,2025-09-27T17:47:24,19.009493,72.986728,Incident reported at Ghatkopar Central Mall Sector-171 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000258,v1.0,True
259,CR/0259/2025,CASE_2025_0259,2025-09-28T08:56:17,POL_795,PS_JUHU,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-28T08:56:17,2025-09-28T08:56:17,2025-09-28T08:56:17,19.262587,72.817635,Incident reported at Borivali West Station Area Sector-74 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000259,v1.0,True
260,CR/0260/2025,CASE_2025_0260,2025-09-28T17:23:36,POL_269,PS_WORLI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-28T17:23:36,2025-09-28T17:23:36,2025-09-28T17:23:36,18.920269,72.940906,Incident reported at Navi Mumbai Vashi Sector 17 Sector-218 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000260,v1.0,True
261,CR/0261/2025,CASE_2025_0261,2025-09-28T23:54:17,POL_737,PS_GHATKOPAR,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-09-28T23:54:17,2025-09-28T23:54:17,2025-09-28T23:54:17,18.998695,72.87277,Incident reported at Worli Sea Face Sector-69 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000261,v1.0,True
262,CR/0262/2025,CASE_2025_0262,2025-10-01T22:23:04,POL_503,PS_MALAD,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-01T22:23:04,2025-10-01T22:23:04,2025-10-01T22:23:04,19.202376,72.774915,Incident reported at Juhu Tara Road Sector-187 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000262,v1.0,True
263,CR/0263/2025,CASE_2025_0263,2025-10-02T07:15:44,POL_778,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-02T07:15:44,2025-10-02T07:15:44,2025-10-02T07:15:44,19.24434,72.76625,Incident reported at Juhu Tara Road Sector-27 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000263,v1.0,True
264,CR/0264/2025,CASE_2025_0264,2025-10-03T02:10:52,POL_758,PS_COLABA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-03T02:10:52,2025-10-03T02:10:52,2025-10-03T02:10:52,18.92923,72.947982,Incident reported at Dadar TT Circle Sector-68 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000264,v1.0,True
265,CR/0265/2025,CASE_2025_0265,2025-10-06T04:55:50,POL_987,PS_WORLI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-06T04:55:50,2025-10-06T04:55:50,2025-10-06T04:55:50,19.261058,72.914081,Incident reported at Dharavi Commercial Complex Sector-161 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000265,v1.0,True
266,CR/0266/2025,CASE_2025_0266,2025-10-08T10:29:22,POL_151,PS_GHATKOPAR,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-08T10:29:22,2025-10-08T10:29:22,2025-10-08T10:29:22,18.987667,72.984399,Incident reported at Tardeo Road Sector-120 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000266,v1.0,True
267,CR/0267/2025,CASE_2025_0267,2025-10-10T02:52:38,POL_435,PS_ANDHERI,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-10T02:52:38,2025-10-10T02:52:38,2025-10-10T02:52:38,19.019575,72.862437,Incident reported at Chembur Colony Sector-152 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000267,v1.0,True
268,CR/0268/2025,CASE_2025_0268,2025-10-10T08:11:13,POL_434,PS_KURLA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-10T08:11:13,2025-10-10T08:11:13,2025-10-10T08:11:13,19.250899,72.814904,Incident reported at Tardeo Road Sector-40 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000268,v1.0,True
269,CR/0269/2025,CASE_2025_0269,2025-10-12T06:31:59,POL_384,PS_JUHU,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-12T06:31:59,2025-10-12T06:31:59,2025-10-12T06:31:59,19.109579,72.905105,Incident reported at Dadar TT Circle Sector-248 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000269,v1.0,True
270,CR/0270/2025,CASE_2025_0270,2025-10-12T15:40:50,POL_954,PS_WORLI,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-12T15:40:50,2025-10-12T15:40:50,2025-10-12T15:40:50,18.928921,72.826461,Incident reported at Crawford Market Sector-243 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000270,v1.0,True
271,CR/0271/2025,CASE_2025_0271,2025-10-13T08:51:30,POL_119,PS_BANDRA,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-13T08:51:30,2025-10-13T08:51:30,2025-10-13T08:51:30,19.209002,72.984237,Incident reported at Chembur Colony Sector-112 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000271,v1.0,True
272,CR/0272/2025,CASE_2025_0272,2025-10-13T15:15:21,POL_153,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-13T15:15:21,2025-10-13T15:15:21,2025-10-13T15:15:21,19.058422,72.925155,Incident reported at Chembur Colony Sector-52 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000272,v1.0,True
273,CR/0273/2025,CASE_2025_0273,2025-10-14T21:06:59,POL_765,PS_JUHU,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-14T21:06:59,2025-10-14T21:06:59,2025-10-14T21:06:59,19.261058,72.914081,Incident reported at Dharavi Commercial Complex Sector-161 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000273,v1.0,True
274,CR/0274/2025,CASE_2025_0274,2025-10-16T16:02:13,POL_141,PS_BANDRA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-16T16:02:13,2025-10-16T16:02:13,2025-10-16T16:02:13,19.268642,72.878973,Incident reported at Juhu Tara Road Sector-47 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000274,v1.0,True
275,CR/0275/2025,CASE_2025_0275,2025-10-19T19:06:05,POL_304,PS_COLABA,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-19T19:06:05,2025-10-19T19:06:05,2025-10-19T19:06:05,19.22801,72.902233,Incident reported at Worli Sea Face Sector-49 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000275,v1.0,True
276,CR/0276/2025,CASE_2025_0276,2025-10-19T19:46:37,POL_256,PS_COLABA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-19T19:46:37,2025-10-19T19:46:37,2025-10-19T19:46:37,18.998695,72.87277,Incident reported at Worli Sea Face Sector-69 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000276,v1.0,True
277,CR/0277/2025,CASE_2025_0277,2025-10-20T23:49:15,POL_584,PS_KURLA,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-20T23:49:15,2025-10-20T23:49:15,2025-10-20T23:49:15,18.888419,72.7891,Incident reported at Sewri Timber Market Sector-56 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000277,v1.0,True
278,CR/0278/2025,CASE_2025_0278,2025-10-21T18:29:00,POL_677,PS_BYCULLA,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-21T18:29:00,2025-10-21T18:29:00,2025-10-21T18:29:00,19.013713,72.776767,Incident reported at Byculla Market Sector-15 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000278,v1.0,True
279,CR/0279/2025,CASE_2025_0279,2025-10-21T19:46:51,POL_816,PS_KURLA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-21T19:46:51,2025-10-21T19:46:51,2025-10-21T19:46:51,19.228102,72.983169,Incident reported at Chembur Colony Sector-32 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000279,v1.0,True
280,CR/0280/2025,CASE_2025_0280,2025-10-21T21:18:44,POL_271,PS_ANDHERI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-21T21:18:44,2025-10-21T21:18:44,2025-10-21T21:18:44,19.118844,72.931565,Incident reported at Navi Mumbai Vashi Sector 17 Sector-118 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000280,v1.0,True
281,CR/0281/2025,CASE_2025_0281,2025-10-22T03:46:17,POL_865,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-22T03:46:17,2025-10-22T03:46:17,2025-10-22T03:46:17,19.275815,72.800393,Incident reported at Dharavi Commercial Complex Sector-41 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000281,v1.0,True
282,CR/0282/2025,CASE_2025_0282,2025-10-23T20:14:05,POL_896,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-23T20:14:05,2025-10-23T20:14:05,2025-10-23T20:14:05,19.024343,72.953839,Incident reported at Malad Link Road Sector-93 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000282,v1.0,True
283,CR/0283/2025,CASE_2025_0283,2025-10-26T02:48:02,POL_210,PS_DHARAVI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-26T02:48:02,2025-10-26T02:48:02,2025-10-26T02:48:02,18.971754,72.781751,Incident reported at Bandra Kurla Complex Sector-4 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000283,v1.0,True
284,CR/0284/2025,CASE_2025_0284,2025-10-26T15:06:27,POL_419,PS_BORIVALI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-26T15:06:27,2025-10-26T15:06:27,2025-10-26T15:06:27,19.159898,72.884592,Incident reported at Worli Sea Face Sector-149 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000284,v1.0,True
285,CR/0285/2025,CASE_2025_0285,2025-10-27T00:36:20,POL_484,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-27T00:36:20,2025-10-27T00:36:20,2025-10-27T00:36:20,19.275815,72.800393,Incident reported at Dharavi Commercial Complex Sector-41 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000285,v1.0,True
286,CR/0286/2025,CASE_2025_0286,2025-10-27T02:56:06,POL_303,PS_WORLI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-27T02:56:06,2025-10-27T02:56:06,2025-10-27T02:56:06,19.265346,72.821257,Incident reported at Kurla West Terminus Sector-166 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000286,v1.0,True
287,CR/0287/2025,CASE_2025_0287,2025-10-27T17:12:05,POL_807,PS_BANDRA,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-27T17:12:05,2025-10-27T17:12:05,2025-10-27T17:12:05,18.917302,72.756154,Incident reported at Juhu Tara Road Sector-207 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000287,v1.0,True
288,CR/0288/2025,CASE_2025_0288,2025-10-28T00:14:11,POL_204,PS_BYCULLA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-28T00:14:11,2025-10-28T00:14:11,2025-10-28T00:14:11,19.161063,72.773371,Incident reported at Andheri East MIDC Sector-125 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000288,v1.0,True
289,CR/0289/2025,CASE_2025_0289,2025-10-30T04:06:30,POL_970,PS_CHEMBUR,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-30T04:06:30,2025-10-30T04:06:30,2025-10-30T04:06:30,19.228102,72.983169,Incident reported at Chembur Colony Sector-32 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000289,v1.0,True
290,CR/0290/2025,CASE_2025_0290,2025-10-30T17:53:02,POL_924,PS_BYCULLA,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-30T17:53:02,2025-10-30T17:53:02,2025-10-30T17:53:02,19.250899,72.814904,Incident reported at Tardeo Road Sector-40 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000290,v1.0,True
291,CR/0291/2025,CASE_2025_0291,2025-10-31T10:59:56,POL_901,PS_BANDRA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-31T10:59:56,2025-10-31T10:59:56,2025-10-31T10:59:56,19.189682,72.764976,Incident reported at Sion Circle Sector-159 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000291,v1.0,True
292,CR/0292/2025,CASE_2025_0292,2025-10-31T15:20:55,POL_645,PS_COLABA,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-31T15:20:55,2025-10-31T15:20:55,2025-10-31T15:20:55,18.977524,72.880446,Incident reported at Juhu Tara Road Sector-67 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000292,v1.0,True
293,CR/0293/2025,CASE_2025_0293,2025-10-31T15:26:55,POL_479,PS_WORLI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-10-31T15:26:55,2025-10-31T15:26:55,2025-10-31T15:26:55,19.047285,72.920785,Incident reported at Andheri East MIDC Sector-25 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000293,v1.0,True
294,CR/0294/2025,CASE_2025_0294,2025-11-01T20:06:24,POL_763,PS_BANDRA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-11-01T20:06:24,2025-11-01T20:06:24,2025-11-01T20:06:24,19.206739,72.802953,Incident reported at Lower Parel Business Park Sector-50 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000294,v1.0,True
295,CR/0295/2025,CASE_2025_0295,2025-11-06T11:44:51,POL_969,PS_JUHU,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-11-06T11:44:51,2025-11-06T11:44:51,2025-11-06T11:44:51,19.160916,72.864293,Incident reported at Sewri Timber Market Sector-156 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000295,v1.0,True
296,CR/0296/2025,CASE_2025_0296,2025-11-07T12:26:31,POL_208,PS_WORLI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-11-07T12:26:31,2025-11-07T12:26:31,2025-11-07T12:26:31,19.214935,72.788173,Incident reported at Kurla West Terminus Sector-206 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000296,v1.0,True
297,CR/0297/2025,CASE_2025_0297,2025-11-09T14:18:22,POL_750,PS_WORLI,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-11-09T14:18:22,2025-11-09T14:18:22,2025-11-09T14:18:22,18.964013,72.842172,Incident reported at Sion Circle Sector-19 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000297,v1.0,True
