vehicle_id,registration_hash,type,make_model,owner_person_id,synthetic_demo_record
VEH_0317,2eea18c10d77b7c9,Cargo Truck,Hyundai Creta,P_00459,True
VEH_0318,83a4d6fbbbb41688,Cargo Truck,Mahindra Scorpio,P_01871,True
VEH_0319,2c7a14fd8b4d1a10,Two-Wheeler,Honda City,P_00749,True
VEH_0320,3c07508a70ec6c1d,Two-Wheeler,Maruti Suzuki Swift,P_01702,True
VEH_0321,9421eb68c9ce87e8,Four-Wheeler,Hyundai Creta,P_04495,True
VEH_0322,3053d4235352e31a,Four-Wheeler,Hyundai Creta,P_03621,True
VEH_0323,fc325d11182269bc,Four-Wheeler,TVS Jupiter,P_02006,True
VEH_0324,cf3cefdbbd7697c4,Cargo Truck,Mahindra Scorpio,P_04825,True
VEH_0325,da493880afaacdeb,Commercial Auto,TVS Jupiter,P_01447,True
VEH_0326,6e222c9397044684,Two-Wheeler,Honda City,P_04456,True
VEH_0327,b6d932149a939170,Two-Wheeler,TVS Jupiter,P_00914,True
VEH_0328,bffd963370b3cdc0,Two-Wheeler,TVS Jupiter,P_04158,True
VEH_0329,2631ab3a1e96f113,Commercial Auto,Hyundai Creta,P_03631,True
VEH_0330,3fa367dd1883a39b,Commercial Auto,Mahindra Scorpio,P_01747,True
VEH_0331,a72f2ce6a93dc932,Two-Wheeler,Hyundai Creta,P_02007,True
VEH_0332,3923e55c9f1ccc6b,Two-Wheeler,Royal Enfield Classic 350,P_01408,True
VEH_0333,fcecae9fa1e05c73,Cargo Truck,TVS Jupiter,P_04877,True
VEH_0334,ef484c7d9497b869,Commercial Auto,Toyota Innova,P_01188,True
VEH_0335,709011e5d40af885,Cargo Truck,TVS Jupiter,P_02524,True
VEH_0336,c756cea3737d5b3d,Commercial Auto,Maruti Suzuki Swift,P_03349,True
VEH_0337,8cca55e1e4f7f805,Commercial Auto,Mahindra Scorpio,P_01709,True
VEH_0338,d6b4223300088ba8,Two-Wheeler,Royal Enfield Classic 350,P_02669,True
VEH_0339,617dbcc165439332,Two-Wheeler,Hyundai Creta,P_00610,True
VEH_0340,cec2c3b51aaaafa3,Cargo Truck,TVS Jupiter,P_00377,True
VEH_0341,cdd46f50d475db88,Four-Wheeler,Royal Enfield Classic 350,P_00486,True
VEH_0342,a741310de9cf7a38,Four-Wheeler,TVS Jupiter,P_02377,True
VEH_0343,2f884d677d38a87b,Two-Wheeler,Royal Enfield Classic 350,P_01244,True
VEH_0344,a2c368aa936c6a12,Commercial Auto,TVS Jupiter,P_02057,True
VEH_0345,44f1ee903872efaf,Four-Wheeler,Bajaj Pulsar,P_02436,True
VEH_0346,834fa5f81d5e1eb8,Two-Wheeler,Toyota Innova,P_03653,True
VEH_0347,5319d58e0fc09b2a,Commercial Auto,Toyota Innova,P_01631,True
VEH_0348,1bbd1fe251a348a0,Cargo Truck,Hyundai Creta,P_03366,True
VEH_0349,d4e9b6bb47a3e064,Commercial Auto,Maruti Suzuki Swift,P_04293,True
VEH_0350,8237e95fa20cdff6,Cargo Truck,Toyota Innova,P_04010,True
VEH_0351,71a68b8d9a67a3f8,Four-Wheeler,Hyundai Creta,P_04574,True
VEH_0352,1306651014234de3,Two-Wheeler,TVS Jupiter,P_04998,True
VEH_0353,b7e781898dedf608,Two-Wheeler,TVS Jupiter,P_03697,True
VEH_0354,cbf885c1da77d2f7,Cargo Truck,TVS Jupiter,P_04420,True
VEH_0355,3bad11d8d901ff0a,Two-Wheeler,Maruti Suzuki Swift,P_00070,True
VEH_0356,6f38494844f6e30f,Cargo Truck,Toyota Innova,P_04458,True
VEH_0357,7653983ce8cee2ca,Two-Wheeler,Tata Nexon,P_01548,True
VEH_0358,f010e2b7b526dd3b,Commercial Auto,Maruti Suzuki Swift,P_01044,True
VEH_0359,a175628eaef26895,Commercial Auto,Mahindra Scorpio,P_01653,True
VEH_0360,c58b768262e745dc,Two-Wheeler,Toyota Innova,P_00224,True
VEH_0361,2b568ffc50fe4176,Cargo Truck,TVS Jupiter,P_01709,True
VEH_0362,d2df01634c50ef42,Four-Wheeler,Royal Enfield Classic 350,P_04836,True
VEH_0363,fb2ef075c1da415c,Two-Wheeler,Bajaj Pulsar,P_00997,True
VEH_0364,30369d88a8ba4ada,Cargo Truck,Toyota Innova,P_02596,True
VEH_0365,913e59d827b1b79b,Commercial Auto,Toyota Innova,P_03916,True
VEH_0366,86c9496e56956eb1,Cargo Truck,Royal Enfield Classic 350,P_03441,True
VEH_0367,26d8626fd9520078,Two-Wheeler,Royal Enfield Classic 350,P_02012,True
VEH_0368,3269688e54745f11,Commercial Auto,Maruti Suzuki Swift,P_02299,True
VEH_0369,bc11787df4a7ff18,Two-Wheeler,Maruti Suzuki Swift,P_01049,True
VEH_0370,da56a9f9113f06c6,Commercial Auto,Mahindra Scorpio,P_02449,True
VEH_0371,cd71d3739b887da2,Two-Wheeler,Tata Nexon,P_04345,True
VEH_0372,07411f4af7212307,Two-Wheeler,Maruti Suzuki Swift,P_04172,True
VEH_0373,28cd0ff46ff6c817,Four-Wheeler,Toyota Innova,P_00234,True
VEH_0374,dc42575022949841,Cargo Truck,Royal Enfield Classic 350,P_00381,True
VEH_0375,062222b224fff2f7,Two-Wheeler,Maruti Suzuki Swift,P_02857,True
VEH_0376,33a62b78d2b67a02,Cargo Truck,TVS Jupiter,P_03401,True
VEH_0377,2a0421c55606daeb,Cargo Truck,Honda City,P_03902,True
VEH_0378,da0810e1301b3240,Cargo Truck,Hyundai Creta,P_03915,True
VEH_0379,7c73610775112412,Four-Wheeler,Tata Nexon,P_01848,True
VEH_0380,986350b36506cced,Commercial Auto,Mahindra Scorpio,P_01854,True
VEH_0381,23cb92c13702b469,Commercial Auto,Bajaj Pulsar,P_04331,True
VEH_0382,c22f97e565caafa2,Four-Wheeler,Maruti Suzuki Swift,P_03155,True
VEH_0383,16ee9aeaa132fc99,Cargo Truck,Mahindra Scorpio,P_01327,True
VEH_0384,76bda279d1044cd1,Cargo Truck,Mahindra Scorpio,P_04729,True
VEH_0385,9c01fbd957c0c5f5,Four-Wheeler,Bajaj Pulsar,P_03604,True
VEH_0386,09f9cf0f6baefa09,Commercial Auto,Toyota Innova,P_01527,True
VEH_0387,5a1c51d3ae51f7ba,Commercial Auto,TVS Jupiter,P_00791,True
VEH_0388,81f11dd996166aa4,Two-Wheeler,Maruti Suzuki Swift,P_04047,True
VEH_0389,adc0bbd8ea3a362c,Commercial Auto,Hyundai Creta,P_04510,True
VEH_0390,d363907b47ab2885,Two-Wheeler,Bajaj Pulsar,P_00680,True
VEH_0391,afa67391a3a7e6f4,Two-Wheeler,Mahindra Scorpio,P_01161,True
VEH_0392,971d7c40158886c2,Four-Wheeler,Tata Nexon,P_04612,True
VEH_0393,0e7092d2b199be3a,Two-Wheeler,Tata Nexon,P_03068,True
VEH_0394,acfedb1379e7d0e5,Cargo Truck,Tata Nexon,P_04027,True
VEH_0395,335e987db2fbad03,Cargo Truck,Honda City,P_03194,True
VEH_0396,d2610ea8a1cfe5ad,Commercial Auto,Maruti Suzuki Swift,P_00614,True
VEH_0397,8638ddd8226c16b3,Cargo Truck,Hyundai Creta,P_00486,True
VEH_0398,54389179a15da275,Cargo Truck,Royal Enfield Classic 350,P_01307,True
VEH_0399,edee2efa714642db,Commercial Auto,Hyundai Creta,P_01854,True
VEH_0400,9b27dc2dd643999f,Cargo Truck,Tata Nexon,P_01687,True
VEH_0401,d4822ef0bfcce570,Commercial Auto,Hyundai Creta,P_04361,True
VEH_0402,0191d054737d5002,Commercial Auto,Mahindra Scorpio,P_03591,True
VEH_0403,a8147a2340dd958c,Commercial Auto,Hyundai Creta,P_02797,True
VEH_0404,5a9883fda36c1ec1,Two-Wheeler,TVS Jupiter,P_03490,True
VEH_0405,4f6c6f48d0d6b009,Commercial Auto,Hyundai Creta,P_04943,True
VEH_0406,ff55cd7d18f9ca68,Four-Wheeler,Royal Enfield Classic 350,P_00465,True
VEH_0407,0dafc02682df2949,Cargo Truck,Bajaj Pulsar,P_02694,True
VEH_0408,32c8c16507ba2274,Cargo Truck,TVS Jupiter,P_01989,True
VEH_0409,7c6f5e8291cc3d01,Cargo Truck,TVS Jupiter,P_04594,True
VEH_0410,650526640196d9a2,Four-Wheeler,Maruti Suzuki Swift,P_04929,True
VEH_0411,3a98ec0271f5fef2,Two-Wheeler,Hyundai Creta,P_00963,True
VEH_0412,a416583938b11b6a,Four-Wheeler,Royal Enfield Classic 350,P_03226,True
VEH_0413,6289394573b82586,Cargo Truck,Bajaj Pulsar,P_00306,True
VEH_0414,249ad24b1211d423,Commercial Auto,Tata Nexon,P_00198,True
VEH_0415,411a79cc7751eb45,Commercial Auto,TVS Jupiter,P_02125,True
VEH_0416,7ebc41d728eb47d4,Commercial Auto,TVS Jupiter,P_00392,True
VEH_0417,804b2d12209df31f,Commercial Auto,Mahindra Scorpio,P_04576,True
VEH_0418,b6a4d53a6f742b5d,Commercial Auto,TVS Jupiter,P_00729,True
VEH_0419,912e4a0eb747990d,Four-Wheeler,Toyota Innova,P_02506,True
VEH_0420,662de8083902c576,Two-Wheeler,Tata Nexon,P_03136,True
VEH_0421,127dbf45d9c98335,Two-Wheeler,TVS Jupiter,P_02962,True
VEH_0422,fd29552f4735c67d,Commercial Auto,Honda City,P_04243,True
VEH_0423,ce6a4d17acdef0fe,Four-Wheeler,Mahindra Scorpio,P_00765,True
VEH_0424,c17bb46212ea8a09,Commercial Auto,Tata Nexon,P_02787,True
VEH_0425,f2e57c9634fa4d3c,Two-Wheeler,Hyundai Creta,P_02653,True
VEH_0426,f7b60aeb026a41a6,Cargo Truck,Honda City,P_00216,True
VEH_0427,1f515a76ffc7ae34,Two-Wheeler,Mahindra Scorpio,P_03608,True
VEH_0428,4f6c39c21182b0f2,Cargo Truck,TVS Jupiter,P_03596,True
VEH_0429,36151ef6048ce134,Cargo Truck,Tata Nexon,P_04345,True
VEH_0430,14bbe222f2e0556d,Cargo Truck,Toyota Innova,P_02208,True
VEH_0431,09b3d3e489068b67,Commercial Auto,Toyota Innova,P_04023,True
VEH_0432,32294a3ec621efd4,Two-Wheeler,Bajaj Pulsar,P_04743,True
VEH_0433,95c711fc795e5d30,Commercial Auto,TVS Jupiter,P_04482,True
VEH_0434,7d2ba2eb5b04933c,Cargo Truck,Bajaj Pulsar,P_01835,True
VEH_0435,db03a6459fe3792b,Cargo Truck,TVS Jupiter,P_04842,True
VEH_0436,caa77a2ffaa9296c,Four-Wheeler,TVS Jupiter,P_04580,True
VEH_0437,763bb40d31a83deb,Commercial Auto,Toyota Innova,P_00536,True
VEH_0438,e1d185535b7c4c76,Two-Wheeler,TVS Jupiter,P_03530,True
VEH_0439,18510c8a32938ae9,Two-Wheeler,Honda City,P_02708,True
VEH_0440,635bb2d6320e3fca,Commercial Auto,Tata Nexon,P_04017,True
VEH_0441,53ae9f691134c369,Four-Wheeler,Hyundai Creta,P_00582,True
VEH_0442,920c9fd198950286,Two-Wheeler,Mahindra Scorpio,P_04928,True
VEH_0443,6f51e6b9f2356fb4,Four-Wheeler,Toyota Innova,P_00730,True
VEH_0444,13d8715cfbfab401,Cargo Truck,Royal Enfield Classic 350,P_03124,True
VEH_0445,1d757017a923bb64,Cargo Truck,Toyota Innova,P_01454,True
VEH_0446,8779fe5b801fb63e,Commercial Auto,Mahindra Scorpio,P_01857,True
VEH_0447,06dc7c78a1a16a1d,Four-Wheeler,Honda City,P_00168,True
VEH_0448,80b54305e300e017,Four-Wheeler,Maruti Suzuki Swift,P_04431,True
VEH_0449,f2fcec399ed44ea5,Two-Wheeler,Toyota Innova,P_00569,True
VEH_0450,fd107ce8bf8531d5,Four-Wheeler,Mahindra Scorpio,P_02829,True
VEH_0451,981f6dc2e5a5326c,Two-Wheeler,Tata Nexon,P_04253,True
VEH_0452,78fae24ee9642cd4,Commercial Auto,Hyundai Creta,P_02554,True
VEH_0453,41834bb80ccbcc4b,Cargo Truck,Tata Nexon,P_00817,True
VEH_0454,432ff5619a3269f3,Cargo Truck,TVS Jupiter,P_04086,True
VEH_0455,20445f4c516b2a2f,Commercial Auto,Toyota Innova,P_02066,True
VEH_0456,b366ae6b95d52420,Commercial Auto,Royal Enfield Classic 350,P_00341,True
VEH_0457,063efb93c10b5a82,Four-Wheeler,Hyundai Creta,P_04355,True
VEH_0458,cd7171d47367e701,Two-Wheeler,Bajaj Pulsar,P_03230,True
VEH_0459,2c0c637da15b6c63,Cargo Truck,Honda City,P_03493,True
VEH_0460,c36f20ac2faa2ffe,Cargo Truck,Hyundai Creta,P_02634,True
VEH_0461,b59b70451b97d489,Four-Wheeler,Maruti Suzuki Swift,P_04418,True
VEH_0462,8cfecf304b0bf5a2,Commercial Auto,Bajaj Pulsar,P_01421,True
VEH_0463,57f137ed32d7a5f4,Commercial Auto,Royal Enfield Classic 350,P_01543,True
VEH_0464,473ba1b63a6af62f,Two-Wheeler,Bajaj Pulsar,P_04389,True
VEH_0465,08b85b0dff043ba2,Two-Wheeler,Hyundai Creta,P_03746,True
VEH_0466,ef24c8b3b5e8c928,Four-Wheeler,TVS Jupiter,P_01694,True
VEH_0467,26662c64bc49808f,Two-Wheeler,Honda City,P_00039,True
VEH_0468,4fb1a2515ef9fcea,Four-Wheeler,Toyota Innova,P_03293,True
VEH_0469,25841c94d77edc18,Commercial Auto,Royal Enfield Classic 350,P_04674,True
VEH_0470,cb91c818767efccc,Cargo Truck,Royal Enfield Classic 350,P_00084,True
VEH_0471,6e47f559002d8190,Four-Wheeler,TVS Jupiter,P_02125,True
VEH_0472,1ae4c145ef697346,Four-Wheeler,Mahindra Scorpio,P_00578,True
VEH_0473,16974650534a7bf8,Commercial Auto,Tata Nexon,P_04495,True
VEH_0474,46751aa8468b0e11,Commercial Auto,Honda City,P_04490,True
VEH_0475,4472e05391f60331,Four-Wheeler,Royal Enfield Classic 350,P_01656,True
VEH_0476,3b187bf68f9637bd,Cargo Truck,Maruti Suzuki Swift,P_03842,True
VEH_0477,485f7c9545dde194,Four-Wheeler,Tata Nexon,P_00685,True
VEH_0478,c56f812e74cf6f55,Four-Wheeler,TVS Jupiter,P_04891,True
VEH_0479,c2d48e27af573553,Four-Wheeler,Toyota Innova,P_00359,True
VEH_0480,54db502d00d80480,Two-Wheeler,Toyota Innova,P_03785,True
VEH_0481,c3f4cae697952228,Two-Wheeler,Bajaj Pulsar,P_00522,True
VEH_0482,863dbf3a39d3e17b,Four-Wheeler,Maruti Suzuki Swift,P_03609,True
VEH_0483,aa88f8e23e606171,Commercial Auto,Tata Nexon,P_04079,True
VEH_0484,7048f56320ec67fc,Two-Wheeler,Bajaj Pulsar,P_00144,True
VEH_0485,35906937bd5d1ada,Cargo Truck,Mahindra Scorpio,P_00049,True
VEH_0486,3fa675f46d718e20,Four-Wheeler,Hyundai Creta,P_01840,True
VEH_0487,86314c0ba8a3e9df,Cargo Truck,Royal Enfield Classic 350,P_02362,True
VEH_0488,e95d5628b9456212,Cargo Truck,Honda City,P_02828,True
VEH_0489,1b6d33a1226f9b59,Two-Wheeler,Toyota Innova,P_01834,True
VEH_0490,4b72236888132134,Commercial Auto,Honda City,P_01314,True
VEH_0491,ed5d3f8d500b3ad1,Two-Wheeler,TVS Jupiter,P_03362,True
VEH_0492,d547806b6d004010,Cargo Truck,Royal Enfield Classic 350,P_03450,True
VEH_0493,9c08bb5e37adc536,Commercial Auto,TVS Jupiter,P_02979,True
VEH_0494,be6bb443e62725a6,Two-Wheeler,Mahindra Scorpio,P_02064,True
VEH_0495,86ae898b896ff07e,Cargo Truck,TVS Jupiter,P_04087,True
VEH_0496,cd5971fc947df243,Cargo Truck,TVS Jupiter,P_00891,True
VEH_0497,1fd2b39ed9ba6803,Two-Wheeler,Maruti Suzuki Swift,P_01634,True
VEH_0498,c8ce93e217968f37,Two-Wheeler,Bajaj Pulsar,P_03538,True
VEH_0499,412c007f5c31b9e1,Two-Wheeler,Tata Nexon,P_02288,True
VEH_0500,3b8c614e62ce687f,Cargo Truck,Royal Enfield Classic 350,P_02593,True
VEH_0501,d3d06f3b98a504f2,Four-Wheeler,Toyota Innova,P_04443,True
VEH_0502,4f4dff5d0038f358,Four-Wheeler,Maruti Suzuki Swift,P_02716,True
VEH_0503,ec03d9a917c464b2,Four-Wheeler,Mahindra Scorpio,P_02520,True
VEH_0504,5ddafcd71fd71237,Two-Wheeler,TVS Jupiter,P_02774,True
VEH_0505,35ee045e9b07a2ac,Cargo Truck,Tata Nexon,P_01338,True
VEH_0506,7868c66039a7c3b8,Cargo Truck,Bajaj Pulsar,P_04525,True
VEH_0507,46305b9216c3be37,Four-Wheeler,Tata Nexon,P_03645,True
VEH_0508,ac3e5c1b5328b309,Four-Wheeler,TVS Jupiter,P_01397,True
VEH_0509,99dfc04e00ffaf83,Four-Wheeler,Tata Nexon,P_03665,True
VEH_0510,34126277dc84b8d4,Four-Wheeler,Hyundai Creta,P_03031,True
VEH_0511,b4a38ab0c8098da5,Two-Wheeler,Tata Nexon,P_00910,True
VEH_0512,c8600f9f9ba2cf64,Cargo Truck,Toyota Innova,P_04939,True
VEH_0513,d0ba8ab0018f3968,Two-Wheeler,Toyota Innova,P_02119,True
VEH_0514,cc9912c8e9886043,Two-Wheeler,TVS Jupiter,P_02610,True
VEH_0515,7e4a256f15cb60bb,Commercial Auto,TVS Jupiter,P_03547,True
VEH_0516,7b3b41d5b977d899,Four-Wheeler,Hyundai Creta,P_02728,True
VEH_0517,f558c441a05a739a,Cargo Truck,Maruti Suzuki Swift,P_02028,True
VEH_0518,1f74d47a1697183d,Commercial Auto,Honda City,P_03074,True
VEH_0519,6003f5cb01eb9a61,Two-Wheeler,Royal Enfield Classic 350,P_02803,True
VEH_0520,a62aeeddb8493da1,Four-Wheeler,Honda City,P_02233,True
VEH_0521,313f20714395ab97,Four-Wheeler,Bajaj Pulsar,P_00930,True
VEH_0522,8fee5270cc6814b0,Four-Wheeler,Tata Nexon,P_03059,True
VEH_0523,0a7d640f3b115a69,Four-Wheeler,Hyundai Creta,P_00080,True
VEH_0524,84cb1cf7636af65e,Four-Wheeler,TVS Jupiter,P_02711,True
VEH_0525,8d117761e39cfc9a,Four-Wheeler,Hyundai Creta,P_01521,True
VEH_0526,b7c558d8493359dc,Four-Wheeler,Mahindra Scorpio,P_00410,True
VEH_0527,196375c0c0115fb9,Two-Wheeler,Mahindra Scorpio,P_04154,True
VEH_0528,a80cf744ae36238e,Four-Wheeler,TVS Jupiter,P_01515,True
VEH_0529,2dd455d41cf15fbe,Two-Wheeler,Bajaj Pulsar,P_04714,True
VEH_0530,63ae519be4bd5928,Two-Wheeler,Toyota Innova,P_01866,True
VEH_0531,6b72572b9a653265,Commercial Auto,Royal Enfield Classic 350,P_04247,True
VEH_0532,2570876aaa1246e0,Commercial Auto,Bajaj Pulsar,P_00058,True
VEH_0533,0736945857b6c84f,Four-Wheeler,TVS Jupiter,P_02820,True
VEH_0534,4c4b2dd2b638adda,Commercial Auto,Maruti Suzuki Swift,P_00723,True
VEH_0535,578057707a3d9346,Commercial Auto,Hyundai Creta,P_04663,True
VEH_0536,5c9a6a51451b2b60,Commercial Auto,Toyota Innova,P_04190,True
VEH_0537,7159e8b9791cc65a,Two-Wheeler,Mahindra Scorpio,P_04811,True
VEH_0538,8a151cb5cd07aa38,Cargo Truck,Toyota Innova,P_03304,True
VEH_0539,3f354ffb11c02b12,Two-Wheeler,Royal Enfield Classic 350,P_00201,True
VEH_0540,78545c6dbe79bf37,Four-Wheeler,Royal Enfield Classic 350,P_02996,True
VEH_0541,aabfb3cbfe20d6e9,Two-Wheeler,Tata Nexon,P_04858,True
VEH_0542,96f3da90405a408d,Two-Wheeler,Honda City,P_02764,True
VEH_0543,4be65ea804e0a7d3,Two-Wheeler,Honda City,P_01866,True
VEH_0544,a4001b4a9ab3ffc6,Four-Wheeler,Tata Nexon,P_03993,True
VEH_0545,8c0198dbecd16cb9,Commercial Auto,TVS Jupiter,P_04980,True
VEH_0546,579301805919f84c,Four-Wheeler,Royal Enfield Classic 350,P_04115,True
VEH_0547,295ad09d4eed6ea6,Two-Wheeler,Royal Enfield Classic 350,P_00999,True
VEH_0548,7fbd265cdf08581f,Cargo Truck,Toyota Innova,P_04632,True
VEH_0549,bd9df6390615e2bd,Two-Wheeler,Mahindra Scorpio,P_02673,True
VEH_0550,d61754abe87b7284,Commercial Auto,Honda City,P_04547,True
VEH_0551,ddf7d5ace7904bbe,Two-Wheeler,Toyota Innova,P_04689,True
VEH_0552,e6509e001bb80cb8,Cargo Truck,TVS Jupiter,P_04615,True
VEH_0553,5c89d33e253f9b26,Four-Wheeler,Tata Nexon,P_02635,True
VEH_0554,d62ea6e3eec8ff66,Cargo Truck,Hyundai Creta,P_03683,True
VEH_0555,5b0649b2fea7fa53,Cargo Truck,Toyota Innova,P_00484,True
VEH_0556,5a15b9b90d311f64,Two-Wheeler,TVS Jupiter,P_04603,True
VEH_0557,3741fb48d7622af0,Two-Wheeler,Bajaj Pulsar,P_01639,True
VEH_0558,04bfaff5eff8ee12,Commercial Auto,Mahindra Scorpio,P_04385,True
VEH_0559,d46ddd2323d186bb,Two-Wheeler,Honda City,P_02187,True
VEH_0560,7f8f9458b2e7fcb6,Cargo Truck,Hyundai Creta,P_03020,True
VEH_0561,2caa795ea66ea0b4,Four-Wheeler,TVS Jupiter,P_02574,True
VEH_0562,29afdc4af0887492,Two-Wheeler,TVS Jupiter,P_02381,True
VEH_0563,d69770a7233c73fb,Cargo Truck,Maruti Suzuki Swift,P_02675,True
VEH_0564,7aaccce9e2ac6aab,Cargo Truck,Bajaj Pulsar,P_00209,True
VEH_0565,0677fe722299c4c4,Four-Wheeler,Honda City,P_02655,True
VEH_0566,f39360f0db312379,Four-Wheeler,TVS Jupiter,P_00524,True
VEH_0567,695d9314389d3c74,Commercial Auto,Hyundai Creta,P_02952,True
VEH_0568,2eed1094bf53635c,Four-Wheeler,TVS Jupiter,P_03282,True
VEH_0569,192d2d61c518ee5b,Two-Wheeler,Bajaj Pulsar,P_00733,True
VEH_0570,c933e98afde62259,Four-Wheeler,Mahindra Scorpio,P_01961,True
VEH_0571,e0d956e842e094f3,Four-Wheeler,TVS Jupiter,P_00348,True
VEH_0572,9d4379a3cb616af4,Commercial Auto,Bajaj Pulsar,P_02618,True
VEH_0573,c25ed712cab2383b,Cargo Truck,Bajaj Pulsar,P_02421,True
VEH_0574,b8cd1ae36ff1d5f7,Two-Wheeler,Hyundai Creta,P_00329,True
VEH_0575,50537a3a4d215f39,Four-Wheeler,Maruti Suzuki Swift,P_02863,True
VEH_0576,45d3208cff6dda74,Two-Wheeler,Royal Enfield Classic 350,P_01744,True
VEH_0577,5796a96a0674a6a2,Commercial Auto,Honda City,P_04557,True
VEH_0578,5baa025ab10a67b6,Two-Wheeler,Honda City,P_02741,True
VEH_0579,2b106ca5cd8abdd5,Cargo Truck,TVS Jupiter,P_00237,True
VEH_0580,17e4afad6306caf0,Four-Wheeler,Mahindra Scorpio,P_01515,True
VEH_0581,c8f4f4d4e678f050,Commercial Auto,Mahindra Scorpio,P_04672,True
VEH_0582,8d24c78d9f23a47d,Two-Wheeler,TVS Jupiter,P_00446,True
VEH_0583,2a0f92e83d4b0b11,Commercial Auto,Bajaj Pulsar,P_00196,True
VEH_0584,1f74d96156f8016d,Cargo Truck,Mahindra Scorpio,P_04189,True
VEH_0585,8bc3bd8e990840aa,Commercial Auto,TVS Jupiter,P_03934,True
VEH_0586,65203047ebbf9056,Four-Wheeler,Maruti Suzuki Swift,P_00410,True
VEH_0587,08976195cbc576b6,Four-Wheeler,Tata Nexon,P_00797,True
VEH_0588,834f03ef61df4d7d,Commercial Auto,Toyota Innova,P_00624,True
VEH_0589,c946cb6c60c4e374,Two-Wheeler,Hyundai Creta,P_02023,True
VEH_0590,33160acc89602838,Cargo Truck,Hyundai Creta,P_00249,True
VEH_0591,c5955276e6ad7880,Commercial Auto,TVS Jupiter,P_04750,True
VEH_0592,847c8a427d4a7b42,Four-Wheeler,Tata Nexon,P_01766,True
VEH_0593,4a84239436ea308a,Cargo Truck,Royal Enfield Classic 350,P_03816,True
VEH_0594,c5898bdf290483b5,Commercial Auto,Hyundai Creta,P_02349,True
VEH_0595,3921a170150f7727,Cargo Truck,Mahindra Scorpio,P_01924,True
VEH_0596,16b0adcd21c09137,Cargo Truck,Royal Enfield Classic 350,P_04579,True
VEH_0597,72281ce9c6f93280,Commercial Auto,Toyota Innova,P_00725,True
VEH_0598,2deb7fd7eeebb542,Two-Wheeler,Toyota Innova,P_04514,True
VEH_0599,2eaf42e144926f17,Cargo Truck,Royal Enfield Classic 350,P_03049,True
VEH_0600,5a6a02c7a8e67f10,Commercial Auto,Bajaj Pulsar,P_03341,True
VEH_0601,ebfda75ec2cc752c,Cargo Truck,Toyota Innova,P_02939,True
VEH_0602,c882ea1704b459ab,Two-Wheeler,Maruti Suzuki Swift,P_02814,True
VEH_0603,4123d8fe88929497,Cargo Truck,Tata Nexon,P_01687,True
VEH_0604,598625d552f34ece,Four-Wheeler,Bajaj Pulsar,P_00344,True
VEH_0605,d86e775f57bfce4e,Cargo Truck,Mahindra Scorpio,P_02744,True
VEH_0606,fdd75eb62f4af167,Cargo Truck,Bajaj Pulsar,P_03236,True
VEH_0607,2cc74a7cf50e43c9,Two-Wheeler,Mahindra Scorpio,P_03717,True
VEH_0608,c10d760330783871,Two-Wheeler,Hyundai Creta,P_04153,True
VEH_0609,fadc5b8cd9f1589f,Four-Wheeler,Honda City,P_01715,True
VEH_0610,df5152229583221f,Four-Wheeler,Mahindra Scorpio,P_01522,True
VEH_0611,935d7028b534f602,Four-Wheeler,Toyota Innova,P_03302,True
VEH_0612,23796279c6ff85c5,Cargo Truck,Honda City,P_03511,True
VEH_0613,3883f814145d3be0,Commercial Auto,TVS Jupiter,P_02619,True
VEH_0614,27c05eb4ddd93000,Cargo Truck,Bajaj Pulsar,P_00803,True
VEH_0615,3dc763a354154e15,Four-Wheeler,Maruti Suzuki Swift,P_03113,True
VEH_0616,94eb4d281f60a175,Four-Wheeler,Bajaj Pulsar,P_00755,True
VEH_0617,95b0d6eb557ef3ae,Commercial Auto,TVS Jupiter,P_03112,True
VEH_0618,b7c2bc2eb9213932,Cargo Truck,Honda City,P_04528,True
VEH_0619,6a3b5fba1d9a0fe9,Cargo Truck,Maruti Suzuki Swift,P_04244,True
VEH_0620,4ab2c676a31bcfb1,Four-Wheeler,Royal Enfield Classic 350,P_04485,True
VEH_0621,619acd832b3211f1,Commercial Auto,Tata Nexon,P_03701,True
VEH_0622,8a016faa27b5354d,Four-Wheeler,Hyundai Creta,P_01269,True
VEH_0623,2cdac7217a59aaba,Four-Wheeler,Tata Nexon,P_03087,True
VEH_0624,a07a253bff5341e7,Cargo Truck,TVS Jupiter,P_01874,True
VEH_0625,6bcf74604c265aaa,Cargo Truck,Maruti Suzuki Swift,P_03589,True
VEH_0626,a8850919fd2d9e95,Four-Wheeler,Toyota Innova,P_04049,True
VEH_0627,6aa28be8e19b4792,Four-Wheeler,Royal Enfield Classic 350,P_00549,True
VEH_0628,695c141a451c1b8b,Two-Wheeler,TVS Jupiter,P_03288,True
VEH_0629,51f2d08197b86271,Cargo Truck,Tata Nexon,P_01610,True
VEH_0630,d99ff2a6e967b0c1,Cargo Truck,Tata Nexon,P_04769,True
VEH_0631,b3e597b375f52174,Cargo Truck,Honda City,P_01092,True
VEH_0632,398a1f4b08c1d21b,Commercial Auto,Hyundai Creta,P_04394,True
VEH_0633,eed181bdd3b21c11,Cargo Truck,Toyota Innova,P_01997,True
VEH_0634,bffc1c46f410fb96,Two-Wheeler,Mahindra Scorpio,P_00812,True
VEH_0635,dece2542885d8fab,Two-Wheeler,Tata Nexon,P_01041,True
