digital_account_id,platform,username_hash,owner_person_id,synthetic_demo_record
DIG_01606,WhatsApp,7197b9c48ef929d2,P_04887,True
DIG_01607,Telegram,7fd04e23b31cd4e2,P_01658,True
DIG_01608,X (Twitter),5f01775fb87741d9,P_02886,True
DIG_01609,Instagram,f1900ce6ec96b2bf,P_02041,True
DIG_01610,Instagram,c5e1c09dc3ec061d,P_00693,True
DIG_01611,Telegram,310fa3565daa913b,P_01174,True
DIG_01612,WhatsApp,cd260580bfcff1a2,P_01716,True
DIG_01613,Signal,f47dd5d6925fc385,P_02780,True
DIG_01614,Signal,049bdc6697a9553f,P_04228,True
DIG_01615,Instagram,84827bd0f547c7e2,P_02986,True
DIG_01616,Signal,512ff42cb4830a2f,P_01712,True
DIG_01617,Signal,6f1f62c53014f54d,P_01804,True
DIG_01618,Telegram,fd362506d36a00fb,P_02240,True
DIG_01619,WhatsApp,422e07ee2219b23d,P_03266,True
DIG_01620,Instagram,cbc7b1c36e83c2b5,P_02941,True
DIG_01621,X (Twitter),a4ec6be80a85ff6d,P_01111,True
DIG_01622,Signal,13d84c2ef4e87405,P_03070,True
DIG_01623,Instagram,a0b9bc7532504100,P_00897,True
DIG_01624,Instagram,5366a3ea7f705634,P_01947,True
DIG_01625,Instagram,80d7180565b9ed96,P_04683,True
DIG_01626,X (Twitter),27a2f54496b5eac6,P_02610,True
DIG_01627,X (Twitter),19e10a9e97e9abfb,P_00997,True
DIG_01628,X (Twitter),879270a6fcae2e83,P_00120,True
DIG_01629,X (Twitter),b6502f282e9a0244,P_02074,True
DIG_01630,Signal,69207db213298a17,P_03981,True
DIG_01631,Signal,201597c11ac2b40b,P_04222,True
DIG_01632,X (Twitter),d67bda9687269283,P_01667,True
DIG_01633,Telegram,e028835b58db4f55,P_03186,True
DIG_01634,WhatsApp,ea057454c4b28001,P_00394,True
DIG_01635,X (Twitter),bb14e1b4578e7396,P_01501,True
DIG_01636,X (Twitter),eaa0b56b89f40b9c,P_01646,True
DIG_01637,WhatsApp,a294e143a57a1e73,P_04039,True
DIG_01638,Instagram,55da1f68236f226f,P_04451,True
DIG_01639,X (Twitter),db22163f868aa106,P_04072,True
DIG_01640,WhatsApp,939288038f461452,P_04750,True
DIG_01641,Signal,0f89164b1423f406,P_01230,True
DIG_01642,Instagram,d0d238d7931b2b32,P_04042,True
DIG_01643,Signal,3742ebea6f87f9ff,P_00412,True
DIG_01644,Telegram,e3efd011879181b4,P_00501,True
DIG_01645,Signal,ae2abc46542954df,P_02634,True
DIG_01646,Telegram,9b7e8b41f167ef9e,P_04279,True
DIG_01647,Telegram,f1486c5493991b77,P_03798,True
DIG_01648,WhatsApp,98ab27f4b212a1fe,P_01735,True
DIG_01649,WhatsApp,d2edd0cdf6246e69,P_01283,True
DIG_01650,Telegram,208119a165244791,P_03709,True
DIG_01651,Instagram,4fd96c1452d3d8f5,P_02836,True
DIG_01652,Telegram,ff7c3b76a1f52f9d,P_02994,True
DIG_01653,WhatsApp,735e48da93913c70,P_02119,True
DIG_01654,X (Twitter),fa7e45a1e27abdb6,P_00786,True
DIG_01655,Signal,1f13e28d6d67b543,P_03770,True
DIG_01656,WhatsApp,d034bdd079838b45,P_02959,True
DIG_01657,WhatsApp,83acd5314f570e4d,P_03411,True
DIG_01658,Telegram,7e5afa367b2f50b7,P_01875,True
DIG_01659,Signal,86aee6c5ccc50001,P_00566,True
DIG_01660,Instagram,989ef15c14b8a8e9,P_03118,True
DIG_01661,WhatsApp,3a42bf9c9311daff,P_02618,True
DIG_01662,WhatsApp,a0d5150ee2600850,P_01071,True
DIG_01663,X (Twitter),a6942d4def5596fc,P_02415,True
DIG_01664,Signal,5dfcda94db06e50b,P_02180,True
DIG_01665,Telegram,04cf90c3476b5080,P_04620,True
DIG_01666,WhatsApp,6e7c8fa2537556a9,P_01367,True
DIG_01667,WhatsApp,1a2eeee34825f395,P_03207,True
DIG_01668,Instagram,1d072d19b9f400f4,P_01398,True
DIG_01669,WhatsApp,17a69fabb69b057e,P_00244,True
DIG_01670,X (Twitter),a7578e9be8a1b9b5,P_00648,True
DIG_01671,Signal,eec06d9ccc81e789,P_04932,True
DIG_01672,Signal,3c9a2026c984d1de,P_03624,True
DIG_01673,Instagram,1c4ecb9182235153,P_00172,True
DIG_01674,WhatsApp,f73077d129344988,P_00260,True
DIG_01675,Telegram,f5f106b2cae66208,P_03280,True
DIG_01676,WhatsApp,d102164e5da60ad6,P_02642,True
DIG_01677,X (Twitter),c64f3fffbaed0cb4,P_03700,True
DIG_01678,X (Twitter),e8d4419bb8462cf6,P_00637,True
DIG_01679,Signal,7c933fe0c0011c47,P_02358,True
DIG_01680,WhatsApp,8c5e084fce4b05d7,P_04862,True
DIG_01681,Telegram,65f97be161142f06,P_01458,True
DIG_01682,Telegram,98723776f446c629,P_04612,True
DIG_01683,Instagram,ae74aca43440e389,P_00141,True
DIG_01684,X (Twitter),6a21549f9d4375b2,P_02347,True
DIG_01685,WhatsApp,bf99840996f30d62,P_03802,True
DIG_01686,WhatsApp,77865b99c9171ab2,P_03549,True
DIG_01687,X (Twitter),3f21985d3f31abe5,P_02940,True
DIG_01688,Instagram,6e0b0a30937e970e,P_03115,True
DIG_01689,Telegram,c6980a59ba08b50c,P_03872,True
DIG_01690,Telegram,3a0fd90c61adb2e8,P_04567,True
DIG_01691,Telegram,a769757289bf461e,P_00783,True
DIG_01692,Signal,ee7933ee7ff09e71,P_02665,True
DIG_01693,Telegram,ef227a416da96e44,P_01301,True
DIG_01694,Signal,50f31e5d5d5658b7,P_00701,True
DIG_01695,Signal,8403510b68d7759c,P_04898,True
DIG_01696,WhatsApp,8e38e6f2ede986ce,P_00070,True
DIG_01697,Instagram,7660d9b0c6b30c10,P_01278,True
DIG_01698,Instagram,10b16d6f88d4fd9b,P_02135,True
DIG_01699,X (Twitter),a16936a4f9c2c2d7,P_00578,True
DIG_01700,WhatsApp,56e2baee27cc9234,P_03371,True
DIG_01701,WhatsApp,5899811edef2314e,P_04098,True
DIG_01702,WhatsApp,e48ebd8fb121f1af,P_02192,True
DIG_01703,Instagram,26db70bba046e18a,P_04030,True
DIG_01704,Signal,f3fd6d0e7743071d,P_03891,True
DIG_01705,WhatsApp,b92070cbe340e1a5,P_01842,True
DIG_01706,Telegram,3bb1cf74daaad6df,P_00364,True
DIG_01707,Instagram,fd4dcd029d0665c7,P_03731,True
DIG_01708,Telegram,ac14c59d3f5308b2,P_04614,True
DIG_01709,Signal,83f716f14a7eed79,P_00949,True
DIG_01710,Instagram,988a1957b148483c,P_03114,True
DIG_01711,Signal,496c69e8579ffc70,P_02581,True
DIG_01712,WhatsApp,69065a532574b9e1,P_04020,True
DIG_01713,WhatsApp,b65dab612b641a75,P_01103,True
DIG_01714,Telegram,4401ab19d2d6dff1,P_02591,True
DIG_01715,Signal,ff9e39b8bcda01df,P_04149,True
DIG_01716,X (Twitter),97ee9db9643e2446,P_04196,True
DIG_01717,Telegram,34580066c4c239d0,P_03680,True
DIG_01718,Signal,3a3b2cb0267e9b37,P_00498,True
DIG_01719,Telegram,4a189c063121a06d,P_01558,True
DIG_01720,Telegram,551a1989fcae474d,P_00177,True
DIG_01721,Signal,8a169a579080dddd,P_03421,True
DIG_01722,WhatsApp,b63993c5780ad8e5,P_01168,True
DIG_01723,Signal,aa71f94e5c891d4d,P_01759,True
DIG_01724,Telegram,fd5c1e00999c2126,P_02759,True
DIG_01725,Telegram,e8760685a850217f,P_00914,True
DIG_01726,X (Twitter),7589e03d083d65ac,P_04694,True
DIG_01727,X (Twitter),256409e8e8699cb3,P_02596,True
DIG_01728,Telegram,244442d31e980566,P_01227,True
DIG_01729,X (Twitter),8b38c321e05a85e5,P_03091,True
DIG_01730,Telegram,100c72a8f5eeaeeb,P_00266,True
DIG_01731,WhatsApp,7291b1d75f25f608,P_01274,True
DIG_01732,X (Twitter),511533ba268aae1f,P_04393,True
DIG_01733,Instagram,3593cf67b6a4716c,P_00062,True
DIG_01734,Telegram,b197476fa726d8d9,P_00353,True
DIG_01735,WhatsApp,5d2934bd045ca74f,P_02614,True
DIG_01736,Signal,eb163ddef5c5f47f,P_00385,True
DIG_01737,Signal,2e96f2cedc7bee0b,P_04807,True
DIG_01738,Signal,2fea8018a2e658bb,P_01414,True
DIG_01739,X (Twitter),a4480f905dd55d7e,P_01476,True
DIG_01740,X (Twitter),520f1ac037748a99,P_04178,True
DIG_01741,WhatsApp,e7f48ca7106c2ae6,P_03891,True
DIG_01742,Instagram,2f3dd3eae2dead8f,P_02437,True
DIG_01743,WhatsApp,033ef92777516f43,P_01430,True
DIG_01744,Instagram,cf9a45d8a3146f48,P_02944,True
DIG_01745,Instagram,b3314ad68fb224d2,P_03974,True
DIG_01746,X (Twitter),60976f183f75a1f0,P_00902,True
DIG_01747,Signal,dd754bab1fa46a70,P_00844,True
DIG_01748,Instagram,c942eb9a47c5c64c,P_03974,True
DIG_01749,Instagram,aa8f11d11508b2a7,P_04648,True
DIG_01750,WhatsApp,983ec2b9a4802eb4,P_04654,True
DIG_01751,Instagram,bc2d55efb51e6166,P_02644,True
DIG_01752,WhatsApp,4d1b3e7d83489356,P_04706,True
DIG_01753,Instagram,afd9196affc3af7f,P_02640,True
DIG_01754,Signal,b813b9d599bd2b37,P_04167,True
DIG_01755,Signal,dca42b364335f9bc,P_01201,True
DIG_01756,WhatsApp,d2632713ebd97c1b,P_02012,True
DIG_01757,Signal,b51eea7d36e268a3,P_04207,True
DIG_01758,X (Twitter),ea5b9e9aabf85293,P_03503,True
DIG_01759,Signal,463b17bba05e9cba,P_00885,True
DIG_01760,WhatsApp,59ca095fbc990d30,P_03638,True
DIG_01761,X (Twitter),e7664a6f924cb75a,P_00110,True
DIG_01762,Signal,281c7fdbbd1c3494,P_04541,True
DIG_01763,WhatsApp,e6142e4b79b03b79,P_00104,True
DIG_01764,Signal,a409d18b92a5e0a9,P_00749,True
DIG_01765,WhatsApp,6823960fbd381ff0,P_01253,True
DIG_01766,Instagram,4047baa6c5410015,P_00942,True
DIG_01767,X (Twitter),d3c686274e2114a5,P_03539,True
DIG_01768,Telegram,4cd5b2bac9d291ab,P_02597,True
DIG_01769,Telegram,8c9149b025cef83a,P_03366,True
DIG_01770,Instagram,b74145348a2bf30e,P_01289,True
DIG_01771,Instagram,029e560874d0716f,P_02344,True
DIG_01772,WhatsApp,872777d0d9a33c38,P_02912,True
DIG_01773,Instagram,d06d67a7755134d1,P_03560,True
DIG_01774,Signal,d185a7870c57e109,P_03740,True
DIG_01775,WhatsApp,c34e97c29bf15a07,P_04731,True
DIG_01776,Instagram,d72d8be5bfa45bb7,P_02594,True
DIG_01777,Signal,3e84bde269ca9ed3,P_01976,True
DIG_01778,X (Twitter),aecc87799f546cce,P_04792,True
DIG_01779,WhatsApp,0355d4597f936fb8,P_02971,True
DIG_01780,Telegram,dd941067acdc20db,P_02519,True
DIG_01781,WhatsApp,49b6e97fb9601d5b,P_04194,True
DIG_01782,Telegram,9b0dae195c452b34,P_02471,True
DIG_01783,Telegram,fd1ebe3fcc3bbd3a,P_00936,True
DIG_01784,X (Twitter),4fce552d3e1074f2,P_01573,True
DIG_01785,X (Twitter),065c2a7244c6a921,P_01749,True
DIG_01786,WhatsApp,5d750f4f754470d5,P_00091,True
DIG_01787,Telegram,32e58855cd894e41,P_02639,True
DIG_01788,Telegram,cbc976ba86e451eb,P_01449,True
DIG_01789,Instagram,8b8a995e86ddeb62,P_00895,True
DIG_01790,Instagram,3a6e207b00873ace,P_00278,True
DIG_01791,X (Twitter),a3a5aa6a9154c139,P_00824,True
DIG_01792,Signal,01a94744c16920ce,P_01739,True
DIG_01793,Signal,f8425ad762507982,P_01800,True
DIG_01794,WhatsApp,c745a715657b893a,P_01575,True
DIG_01795,WhatsApp,f40746bb42af6dc3,P_03961,True
DIG_01796,Instagram,1f32903e7c197e68,P_04279,True
DIG_01797,WhatsApp,bf8a82d25a667043,P_03532,True
DIG_01798,Telegram,c67ee9111755fdb6,P_00209,True
DIG_01799,WhatsApp,7a2a14990a0cda46,P_02707,True
DIG_01800,Signal,4005cbdf9094a36c,P_02255,True
DIG_01801,Telegram,0995f4fdc5c64481,P_01707,True
DIG_01802,Telegram,148bec2ecad09148,P_00796,True
DIG_01803,X (Twitter),76f9b3d147b6215d,P_01599,True
DIG_01804,Instagram,d480a3e2ea8ba677,P_00292,True
DIG_01805,Telegram,555c0134341c5e46,P_03877,True
DIG_01806,X (Twitter),b9ecc1f2d6bb1fd0,P_00432,True
DIG_01807,WhatsApp,d2370b17d3f1d279,P_00727,True
DIG_01808,X (Twitter),0ae9a5c598dcd5a2,P_03382,True
DIG_01809,Telegram,e1b3c8e2c0308e37,P_03380,True
DIG_01810,X (Twitter),038f0cd61bbb73cc,P_04216,True
DIG_01811,Telegram,20fd0917ae3fd322,P_04454,True
DIG_01812,WhatsApp,c3b6f8d4bb71f458,P_01920,True
DIG_01813,X (Twitter),cefb0b832bc30527,P_00791,True
DIG_01814,Signal,580648e384c8cdc2,P_00636,True
DIG_01815,WhatsApp,91b33b6d1927448f,P_01548,True
DIG_01816,Signal,1b8276322e60f2f8,P_01763,True
DIG_01817,Instagram,f7d523e9c4175df7,P_04758,True
DIG_01818,Telegram,15c59ec44c3cd486,P_03260,True
DIG_01819,WhatsApp,fbfb2dcae1fa900a,P_02364,True
DIG_01820,Instagram,6a5c7e5b2bbaa812,P_02903,True
DIG_01821,Instagram,47c25266a19b16d6,P_04136,True
DIG_01822,Instagram,52a49c214af31494,P_00596,True
DIG_01823,Signal,62465520a9c2ddb9,P_03294,True
DIG_01824,Telegram,b3bd58af73d6a6d9,P_01843,True
DIG_01825,Signal,c4ac11ff014fb0c1,P_04990,True
DIG_01826,WhatsApp,762774248f71bc51,P_04081,True
DIG_01827,WhatsApp,fd191bb0c38c6d87,P_04249,True
DIG_01828,Signal,f1fe267688b573cc,P_00559,True
DIG_01829,X (Twitter),66a894580a8343df,P_03837,True
DIG_01830,WhatsApp,e25ed100c1298977,P_00236,True
DIG_01831,Telegram,cbcc1012dc5f50d6,P_04406,True
DIG_01832,X (Twitter),85f07eeaa61bb2f2,P_03994,True
DIG_01833,X (Twitter),b3f0c41e76bcfa93,P_00948,True
DIG_01834,X (Twitter),fe9c3b271f28fcd5,P_02753,True
DIG_01835,Instagram,13a586ad3531674c,P_04346,True
DIG_01836,X (Twitter),ff857b6980d703ff,P_04596,True
DIG_01837,X (Twitter),16f7f3562473eff8,P_03251,True
DIG_01838,WhatsApp,6311b52709dce4dd,P_01267,True
DIG_01839,X (Twitter),e34497afcfa7aedb,P_03691,True
DIG_01840,Instagram,01989bcdcc6f310a,P_02366,True
DIG_01841,Instagram,60213afb38bce3ae,P_00888,True
DIG_01842,Instagram,621f491ab60dbba0,P_03094,True
DIG_01843,Telegram,e1a3c144fb02bc09,P_02391,True
DIG_01844,Instagram,6eb6701cf379fd5b,P_03943,True
DIG_01845,Signal,411419ec1194af15,P_04916,True
DIG_01846,Signal,509db32a159d9c1c,P_02449,True
DIG_01847,Telegram,1156147552c7873a,P_01767,True
DIG_01848,Signal,124385b2d3b33bdb,P_00954,True
DIG_01849,Telegram,ec54bedc24ad4cfc,P_00777,True
DIG_01850,Instagram,5cccc6a4f30da6d4,P_02999,True
DIG_01851,Instagram,75197d4e10d4e58b,P_02283,True
DIG_01852,Telegram,cb1baf08dd964f12,P_03666,True
DIG_01853,X (Twitter),9afd2972eff0011b,P_01361,True
DIG_01854,X (Twitter),6dd4a3067f0f7243,P_00286,True
DIG_01855,Signal,a63e88771427a11a,P_02044,True
DIG_01856,WhatsApp,4102dd46a50b0056,P_01620,True
DIG_01857,X (Twitter),75c63171c80fc553,P_02217,True
DIG_01858,Telegram,0193ddafd334ee93,P_03045,True
DIG_01859,WhatsApp,e69f6e0ff6162e1e,P_02549,True
DIG_01860,Instagram,3074b068cfedcedb,P_02197,True
DIG_01861,Instagram,ec2f0588a41c619d,P_02108,True
DIG_01862,WhatsApp,5abc22cf18eadf2e,P_01729,True
DIG_01863,Signal,dea9664901c76ec9,P_01457,True
DIG_01864,Signal,9b9beab4c2923d3f,P_01949,True
DIG_01865,X (Twitter),1ed9120d1887493b,P_01446,True
DIG_01866,Telegram,1aba14f10d6334dd,P_00813,True
DIG_01867,Instagram,d7ccb44d3f5a7faa,P_04808,True
DIG_01868,Signal,71293556c793ef90,P_01520,True
DIG_01869,X (Twitter),12279217bda68c58,P_01077,True
DIG_01870,Telegram,79d8cd44e8855e50,P_01836,True
DIG_01871,WhatsApp,a03b1bf8d25cf631,P_00267,True
DIG_01872,WhatsApp,c992c2e3628c14cd,P_02858,True
DIG_01873,Signal,3f0fe60a070be9e0,P_01789,True
DIG_01874,Telegram,6ff86ac491c4d603,P_00681,True
DIG_01875,Telegram,905ac75ab456ed60,P_01193,True
DIG_01876,WhatsApp,06d35f0f2e860d78,P_03549,True
DIG_01877,Instagram,0a321172b71682f6,P_04531,True
DIG_01878,Instagram,fa4ca215670c1024,P_01240,True
DIG_01879,WhatsApp,d6bdc9b2025640af,P_00692,True
DIG_01880,Instagram,17bd71ee0627a283,P_03883,True
DIG_01881,Telegram,cfb8fd9bc9ffb354,P_01290,True
DIG_01882,Instagram,de48f1012053529d,P_04591,True
DIG_01883,WhatsApp,c0781c50ca076733,P_01769,True
DIG_01884,Telegram,154fec7802dc7c5f,P_01778,True
DIG_01885,Instagram,eb63d8b36bccbf31,P_03954,True
DIG_01886,Telegram,d9cedd56e3edce13,P_00216,True
DIG_01887,Signal,ca612b60a26c1781,P_00236,True
DIG_01888,Signal,fd9363475d8b4ff5,P_00961,True
DIG_01889,Signal,0492eb771cb8c010,P_02242,True
DIG_01890,Telegram,96c689769059d643,P_02528,True
DIG_01891,X (Twitter),0dc1e1745b0c4d83,P_01190,True
DIG_01892,Signal,197f4b6ceeea3731,P_02233,True
DIG_01893,Signal,64250e8581c5ec4c,P_00870,True
DIG_01894,WhatsApp,0e886b206eee14e5,P_01553,True
DIG_01895,Instagram,c088463147f198e5,P_04535,True
DIG_01896,X (Twitter),cfed0ebf855efa04,P_04854,True
DIG_01897,Telegram,1537dfd04ffccdd9,P_02429,True
DIG_01898,Instagram,f8060d8ee4f11acd,P_04261,True
DIG_01899,Signal,878fa290352969ce,P_03197,True
DIG_01900,Signal,e27e30d9146bb965,P_01018,True
DIG_01901,WhatsApp,39383a0860490524,P_03300,True
DIG_01902,Signal,026c3faaa9595f66,P_02885,True
DIG_01903,Signal,a3fba18a32404522,P_03267,True
DIG_01904,Instagram,95a6fea1ccd5279e,P_03691,True
DIG_01905,WhatsApp,8533e2bd5197a353,P_00410,True
DIG_01906,X (Twitter),570e9e75e3df404c,P_00980,True
DIG_01907,Telegram,0ade157a3976ead0,P_00340,True
DIG_01908,WhatsApp,39c0ee9cdfb1cd59,P_00672,True
DIG_01909,X (Twitter),e74fe6254a205026,P_00832,True
DIG_01910,WhatsApp,0d03475947760713,P_02006,True
DIG_01911,Signal,e7946906f1c29e59,P_04163,True
DIG_01912,Telegram,33de3baf8273fa92,P_03846,True
DIG_01913,Signal,83e81cf30f640144,P_02500,True
DIG_01914,Telegram,85b8fd154fade881,P_03061,True
DIG_01915,WhatsApp,811c216e46c3a4cc,P_03793,True
DIG_01916,X (Twitter),af5e8fb5927815f6,P_00381,True
DIG_01917,X (Twitter),15df0257212ff4a1,P_04630,True
DIG_01918,WhatsApp,bd33555d11e07886,P_00461,True
DIG_01919,WhatsApp,8040ef625bbf0e78,P_01864,True
DIG_01920,Signal,6cfdb48d4222e21e,P_01063,True
DIG_01921,WhatsApp,18d66da938cbafa3,P_04311,True
DIG_01922,X (Twitter),b00c0af4dc8daa26,P_03699,True
DIG_01923,X (Twitter),caf2f69fc20d9768,P_04767,True
DIG_01924,X (Twitter),702bc3dc82d83558,P_04158,True
DIG_01925,WhatsApp,d371d36739956144,P_02147,True
DIG_01926,X (Twitter),23f43277f1b79f7b,P_03297,True
DIG_01927,X (Twitter),1a8942fd491c14c0,P_00417,True
DIG_01928,Instagram,fb50b2ee0104101a,P_04087,True
DIG_01929,Signal,987eb76ef8a9fc56,P_04501,True
DIG_01930,Instagram,21edebba99991882,P_02399,True
DIG_01931,Instagram,2cbc99dd6f54550a,P_01116,True
DIG_01932,Instagram,605a52cb279ac186,P_00478,True
DIG_01933,Signal,7e265af1ebbdbfab,P_04251,True
DIG_01934,Instagram,0c0d5eba1a997584,P_02436,True
DIG_01935,X (Twitter),50e7a2eae7c07924,P_04209,True
DIG_01936,Instagram,0ae7f974cb6e480a,P_02448,True
DIG_01937,X (Twitter),87773bc6315677e4,P_01411,True
DIG_01938,X (Twitter),c070564a2538c7ce,P_01455,True
DIG_01939,X (Twitter),0c7e912815fee94e,P_03454,True
DIG_01940,Instagram,e64884f65268a573,P_00890,True
DIG_01941,Instagram,5e2efea48052ec03,P_01409,True
DIG_01942,WhatsApp,a2c618181bd2d940,P_02259,True
DIG_01943,Signal,08f7c3d991ab4c5c,P_03819,True
DIG_01944,WhatsApp,ddd48f7454311d84,P_01496,True
DIG_01945,X (Twitter),864eb6402e4a353c,P_01240,True
DIG_01946,Signal,9a5e5b0971d2b338,P_00896,True
DIG_01947,Instagram,0a68accf32a6dd67,P_04335,True
DIG_01948,Telegram,9fa57100105092d4,P_03202,True
DIG_01949,Signal,5060768dd4e6fb8f,P_02670,True
DIG_01950,X (Twitter),db3afac3fcd05511,P_02793,True
DIG_01951,X (Twitter),f0c6648409e81f97,P_04833,True
DIG_01952,WhatsApp,b8e85f6fb50d1ede,P_00520,True
DIG_01953,X (Twitter),206382b6052cd380,P_03009,True
DIG_01954,Telegram,03cc04f8e9f96df1,P_04544,True
DIG_01955,Instagram,6bde44804a9e12f9,P_01936,True
DIG_01956,Telegram,9fa3aa8bf2420b55,P_02038,True
DIG_01957,Signal,29cd6db6ea85c3b0,P_02946,True
DIG_01958,Signal,e5906e9c2152ddf3,P_04442,True
DIG_01959,WhatsApp,6953a83414078d92,P_03888,True
DIG_01960,Telegram,d0621e4af49003c4,P_02719,True
DIG_01961,Telegram,96dd763f446eeae2,P_00673,True
DIG_01962,X (Twitter),51dab30a31324bab,P_01491,True
DIG_01963,Instagram,1114e4697810b3ad,P_01442,True
DIG_01964,WhatsApp,336198e92e37c33c,P_03302,True
DIG_01965,WhatsApp,6f8149d308ab2b85,P_01507,True
DIG_01966,WhatsApp,98bf70b300522b5b,P_02154,True
DIG_01967,Instagram,a6df8b88796f270e,P_04091,True
DIG_01968,X (Twitter),f25b5797f42d7901,P_04205,True
DIG_01969,X (Twitter),ac7d715ed7b7329c,P_01270,True
DIG_01970,Instagram,5696fa5134771150,P_02843,True
DIG_01971,Telegram,71891986092510c5,P_00957,True
DIG_01972,Telegram,dc8e47e509ae00b9,P_03077,True
DIG_01973,X (Twitter),9025cdf7dced9605,P_03066,True
DIG_01974,Telegram,59eb8c5e376834bb,P_01570,True
DIG_01975,WhatsApp,1475c5c5305ec66a,P_01508,True
DIG_01976,WhatsApp,2887609b7b23ed6e,P_03441,True
DIG_01977,X (Twitter),1e37a8195ddf6f09,P_01829,True
DIG_01978,Instagram,75133d81cadf4911,P_04995,True
DIG_01979,Instagram,30e418cc9b5233f7,P_03847,True
DIG_01980,WhatsApp,e345206b803cfb0a,P_04017,True
DIG_01981,Telegram,d47f29f9435f198f,P_01591,True
DIG_01982,Telegram,bee18a75e0529918,P_02939,True
DIG_01983,Signal,69493ebb75c633f3,P_02614,True
DIG_01984,Instagram,62d565888f389800,P_02128,True
DIG_01985,Telegram,be12544f33da4b84,P_03549,True
DIG_01986,Telegram,1b32e55c3a3662d7,P_04576,True
DIG_01987,Instagram,635fb8ebf8604f9f,P_04324,True
DIG_01988,X (Twitter),7fb49f72158071c5,P_00511,True
DIG_01989,WhatsApp,610b046c33c9d33f,P_04778,True
DIG_01990,WhatsApp,fe2cd3cae5b3e983,P_04375,True
DIG_01991,Instagram,47d4a1c3a31261e3,P_02678,True
DIG_01992,Telegram,db6af62081ca94a1,P_00835,True
DIG_01993,X (Twitter),1204ab212a3015ce,P_04985,True
DIG_01994,Instagram,16a55aed96ebde39,P_00421,True
DIG_01995,WhatsApp,141cf5e51e8ed4a3,P_02649,True
DIG_01996,Instagram,6cc77858c0fac210,P_00056,True
DIG_01997,Telegram,e8adb9ddcae41356,P_02250,True
DIG_01998,Instagram,50d6947e6387f51e,P_04559,True
DIG_01999,Signal,52d511dae578928d,P_03067,True
DIG_02000,Telegram,d8e3bfee85af1aa0,P_04761,True
DIG_02001,Instagram,d696b9d0a243f02c,P_02049,True
DIG_02002,X (Twitter),01b2b12bbe2c1612,P_00758,True
DIG_02003,Instagram,0fea432371f2178f,P_04077,True
DIG_02004,Instagram,173904735103d814,P_04256,True
DIG_02005,WhatsApp,25deb8e34e651c5c,P_02263,True
DIG_02006,X (Twitter),9be68f817e1cdbd3,P_02261,True
DIG_02007,X (Twitter),b7de36a632b49835,P_01210,True
DIG_02008,Telegram,79c39c737b988fc2,P_03710,True
DIG_02009,Signal,0917d6b713ff72e3,P_00199,True
DIG_02010,X (Twitter),bd4dcc28994e82a0,P_01138,True
DIG_02011,Instagram,0a62fae9744ac1cd,P_00603,True
DIG_02012,Instagram,f4aa9b7ee02cf8df,P_00200,True
DIG_02013,Instagram,e539619895c2f859,P_03088,True
DIG_02014,X (Twitter),ef2567c737eb6f68,P_04420,True
DIG_02015,WhatsApp,5707ff02120ab303,P_04035,True
DIG_02016,X (Twitter),315fa814c19ba680,P_01933,True
DIG_02017,Signal,57d59178c5469a4b,P_04266,True
DIG_02018,Instagram,990b627b9ab632b9,P_03687,True
DIG_02019,Instagram,81377282855e3e35,P_02265,True
DIG_02020,X (Twitter),d3d2cf46f79f01ca,P_00938,True
DIG_02021,WhatsApp,ea02bfc356473d7b,P_01351,True
DIG_02022,WhatsApp,0546ae3f88f96ed8,P_00765,True
DIG_02023,WhatsApp,12310a3c9eb9ac95,P_04334,True
DIG_02024,Signal,e043700e646f21a1,P_01384,True
DIG_02025,Signal,ad444746e46e078a,P_02113,True
DIG_02026,Telegram,bb68aae41aecdd5f,P_02611,True
DIG_02027,Telegram,df61bc0ec4a0918b,P_00670,True
DIG_02028,Signal,6a6c1b0096417117,P_02988,True
DIG_02029,Telegram,f424fb942e7b84d4,P_03463,True
DIG_02030,Signal,67473b9f2568d51b,P_02074,True
DIG_02031,Signal,33550aff0f913014,P_03875,True
DIG_02032,Instagram,5120958601f25240,P_04481,True
DIG_02033,X (Twitter),fece3551d10db82f,P_03587,True
DIG_02034,WhatsApp,6599a06ae200adfa,P_00369,True
DIG_02035,WhatsApp,ef82d3f684f8a6eb,P_03828,True
DIG_02036,Instagram,8632a8313a310adc,P_00425,True
DIG_02037,X (Twitter),354cbad521b46671,P_01611,True
DIG_02038,Signal,f99af6fdd5dc9fd4,P_01012,True
DIG_02039,X (Twitter),51bed55fd8f4a636,P_01936,True
DIG_02040,Signal,a63189a25efe04f6,P_04942,True
DIG_02041,Instagram,46b5298e7fae6c0a,P_03331,True
DIG_02042,Telegram,4ea82e7fced57d9f,P_02176,True
DIG_02043,X (Twitter),2fcbcd1f5a6cb177,P_02103,True
DIG_02044,X (Twitter),aef40e3501ce66e8,P_04657,True
DIG_02045,WhatsApp,40e116135b6ae43a,P_04686,True
DIG_02046,Instagram,1a051cfc94ec93e4,P_02557,True
DIG_02047,Signal,291d0d7fc5bdfe2e,P_00612,True
DIG_02048,Telegram,160386f8c2a76229,P_04774,True
DIG_02049,WhatsApp,942cb1b24218da53,P_03885,True
DIG_02050,Signal,f79723262a8dda6d,P_02614,True
DIG_02051,WhatsApp,eeab0202d5f99e8f,P_02299,True
DIG_02052,X (Twitter),6b0570f5754fd997,P_04146,True
