device_id,device_hash,type,synthetic_demo_record
DEV_00540,48a8aaa02b6e692c,Burner Phone,True
DEV_00541,07e21f83e5596ef1,Router,True
DEV_00542,934b392765f759a1,Smartphone,True
DEV_00543,45692a8f2a8a0850,Smartphone,True
DEV_00544,99be3a80d8ece9e4,Burner Phone,True
DEV_00545,60a1f6382ac9db9c,Router,True
DEV_00546,5b7e492a69567d36,Tablet,True
DEV_00547,ac338060585d99ba,Router,True
DEV_00548,6bd715a1c4440588,Laptop,True
DEV_00549,352195bfa0683941,Laptop,True
DEV_00550,07f26e45a59f68bd,Burner Phone,True
DEV_00551,aa6c59dbfdce0e3d,Tablet,True
DEV_00552,327d271ba8d6144c,Laptop,True
DEV_00553,aec1e84d1505eaf2,Laptop,True
DEV_00554,5f5360969535b4e9,Router,True
DEV_00555,8b5fa832cbb74f8a,Smartphone,True
DEV_00556,e0191abf6999e27f,Burner Phone,True
DEV_00557,f2ed95b2b9359ba7,Smartphone,True
DEV_00558,b89bd3411e504ea7,Laptop,True
DEV_00559,4a00bf8c4056bd8e,Burner Phone,True
DEV_00560,9bd5e13793eaf8cf,Tablet,True
DEV_00561,4574da1365d81487,Burner Phone,True
DEV_00562,c17020eb85ba7b1c,Smartphone,True
DEV_00563,5ad7d77251a60b5d,Router,True
DEV_00564,82c9718ac1d65594,Router,True
DEV_00565,a3e2ba69eaf1e0f2,Tablet,True
DEV_00566,1a9b362a626797db,Smartphone,True
DEV_00567,a3ba3561aefbbfee,Burner Phone,True
DEV_00568,38b4db0205d64ede,Smartphone,True
DEV_00569,67483d232bc0d8dc,Smartphone,True
DEV_00570,bae8620fdcf43df7,Router,True
DEV_00571,bdcd437281641ee8,Laptop,True
DEV_00572,baa14c7dfb562a41,Smartphone,True
DEV_00573,2cc7d6a7b0e410af,Laptop,True
DEV_00574,a16b028a687fe4d7,Tablet,True
DEV_00575,bcac80d9c1c35605,Router,True
DEV_00576,1d262b6fd953188a,Smartphone,True
DEV_00577,f28e793b021161b8,Burner Phone,True
DEV_00578,44b6e3f4f9ba63bb,Tablet,True
DEV_00579,e8ce6b4b6f673aef,Laptop,True
DEV_00580,5a48c86ceeef11be,Burner Phone,True
DEV_00581,7cb8d0d3dfd049b8,Router,True
DEV_00582,834db897ece5e1a2,Router,True
DEV_00583,0919f92beb034871,Router,True
DEV_00584,70286f9fbc7a61a0,Tablet,True
DEV_00585,dcd12bc236b6ee28,Burner Phone,True
DEV_00586,e3b6928c53b463ca,Tablet,True
DEV_00587,56dda1df8e4a1f46,Smartphone,True
DEV_00588,2bd89b791194c04b,Smartphone,True
DEV_00589,6601f5aee430d5dc,Smartphone,True
DEV_00590,d509157530fef458,Laptop,True
DEV_00591,520d06d7f800f928,Tablet,True
DEV_00592,692e3c174481793c,Burner Phone,True
DEV_00593,ba0cf20b286d2390,Smartphone,True
DEV_00594,2c5b9ee1bc220720,Smartphone,True
DEV_00595,876921d8c750431a,Laptop,True
DEV_00596,3afc931a3bce79e0,Router,True
DEV_00597,0b8d63eaea8a7630,Laptop,True
DEV_00598,753f6f5bc9488db5,Burner Phone,True
DEV_00599,6e528b977b91a2f6,Router,True
DEV_00600,dab1505b536ebda6,Smartphone,True
DEV_00601,5cbda316dcdc910f,Burner Phone,True
DEV_00602,b07f165102ea2ad5,Burner Phone,True
DEV_00603,9e5fce033bfe6124,Burner Phone,True
DEV_00604,2e19e38993653940,Smartphone,True
DEV_00605,a0bd293e99270c59,Smartphone,True
DEV_00606,3f24a0e41a745b15,Burner Phone,True
DEV_00607,dd26335e1e36f4c6,Smartphone,True
DEV_00608,bb1dca516f411c05,Tablet,True
DEV_00609,e83de0986c9070d9,Burner Phone,True
DEV_00610,c3b72af7300c0e98,Smartphone,True
DEV_00611,89101291b618e73a,Router,True
DEV_00612,962251f8e6f96ff4,Router,True
DEV_00613,e2dee020b0e45d1e,Burner Phone,True
DEV_00614,d1c6004803cd5a3d,Router,True
DEV_00615,538e920a9d7678a5,Smartphone,True
DEV_00616,96743f21c64808b8,Burner Phone,True
DEV_00617,7c2c7c5149dffe76,Smartphone,True
DEV_00618,f8be2d5071839604,Smartphone,True
DEV_00619,f48bee9caae5b934,Burner Phone,True
DEV_00620,0cdce679ae51133f,Burner Phone,True
DEV_00621,a317348c96f9f2fb,Burner Phone,True
DEV_00622,518338b965fd3d0a,Laptop,True
DEV_00623,b0d9f3ffc8455bc1,Smartphone,True
DEV_00624,e16e9f3b54ebdc28,Burner Phone,True
DEV_00625,5217ab60ed6f5cf5,Laptop,True
DEV_00626,dd8bd93721032424,Smartphone,True
DEV_00627,cd12ab9d15d31638,Burner Phone,True
DEV_00628,2f84eb2d2f147e6f,Laptop,True
DEV_00629,1aa28b6369643f02,Router,True
DEV_00630,1abb5db7fbb20676,Router,True
DEV_00631,912223e8205c7333,Burner Phone,True
DEV_00632,4d804f71ba1a8356,Router,True
DEV_00633,3018a11c5d0cd94d,Router,True
DEV_00634,dcd1885cbf296923,Smartphone,True
DEV_00635,a76708742059d66b,Tablet,True
DEV_00636,3bde61cd63de84db,Smartphone,True
DEV_00637,ee84e85fb2510ca4,Tablet,True
DEV_00638,0947ed1619541cf1,Burner Phone,True
DEV_00639,5ab3d1495d8bd07b,Tablet,True
DEV_00640,b56406da92fea284,Tablet,True
DEV_00641,08277aeb4e62a022,Tablet,True
DEV_00642,7b3e10a022f940a3,Smartphone,True
DEV_00643,698306db402aa00b,Laptop,True
DEV_00644,49b14205b77dea9a,Router,True
DEV_00645,94a771f7396004cf,Smartphone,True
DEV_00646,ab48d8a598e7b4d6,Tablet,True
DEV_00647,33c7454e5be10e2b,Burner Phone,True
DEV_00648,19b42ca4bda30bcd,Laptop,True
DEV_00649,cdd12a2c042396c7,Laptop,True
DEV_00650,9db5f3a9700ade94,Router,True
DEV_00651,d41042a4d7062b79,Laptop,True
DEV_00652,ec55b65ce79d65ca,Router,True
DEV_00653,d3078623aabbb41c,Burner Phone,True
DEV_00654,1413ca02ab1ce30c,Laptop,True
DEV_00655,4ace91dd42783ae8,Smartphone,True
DEV_00656,6d6a2cc9d7ce3b90,Laptop,True
DEV_00657,41fbe8735981ac7c,Router,True
DEV_00658,3c0cdacd82628373,Tablet,True
DEV_00659,30d74d919e532d23,Laptop,True
DEV_00660,0d6034dda9f3ba61,Smartphone,True
DEV_00661,dde391e203bdeaa2,Router,True
DEV_00662,8457bc4f1267d79e,Laptop,True
DEV_00663,d68a68740ab55766,Smartphone,True
DEV_00664,f70b0b4639b7ab2b,Router,True
DEV_00665,0ddaaaeb1e8dd218,Burner Phone,True
DEV_00666,2a2f7d6f039e91ee,Laptop,True
DEV_00667,8e9ce08708d3bc39,Router,True
DEV_00668,a5644e386883d8ff,Laptop,True
DEV_00669,f7c1f57ff751c01b,Router,True
DEV_00670,4c682ad8d5766193,Tablet,True
DEV_00671,d29029c920a5ee53,Laptop,True
DEV_00672,3abc23287cc9c6d2,Smartphone,True
DEV_00673,4bc958422a32c9d9,Smartphone,True
DEV_00674,31bbb21717a6abff,Burner Phone,True
DEV_00675,48d6a5176d357524,Tablet,True
DEV_00676,0c6ecf7c5acfa3c6,Router,True
DEV_00677,e67ce5999a95cfb8,Burner Phone,True
DEV_00678,383d3239594411e6,Burner Phone,True
DEV_00679,6862e56b6da6488f,Burner Phone,True
DEV_00680,d9b5551992acf767,Smartphone,True
DEV_00681,91f13aaacc57c249,Router,True
DEV_00682,baa6a3251191d3dc,Burner Phone,True
DEV_00683,82432b7bfdd2951f,Tablet,True
DEV_00684,7b8a71c45b550def,Tablet,True
DEV_00685,a6c6919a7741af6a,Router,True
DEV_00686,e7bab597673d4037,Laptop,True
DEV_00687,38febaada79bd3fb,Burner Phone,True
DEV_00688,1bef0103a7c7d481,Smartphone,True
DEV_00689,5274eb5fdf4b903e,Laptop,True
DEV_00690,7ee6331142bad0d2,Laptop,True
DEV_00691,43436537a1dae2c3,Laptop,True
DEV_00692,5a54daacb25fa444,Burner Phone,True
DEV_00693,ae763dccb8288fcd,Burner Phone,True
DEV_00694,fe59bdd7261d31b7,Laptop,True
DEV_00695,7cac8f3796236201,Tablet,True
DEV_00696,c88ef10c504d4669,Tablet,True
DEV_00697,0de8e8c4ca1977be,Laptop,True
DEV_00698,de98e905a4af70e1,Tablet,True
DEV_00699,8cdfe7ff5859da34,Router,True
DEV_00700,b03d3f628f2e981e,Router,True
DEV_00701,07f21b5d1ae2b71e,Router,True
DEV_00702,5d42980e6915bba8,Smartphone,True
DEV_00703,d5ce591d7baed668,Smartphone,True
DEV_00704,898c7fa3efa85b79,Router,True
DEV_00705,2ba5d5c0457bbef7,Smartphone,True
DEV_00706,28a68ffa71bfd9ac,Laptop,True
DEV_00707,4ce116547779c8af,Burner Phone,True
DEV_00708,8181064137b97484,Router,True
DEV_00709,1740040b8514b7d1,Smartphone,True
DEV_00710,ab9388ad1179e4aa,Smartphone,True
DEV_00711,c783310c39a4470b,Burner Phone,True
DEV_00712,e8a46f9aabd7eb6d,Tablet,True
DEV_00713,de80ca5e2a2e7add,Smartphone,True
DEV_00714,998ec0606a2348be,Tablet,True
DEV_00715,5fe8822e96370a51,Smartphone,True
DEV_00716,46a4d56518183842,Router,True
DEV_00717,6f7d0a8e889a5226,Laptop,True
DEV_00718,2da82b39d21d0203,Burner Phone,True
DEV_00719,a74f8476894bf84f,Laptop,True
DEV_00720,adede1cc0831285b,Burner Phone,True
DEV_00721,808d9f5ced4992be,Smartphone,True
DEV_00722,58c8df0e05e07140,Burner Phone,True
DEV_00723,042de6966bea7823,Smartphone,True
DEV_00724,dd224296f2a5bdfa,Smartphone,True
DEV_00725,1ff6ce681bfb5ae6,Smartphone,True
DEV_00726,433e11c544cf8600,Smartphone,True
DEV_00727,0e09ecc74777c811,Smartphone,True
DEV_00728,6e44d7621a2c6d31,Tablet,True
DEV_00729,86be72600c512c74,Tablet,True
DEV_00730,7d2cc610cb58884f,Smartphone,True
DEV_00731,886e4964d1ad01f2,Laptop,True
DEV_00732,2f1009bbc78e89ef,Burner Phone,True
DEV_00733,b4d7e116e260e12d,Router,True
DEV_00734,42d37e468b7b3af2,Router,True
DEV_00735,a88278bfa22b03cb,Tablet,True
DEV_00736,2ce2f7050389d460,Laptop,True
DEV_00737,40b881e2db649a21,Tablet,True
DEV_00738,20e40022bb4d17d8,Router,True
DEV_00739,bedabb14df02f8c5,Laptop,True
DEV_00740,635e70424dd51f86,Laptop,True
DEV_00741,fc155df52c2b6e41,Burner Phone,True
DEV_00742,55e3d6767e4b90b4,Smartphone,True
DEV_00743,5a077c469630e9df,Laptop,True
DEV_00744,78ad8e80cba88cc5,Laptop,True
DEV_00745,223b9def0b0a096e,Tablet,True
DEV_00746,d93388c0a1fbf0d9,Burner Phone,True
DEV_00747,3fabdf628bf9e95e,Smartphone,True
DEV_00748,ae54f8dba6247f9a,Router,True
DEV_00749,8973d6af7c3c3e38,Router,True
DEV_00750,3e74012163eb4e2a,Smartphone,True
DEV_00751,05b5263fc2814f0b,Burner Phone,True
DEV_00752,2928caf3c6669ce7,Burner Phone,True
DEV_00753,d30139d005a015bb,Router,True
DEV_00754,a2776a629222c552,Smartphone,True
DEV_00755,1701e6002fd4bbaf,Tablet,True
DEV_00756,4f676b09c62642f0,Smartphone,True
DEV_00757,114ee9e4768bc7df,Tablet,True
DEV_00758,0f7ddef53e34fa34,Burner Phone,True
DEV_00759,5de80399573196be,Tablet,True
DEV_00760,54610e45aad2ab0a,Burner Phone,True
DEV_00761,e466cd18b7438053,Tablet,True
DEV_00762,0f60b8367c6c2a95,Laptop,True
DEV_00763,4bfd15e9f74ffdb8,Burner Phone,True
DEV_00764,3b8f756b47123449,Laptop,True
DEV_00765,f6db605ffa48f762,Smartphone,True
DEV_00766,2d47c773fe8b34d6,Router,True
DEV_00767,12c73034e5f7c8fe,Burner Phone,True
DEV_00768,3bbcb0addb081e4d,Router,True
DEV_00769,e5b281b3674a8010,Router,True
DEV_00770,3861880473f0dffc,Smartphone,True
DEV_00771,7c882986f5256920,Router,True
DEV_00772,86446c6022df86d8,Smartphone,True
DEV_00773,b00fbdcb7436386a,Laptop,True
DEV_00774,f354ff1494fccc3b,Router,True
DEV_00775,536c39c486b18e4d,Tablet,True
DEV_00776,0bfbc681a2f76dcd,Tablet,True
DEV_00777,e7bb863b36196f1e,Burner Phone,True
DEV_00778,82845b6f497b87ea,Smartphone,True
DEV_00779,a0bab977fcff7c94,Tablet,True
DEV_00780,14aaf1149d6ee31e,Router,True
DEV_00781,ee33d456fc59f68e,Smartphone,True
DEV_00782,af7bb6f92d7fd9de,Laptop,True
DEV_00783,af136fa20c1f7d1d,Router,True
DEV_00784,050f5b57666c30ca,Smartphone,True
DEV_00785,cf75cf61239bc37b,Smartphone,True
DEV_00786,a7dd0e9e33330ef1,Burner Phone,True
DEV_00787,0f21b64567fdb1c4,Tablet,True
DEV_00788,4acb1f668615372c,Smartphone,True
DEV_00789,26882f011c407ae0,Smartphone,True
DEV_00790,fa35cf1f2e205ff8,Laptop,True
DEV_00791,21d86c219d9d090e,Tablet,True
DEV_00792,551129dd609b84a8,Laptop,True
DEV_00793,75251b49ba5dd7d8,Smartphone,True
DEV_00794,1820452912f531c6,Tablet,True
DEV_00795,28141ddbcf504b3c,Burner Phone,True
DEV_00796,e8d80912675dc8fb,Laptop,True
DEV_00797,d4cca2b72af78f23,Router,True
DEV_00798,3834e64998def455,Burner Phone,True
DEV_00799,e0bae87849a1c9c9,Tablet,True
DEV_00800,195ad21d12ed2343,Burner Phone,True
DEV_00801,0ae023c9eaecb738,Tablet,True
DEV_00802,3b1f68c3d14aa863,Tablet,True
DEV_00803,363c824798dd3064,Tablet,True
DEV_00804,a531b925d71c6bd9,Smartphone,True
DEV_00805,8d3892e567b52d4f,Router,True
DEV_00806,db3c55e3cc7351b5,Tablet,True
DEV_00807,798a1b410b74ed8c,Router,True
DEV_00808,ae198a8f0e52ef77,Router,True
DEV_00809,90df78fcf76e9890,Smartphone,True
DEV_00810,0ef1b6b24609436e,Tablet,True
DEV_00811,f3fbf91aa4b14f16,Tablet,True
DEV_00812,1ede5c23a8802018,Laptop,True
DEV_00813,edfd7075c0006a1c,Smartphone,True
DEV_00814,3abf23a4ab3a299d,Laptop,True
DEV_00815,2f88c64ce940494c,Tablet,True
DEV_00816,3e229c705a746813,Tablet,True
DEV_00817,bd357832b8159cec,Burner Phone,True
DEV_00818,18c7e9f565c960fd,Tablet,True
DEV_00819,d917627fe5dd28b1,Router,True
DEV_00820,c0a0c62e84e22f49,Router,True
DEV_00821,c1ad9f9e0245a0d6,Laptop,True
DEV_00822,b01d1a227dacefb2,Tablet,True
DEV_00823,c27fcfe0c6a2414f,Smartphone,True
DEV_00824,d25483f2fa0682ed,Tablet,True
DEV_00825,848ebfac24718924,Burner Phone,True
DEV_00826,579303fe730383df,Tablet,True
DEV_00827,69c88f6061c391b4,Tablet,True
DEV_00828,a6c62b537fc7d305,Burner Phone,True
DEV_00829,787be57f0cc748c2,Laptop,True
DEV_00830,7fe930f61c1a958e,Laptop,True
DEV_00831,cd9d3aa902cab188,Tablet,True
DEV_00832,1cacca7dea8f752a,Smartphone,True
DEV_00833,dafef3ca6f210747,Tablet,True
DEV_00834,772ba1f30a86849f,Router,True
DEV_00835,013b615300a4d943,Tablet,True
DEV_00836,974dfc9180504590,Laptop,True
DEV_00837,607720c0b35d6c72,Tablet,True
DEV_00838,8c8eb035cf263404,Router,True
DEV_00839,8c6b028a941c7cc6,Laptop,True
DEV_00840,8fb28fb653ebc7bb,Router,True
DEV_00841,730b7c6cd64cd877,Laptop,True
DEV_00842,b6cfc525c5b36b1e,Tablet,True
DEV_00843,2df68bff91e95f3f,Laptop,True
DEV_00844,c32651cb03ebbf54,Tablet,True
DEV_00845,b7d63d55d8990e05,Laptop,True
DEV_00846,87613e23ef0646c3,Burner Phone,True
DEV_00847,8b4979ea93df1d56,Router,True
DEV_00848,7e35e08b33f53740,Burner Phone,True
DEV_00849,ad805faf56a3485e,Smartphone,True
DEV_00850,c46d72eaaf1045d9,Smartphone,True
DEV_00851,7d2cf0d24f124d02,Burner Phone,True
DEV_00852,ce7e7c04b6489d5c,Laptop,True
DEV_00853,18b7050cd029bec6,Smartphone,True
DEV_00854,95961789fc93b21b,Laptop,True
DEV_00855,b933bca7ff890e8a,Router,True
DEV_00856,dc332791e8d75d77,Router,True
DEV_00857,c55efef733ba0152,Laptop,True
DEV_00858,a7c646a7d83df990,Router,True
DEV_00859,2ac66d961f0b30e5,Tablet,True
DEV_00860,e02ef8d5e1d55daf,Burner Phone,True
DEV_00861,cce7416e7edb8f9e,Laptop,True
DEV_00862,271e19852231ca6c,Router,True
DEV_00863,78e87f07d62b6852,Burner Phone,True
DEV_00864,bb1d23104eb15690,Burner Phone,True
DEV_00865,0a895de25ac61781,Router,True
DEV_00866,5cd96a0358cac4d2,Smartphone,True
DEV_00867,276246d516fec567,Tablet,True
DEV_00868,d213f8ccc9f856da,Router,True
DEV_00869,8cc731b7845ed660,Laptop,True
DEV_00870,f612363a5ed28108,Laptop,True
DEV_00871,4e7fb1e3186f6978,Router,True
DEV_00872,8b2389fc151103bc,Burner Phone,True
DEV_00873,00fd5deffb76d055,Burner Phone,True
DEV_00874,73320e75d4738e91,Burner Phone,True
DEV_00875,08390579aa2fb0a9,Router,True
DEV_00876,a56395d8df241553,Tablet,True
DEV_00877,cb69aa014e4b69d8,Tablet,True
DEV_00878,bb692d2bd6ee963c,Router,True
DEV_00879,bfbe393d31df3062,Smartphone,True
DEV_00880,a424f954f8e3af64,Burner Phone,True
DEV_00881,e826c9f5f5317146,Smartphone,True
DEV_00882,8995867e9f183f9f,Smartphone,True
DEV_00883,e5cdf4817ce90136,Laptop,True
DEV_00884,63cf5346cf69a637,Smartphone,True
DEV_00885,2f02c2e27e1b2853,Laptop,True
DEV_00886,8907b737206a3bf8,Tablet,True
DEV_00887,4ce0cb279592b140,Tablet,True
DEV_00888,1fbde5eddf6f5599,Smartphone,True
DEV_00889,bb783957d8702b1f,Laptop,True
DEV_00890,e5f7b0a48cdc4b83,Burner Phone,True
DEV_00891,5c00eaabd020568b,Tablet,True
DEV_00892,cd38b49c26c4275d,Laptop,True
DEV_00893,f86773945652617d,Smartphone,True
DEV_00894,0d3365f64d3bfd27,Smartphone,True
DEV_00895,e980211dcdb4c270,Router,True
DEV_00896,a7e139df58a36e49,Burner Phone,True
DEV_00897,9143d8a8a5c12b14,Tablet,True
DEV_00898,59e180f354665021,Router,True
DEV_00899,a2e574f787d97ec2,Laptop,True
DEV_00900,3ae2d68f6afc3238,Tablet,True
DEV_00901,bd3d13fd84ac918a,Tablet,True
DEV_00902,7b943e29d3595379,Smartphone,True
DEV_00903,d4fa7aa9ce6da8ca,Router,True
DEV_00904,b8b5c8f9c8c80806,Smartphone,True
DEV_00905,4b7f604eb415377b,Burner Phone,True
DEV_00906,9931043c1f3c21af,Laptop,True
DEV_00907,52e8d37aa15870d1,Burner Phone,True
DEV_00908,e9e2ea18746bcdad,Laptop,True
DEV_00909,6bf87ca8314ed07a,Tablet,True
DEV_00910,c7203bff3e2f90f9,Router,True
DEV_00911,439c87cbd5e40018,Smartphone,True
DEV_00912,168149dd2bbfcf22,Burner Phone,True
DEV_00913,7bf47314437289f1,Smartphone,True
DEV_00914,5e92c28afbf224ba,Laptop,True
DEV_00915,e9f3817f2d4ad5d4,Laptop,True
DEV_00916,b65c4ee5d3717759,Router,True
DEV_00917,b200dd46433f8f14,Router,True
DEV_00918,cf21478168280b81,Tablet,True
DEV_00919,c94a92831c0d26ba,Burner Phone,True
DEV_00920,ed76375907dd229b,Tablet,True
DEV_00921,b46d5e008547fd1b,Burner Phone,True
DEV_00922,23dba8e447af1031,Burner Phone,True
DEV_00923,9f348d618d14c47e,Burner Phone,True
DEV_00924,627a9f56347440da,Tablet,True
DEV_00925,075cbca9869e72d1,Burner Phone,True
DEV_00926,bd756d8d362c6b04,Smartphone,True
DEV_00927,f5b560c6e32dd41c,Laptop,True
DEV_00928,3582de3cec42ff0d,Router,True
DEV_00929,c942b2bb46e869aa,Burner Phone,True
DEV_00930,18b2de767481e34c,Router,True
DEV_00931,d2e5462e85ad6a75,Tablet,True
DEV_00932,8fc3c36722121b2c,Router,True
DEV_00933,8c782cfacbd8271a,Burner Phone,True
DEV_00934,2cb2a4d912f6fa28,Burner Phone,True
DEV_00935,908858dcfe2a6961,Tablet,True
DEV_00936,b754db25cd11f8c1,Router,True
DEV_00937,0ce4bcd6956fc442,Burner Phone,True
DEV_00938,7ef4786104a12f2e,Tablet,True
DEV_00939,3c516cc25a38af94,Burner Phone,True
DEV_00940,c0ef6e3114c7fcd0,Tablet,True
DEV_00941,94febd7c778fcbc8,Laptop,True
DEV_00942,acac01fc32e7bfad,Tablet,True
DEV_00943,14511ae2c9474818,Tablet,True
DEV_00944,2f48918d3d663e01,Burner Phone,True
DEV_00945,39f6df54aa709e69,Smartphone,True
DEV_00946,fe39e830185faf92,Burner Phone,True
DEV_00947,0e948f36f5f42198,Smartphone,True
DEV_00948,ded3ea64f8f58079,Router,True
DEV_00949,7a2e886d5f997daf,Burner Phone,True
DEV_00950,ea0fc1e4849c6dfb,Smartphone,True
DEV_00951,1594702d663978ba,Burner Phone,True
DEV_00952,b5bdc471e8a7d352,Smartphone,True
DEV_00953,2c5f9771ae7e5449,Burner Phone,True
DEV_00954,5c71b6bc2f0e3a19,Tablet,True
DEV_00955,d651489061aed967,Tablet,True
DEV_00956,50bce705f3d4996c,Burner Phone,True
DEV_00957,6c12e56f24899209,Laptop,True
DEV_00958,469dfe3f5481b40f,Smartphone,True
DEV_00959,fc66e037633cc086,Burner Phone,True
DEV_00960,d92fb9dbd7080a60,Smartphone,True
DEV_00961,497c5337e8c2f779,Burner Phone,True
DEV_00962,0b729d32e5f8fbea,Smartphone,True
DEV_00963,af84c75126c9564d,Tablet,True
DEV_00964,4cb447b125577913,Tablet,True
DEV_00965,997c19f74447a60c,Laptop,True
DEV_00966,cedc65268c178b1a,Smartphone,True
DEV_00967,63ed53f9ec05f945,Tablet,True
DEV_00968,5367fa194b57acbd,Laptop,True
DEV_00969,c9edaed2f5195ab8,Router,True
DEV_00970,27b554a324c09d97,Router,True
DEV_00971,b3b7a981dd787120,Laptop,True
DEV_00972,5f2de8df19209501,Tablet,True
DEV_00973,976b86b6a958769b,Laptop,True
DEV_00974,737251cdf2968c84,Tablet,True
DEV_00975,8a5fcf6643b80fd4,Burner Phone,True
DEV_00976,5a2a64baa37cdfff,Smartphone,True
DEV_00977,e32288caa40f0cb0,Laptop,True
DEV_00978,48c6dbffd1f856b4,Burner Phone,True
DEV_00979,7b5f34c5a48bc3ea,Burner Phone,True
DEV_00980,f330af6f909152dc,Router,True
DEV_00981,3fbc793da753dd2e,Smartphone,True
DEV_00982,a51d0370f229d41c,Tablet,True
DEV_00983,e6df09e9769d3ad4,Tablet,True
DEV_00984,a0ac5dfc418f5de6,Router,True
DEV_00985,8b8a4b7a6517141a,Router,True
DEV_00986,531d05363dcc6fc6,Laptop,True
DEV_00987,7a81a4fa6232de99,Tablet,True
DEV_00988,259ca4db9e387600,Burner Phone,True
DEV_00989,590882099e1b5d4a,Router,True
DEV_00990,725c62a714fb1402,Smartphone,True
DEV_00991,b63c5880492a4ce3,Router,True
DEV_00992,16a5c8e027c036aa,Tablet,True
DEV_00993,b6cc3da2c9370a89,Laptop,True
DEV_00994,e1182cba253cb497,Smartphone,True
DEV_00995,12603fd3e867d3b6,Laptop,True
DEV_00996,ceb21e809b094fc5,Laptop,True
DEV_00997,848fb5c4b94ee544,Smartphone,True
DEV_00998,27ececaefb75ff9f,Router,True
DEV_00999,2a0fd2310ed87573,Burner Phone,True
DEV_01000,10fcf826aeb6e289,Burner Phone,True
DEV_01001,ddbac3758b998dd5,Router,True
DEV_01002,1ebaca830723430f,Tablet,True
DEV_01003,54da4c518837048a,Tablet,True
DEV_01004,e0de586e0b6dc6b0,Laptop,True
DEV_01005,85706220b546fffc,Smartphone,True
DEV_01006,1a944da2bec8522f,Smartphone,True
DEV_01007,e8bce53215768cc8,Router,True
DEV_01008,906e17cecb22e4dd,Tablet,True
DEV_01009,21e66da9ecc88037,Smartphone,True
DEV_01010,462fb0c11a35ce51,Router,True
DEV_01011,ef2bb2ef451663b6,Laptop,True
DEV_01012,2c58cb9a698b574b,Laptop,True
DEV_01013,d53d2e3382a15adb,Laptop,True
DEV_01014,304a456b0a61e4f1,Tablet,True
DEV_01015,253a870a3a2a38c9,Burner Phone,True
DEV_01016,d76fb662a10e3b53,Burner Phone,True
DEV_01017,5a4f9637d7b1116d,Router,True
DEV_01018,c0741bced018a91c,Router,True
DEV_01019,759432b85f6d2c01,Laptop,True
DEV_01020,62f2ac8d4076458d,Laptop,True
DEV_01021,f6b1ef8cf4181876,Smartphone,True
DEV_01022,4df44876641771c5,Tablet,True
DEV_01023,645c04bca0f2db24,Tablet,True
DEV_01024,da0939b714074ad7,Burner Phone,True
DEV_01025,72a060511495e819,Router,True
DEV_01026,2872e5dc237570c7,Smartphone,True
DEV_01027,7a182cee9f25f9e5,Smartphone,True
DEV_01028,20618a903b943f96,Router,True
DEV_01029,d0859ecc57653e7a,Burner Phone,True
DEV_01030,c8c0eb3bb805368a,Burner Phone,True
DEV_01031,ed84de8195443b56,Burner Phone,True
DEV_01032,a22b3c30d75f4474,Burner Phone,True
DEV_01033,c8b489f7920cb784,Burner Phone,True
DEV_01034,2070ce4ea418600f,Laptop,True
DEV_01035,e8b8db4c66209f36,Smartphone,True
DEV_01036,641c2953197d3681,Laptop,True
DEV_01037,6e6a9722e9061db1,Router,True
DEV_01038,29556d81be730ac3,Smartphone,True
DEV_01039,95cdebbe4175bef3,Tablet,True
DEV_01040,3d165a7e64b48f96,Laptop,True
DEV_01041,f5ae5f50edc8ad0d,Tablet,True
DEV_01042,bfd29092cab70094,Router,True
DEV_01043,cda212c31a03330f,Smartphone,True
DEV_01044,d4092e9fbba3eabe,Router,True
DEV_01045,8b3b7b5b86bedf9b,Router,True
DEV_01046,667c72594edb6272,Tablet,True
DEV_01047,12077f5abe4432b1,Laptop,True
DEV_01048,ed55a981d3f0082f,Laptop,True
DEV_01049,d9b1b9fa8b3b400a,Router,True
DEV_01050,e931b361c8a16f36,Laptop,True
DEV_01051,e4c04baef0b60d38,Router,True
DEV_01052,22fa2b0d0c7c5993,Smartphone,True
DEV_01053,2afa79a7d7cc590b,Burner Phone,True
DEV_01054,82ed2a444caec15c,Router,True
DEV_01055,3ea7734a7c4882c8,Smartphone,True
DEV_01056,60f92b79569ff0a2,Smartphone,True
DEV_01057,990ef4c2b0dca24b,Tablet,True
DEV_01058,28d8e098012f0811,Tablet,True
DEV_01059,b42fae52a9f1bfeb,Tablet,True
DEV_01060,3b874d59a2c82ad9,Smartphone,True
DEV_01061,d78e963421408c5d,Router,True
DEV_01062,77c999210b0922f9,Burner Phone,True
DEV_01063,e33a5cbfb110b36e,Burner Phone,True
DEV_01064,b96b11c5b5033e5f,Laptop,True
DEV_01065,85e96e2351f41c51,Router,True
DEV_01066,39c38676854b5632,Tablet,True
DEV_01067,556050ce76cb7d7d,Smartphone,True
DEV_01068,6d16342d161186a6,Smartphone,True
DEV_01069,1852038d41a923ff,Burner Phone,True
DEV_01070,b33d20dfddee6ac6,Burner Phone,True
DEV_01071,05af93a822306f17,Tablet,True
DEV_01072,f1c94d902909a5e7,Smartphone,True
DEV_01073,be7a6e863de22af2,Tablet,True
DEV_01074,6990f7cea439a177,Router,True
DEV_01075,0e6710d8598be12d,Router,True
DEV_01076,e385156d5842af84,Router,True
DEV_01077,2104f0e7009cfbe0,Tablet,True
DEV_01078,d82962e2ccfcd17f,Laptop,True
