person_case_role_id,person_id,case_id,role_type,source_evidence_id,synthetic_demo_record
PCR_000410,P_00337,410,Primary Accused,EVI_FIR_0410,True
PCR_000411,P_02282,411,Primary Accused,EVI_FIR_0411,True
PCR_000412,P_01981,412,Primary Accused,EVI_FIR_0412,True
PCR_000413,P_00070,413,Primary Accused,EVI_FIR_0413,True
PCR_000414,P_01690,414,Primary Accused,EVI_FIR_0414,True
PCR_000415,P_01967,415,Primary Accused,EVI_FIR_0415,True
PCR_000416,P_04507,416,Primary Accused,EVI_FIR_0416,True
PCR_000417,P_03936,417,Primary Accused,EVI_FIR_0417,True
PCR_000418,P_00713,418,Primary Accused,EVI_FIR_0418,True
PCR_000419,P_01848,419,Primary Accused,EVI_FIR_0419,True
PCR_000420,P_02495,420,Primary Accused,EVI_FIR_0420,True
PCR_000421,P_03445,421,Primary Accused,EVI_FIR_0421,True
PCR_000422,P_03195,422,Primary Accused,EVI_FIR_0422,True
PCR_000423,P_03309,423,Primary Accused,EVI_FIR_0423,True
PCR_000424,P_00805,424,Primary Accused,EVI_FIR_0424,True
PCR_000425,P_03766,425,Primary Accused,EVI_FIR_0425,True
PCR_000426,P_03196,426,Primary Accused,EVI_FIR_0426,True
PCR_000427,P_01540,427,Primary Accused,EVI_FIR_0427,True
PCR_000428,P_03185,428,Primary Accused,EVI_FIR_0428,True
PCR_000429,P_00174,429,Primary Accused,EVI_FIR_0429,True
PCR_000430,P_04176,430,Primary Accused,EVI_FIR_0430,True
PCR_000431,P_00376,431,Primary Accused,EVI_FIR_0431,True
PCR_000432,P_03954,432,Primary Accused,EVI_FIR_0432,True
PCR_000433,P_01807,433,Primary Accused,EVI_FIR_0433,True
PCR_000434,P_04068,434,Primary Accused,EVI_FIR_0434,True
PCR_000435,P_01158,435,Primary Accused,EVI_FIR_0435,True
PCR_000436,P_03361,436,Primary Accused,EVI_FIR_0436,True
PCR_000437,P_04623,437,Primary Accused,EVI_FIR_0437,True
PCR_000438,P_01271,438,Primary Accused,EVI_FIR_0438,True
PCR_000439,P_04716,439,Primary Accused,EVI_FIR_0439,True
PCR_000440,P_02793,440,Primary Accused,EVI_FIR_0440,True
PCR_000441,P_04309,441,Primary Accused,EVI_FIR_0441,True
PCR_000442,P_01223,442,Primary Accused,EVI_FIR_0442,True
PCR_000443,P_01076,443,Primary Accused,EVI_FIR_0443,True
PCR_000444,P_00775,444,Primary Accused,EVI_FIR_0444,True
PCR_000445,P_01885,445,Primary Accused,EVI_FIR_0445,True
PCR_000446,P_01987,446,Primary Accused,EVI_FIR_0446,True
PCR_000447,P_01046,447,Primary Accused,EVI_FIR_0447,True
PCR_000448,P_02752,448,Primary Accused,EVI_FIR_0448,True
PCR_000449,P_03427,449,Primary Accused,EVI_FIR_0449,True
PCR_000450,P_01393,450,Primary Accused,EVI_FIR_0450,True
PCR_000451,P_02808,451,Primary Accused,EVI_FIR_0451,True
PCR_000452,P_04574,452,Primary Accused,EVI_FIR_0452,True
PCR_000453,P_04227,453,Primary Accused,EVI_FIR_0453,True
PCR_000454,P_00681,454,Primary Accused,EVI_FIR_0454,True
PCR_000455,P_00903,455,Primary Accused,EVI_FIR_0455,True
PCR_000456,P_04782,456,Primary Accused,EVI_FIR_0456,True
PCR_000457,P_01516,457,Primary Accused,EVI_FIR_0457,True
PCR_000458,P_04126,458,Primary Accused,EVI_FIR_0458,True
PCR_000459,P_04475,459,Primary Accused,EVI_FIR_0459,True
PCR_000460,P_02560,460,Primary Accused,EVI_FIR_0460,True
PCR_000461,P_04578,461,Primary Accused,EVI_FIR_0461,True
PCR_000462,P_04964,462,Primary Accused,EVI_FIR_0462,True
PCR_000463,P_01719,463,Primary Accused,EVI_FIR_0463,True
PCR_000464,P_02931,464,Primary Accused,EVI_FIR_0464,True
PCR_000465,P_02444,465,Primary Accused,EVI_FIR_0465,True
PCR_000466,P_01543,466,Primary Accused,EVI_FIR_0466,True
PCR_000467,P_01167,467,Primary Accused,EVI_FIR_0467,True
PCR_000468,P_02916,468,Primary Accused,EVI_FIR_0468,True
PCR_000469,P_04403,469,Primary Accused,EVI_FIR_0469,True
PCR_000470,P_04120,470,Primary Accused,EVI_FIR_0470,True
PCR_000471,P_03949,471,Primary Accused,EVI_FIR_0471,True
PCR_000472,P_01029,472,Primary Accused,EVI_FIR_0472,True
PCR_000473,P_01949,473,Primary Accused,EVI_FIR_0473,True
PCR_000474,P_04766,474,Primary Accused,EVI_FIR_0474,True
PCR_000475,P_00087,475,Primary Accused,EVI_FIR_0475,True
PCR_000476,P_03979,476,Primary Accused,EVI_FIR_0476,True
PCR_000477,P_04922,477,Primary Accused,EVI_FIR_0477,True
PCR_000478,P_01346,478,Primary Accused,EVI_FIR_0478,True
PCR_000479,P_02674,479,Primary Accused,EVI_FIR_0479,True
PCR_000480,P_03650,480,Primary Accused,EVI_FIR_0480,True
PCR_000481,P_00457,481,Primary Accused,EVI_FIR_0481,True
PCR_000482,P_03651,482,Primary Accused,EVI_FIR_0482,True
PCR_000483,P_04895,483,Primary Accused,EVI_FIR_0483,True
PCR_000484,P_01136,484,Primary Accused,EVI_FIR_0484,True
PCR_000485,P_02047,485,Primary Accused,EVI_FIR_0485,True
PCR_000486,P_04598,486,Primary Accused,EVI_FIR_0486,True
PCR_000487,P_04795,487,Primary Accused,EVI_FIR_0487,True
PCR_000488,P_03872,488,Primary Accused,EVI_FIR_0488,True
PCR_000489,P_00710,489,Primary Accused,EVI_FIR_0489,True
PCR_000490,P_03095,490,Primary Accused,EVI_FIR_0490,True
PCR_000491,P_02650,491,Primary Accused,EVI_FIR_0491,True
PCR_000492,P_00974,492,Primary Accused,EVI_FIR_0492,True
PCR_000493,P_04095,493,Primary Accused,EVI_FIR_0493,True
PCR_000494,P_04474,494,Primary Accused,EVI_FIR_0494,True
PCR_000495,P_00840,495,Primary Accused,EVI_FIR_0495,True
PCR_000496,P_04403,496,Primary Accused,EVI_FIR_0496,True
PCR_000497,P_03661,497,Primary Accused,EVI_FIR_0497,True
PCR_000498,P_01153,498,Primary Accused,EVI_FIR_0498,True
PCR_000499,P_01634,499,Primary Accused,EVI_FIR_0499,True
PCR_000500,P_00049,500,Primary Accused,EVI_FIR_0500,True
PCR_000501,P_00975,501,Primary Accused,EVI_FIR_0501,True
PCR_000502,P_01966,502,Primary Accused,EVI_FIR_0502,True
PCR_000503,P_04967,503,Primary Accused,EVI_FIR_0503,True
PCR_000504,P_00812,504,Primary Accused,EVI_FIR_0504,True
PCR_000505,P_04497,505,Primary Accused,EVI_FIR_0505,True
PCR_000506,P_03889,506,Primary Accused,EVI_FIR_0506,True
PCR_000507,P_03265,507,Primary Accused,EVI_FIR_0507,True
PCR_000508,P_01404,508,Primary Accused,EVI_FIR_0508,True
PCR_000509,P_02695,509,Primary Accused,EVI_FIR_0509,True
PCR_000510,P_03454,510,Primary Accused,EVI_FIR_0510,True
PCR_000511,P_00565,511,Primary Accused,EVI_FIR_0511,True
PCR_000512,P_01239,512,Primary Accused,EVI_FIR_0512,True
PCR_000513,P_01462,513,Primary Accused,EVI_FIR_0513,True
PCR_000514,P_03292,514,Primary Accused,EVI_FIR_0514,True
PCR_000515,P_03725,515,Primary Accused,EVI_FIR_0515,True
PCR_000516,P_00244,516,Primary Accused,EVI_FIR_0516,True
PCR_000517,P_04834,517,Primary Accused,EVI_FIR_0517,True
PCR_000518,P_04290,518,Primary Accused,EVI_FIR_0518,True
PCR_000519,P_00313,519,Primary Accused,EVI_FIR_0519,True
PCR_000520,P_03758,520,Primary Accused,EVI_FIR_0520,True
PCR_000521,P_00566,521,Primary Accused,EVI_FIR_0521,True
PCR_000522,P_02754,522,Primary Accused,EVI_FIR_0522,True
PCR_000523,P_02710,523,Primary Accused,EVI_FIR_0523,True
PCR_000524,P_03799,524,Primary Accused,EVI_FIR_0524,True
PCR_000525,P_03640,525,Primary Accused,EVI_FIR_0525,True
PCR_000526,P_03161,526,Primary Accused,EVI_FIR_0526,True
PCR_000527,P_03581,527,Primary Accused,EVI_FIR_0527,True
PCR_000528,P_02249,528,Primary Accused,EVI_FIR_0528,True
PCR_000529,P_00542,529,Primary Accused,EVI_FIR_0529,True
PCR_000530,P_03815,530,Primary Accused,EVI_FIR_0530,True
PCR_000531,P_01423,531,Primary Accused,EVI_FIR_0531,True
PCR_000532,P_03830,532,Primary Accused,EVI_FIR_0532,True
PCR_000533,P_04821,533,Primary Accused,EVI_FIR_0533,True
PCR_000534,P_03810,534,Primary Accused,EVI_FIR_0534,True
PCR_000535,P_04840,535,Primary Accused,EVI_FIR_0535,True
PCR_000536,P_03934,536,Primary Accused,EVI_FIR_0536,True
PCR_000537,P_04512,537,Primary Accused,EVI_FIR_0537,True
PCR_000538,P_00688,538,Primary Accused,EVI_FIR_0538,True
PCR_000539,P_01762,539,Primary Accused,EVI_FIR_0539,True
PCR_000540,P_04640,540,Primary Accused,EVI_FIR_0540,True
PCR_000541,P_03265,541,Primary Accused,EVI_FIR_0541,True
PCR_000542,P_03437,542,Primary Accused,EVI_FIR_0542,True
PCR_000543,P_02287,543,Primary Accused,EVI_FIR_0543,True
PCR_000544,P_04963,544,Primary Accused,EVI_FIR_0544,True
PCR_000545,P_03084,545,Primary Accused,EVI_FIR_0545,True
PCR_000546,P_03183,546,Primary Accused,EVI_FIR_0546,True
PCR_000547,P_02119,547,Primary Accused,EVI_FIR_0547,True
PCR_000548,P_00847,548,Primary Accused,EVI_FIR_0548,True
PCR_000549,P_01213,549,Primary Accused,EVI_FIR_0549,True
PCR_000550,P_02633,550,Primary Accused,EVI_FIR_0550,True
PCR_000551,P_02504,551,Primary Accused,EVI_FIR_0551,True
PCR_000552,P_03362,552,Primary Accused,EVI_FIR_0552,True
PCR_000553,P_01628,553,Primary Accused,EVI_FIR_0553,True
PCR_000554,P_01839,554,Primary Accused,EVI_FIR_0554,True
PCR_000555,P_01540,555,Primary Accused,EVI_FIR_0555,True
PCR_000556,P_04647,556,Primary Accused,EVI_FIR_0556,True
PCR_000557,P_00608,557,Primary Accused,EVI_FIR_0557,True
PCR_000558,P_04172,558,Primary Accused,EVI_FIR_0558,True
PCR_000559,P_03447,559,Primary Accused,EVI_FIR_0559,True
PCR_000560,P_03464,560,Primary Accused,EVI_FIR_0560,True
PCR_000561,P_03110,561,Primary Accused,EVI_FIR_0561,True
PCR_000562,P_00255,562,Primary Accused,EVI_FIR_0562,True
PCR_000563,P_03039,563,Primary Accused,EVI_FIR_0563,True
PCR_000564,P_03724,564,Primary Accused,EVI_FIR_0564,True
PCR_000565,P_01226,565,Primary Accused,EVI_FIR_0565,True
PCR_000566,P_03309,566,Primary Accused,EVI_FIR_0566,True
PCR_000567,P_03501,567,Primary Accused,EVI_FIR_0567,True
PCR_000568,P_00951,568,Primary Accused,EVI_FIR_0568,True
PCR_000569,P_01003,569,Primary Accused,EVI_FIR_0569,True
PCR_000570,P_04615,570,Primary Accused,EVI_FIR_0570,True
PCR_000571,P_04177,571,Primary Accused,EVI_FIR_0571,True
PCR_000572,P_00561,572,Primary Accused,EVI_FIR_0572,True
PCR_000573,P_02255,573,Primary Accused,EVI_FIR_0573,True
PCR_000574,P_04663,574,Primary Accused,EVI_FIR_0574,True
PCR_000575,P_00580,575,Primary Accused,EVI_FIR_0575,True
PCR_000576,P_00150,576,Primary Accused,EVI_FIR_0576,True
PCR_000577,P_02556,577,Primary Accused,EVI_FIR_0577,True
PCR_000578,P_03650,578,Primary Accused,EVI_FIR_0578,True
PCR_000579,P_01552,579,Primary Accused,EVI_FIR_0579,True
PCR_000580,P_01271,580,Primary Accused,EVI_FIR_0580,True
PCR_000581,P_02446,581,Primary Accused,EVI_FIR_0581,True
PCR_000582,P_00880,582,Primary Accused,EVI_FIR_0582,True
PCR_000583,P_04099,583,Primary Accused,EVI_FIR_0583,True
PCR_000584,P_00371,584,Primary Accused,EVI_FIR_0584,True
PCR_000585,P_03686,585,Primary Accused,EVI_FIR_0585,True
PCR_000586,P_03554,586,Primary Accused,EVI_FIR_0586,True
PCR_000587,P_03405,587,Primary Accused,EVI_FIR_0587,True
PCR_000588,P_00718,588,Primary Accused,EVI_FIR_0588,True
PCR_000589,P_00202,589,Primary Accused,EVI_FIR_0589,True
PCR_000590,P_01158,590,Primary Accused,EVI_FIR_0590,True
PCR_000591,P_00188,591,Primary Accused,EVI_FIR_0591,True
PCR_000592,P_00713,592,Primary Accused,EVI_FIR_0592,True
PCR_000593,P_03856,593,Primary Accused,EVI_FIR_0593,True
PCR_000594,P_01900,594,Primary Accused,EVI_FIR_0594,True
PCR_000595,P_03458,595,Primary Accused,EVI_FIR_0595,True
PCR_000596,P_04687,596,Primary Accused,EVI_FIR_0596,True
PCR_000597,P_03652,597,Primary Accused,EVI_FIR_0597,True
PCR_000598,P_01698,598,Primary Accused,EVI_FIR_0598,True
PCR_000599,P_03408,599,Primary Accused,EVI_FIR_0599,True
PCR_000600,P_04777,600,Primary Accused,EVI_FIR_0600,True
PCR_000601,P_04604,601,Primary Accused,EVI_FIR_0601,True
PCR_000602,P_02487,602,Primary Accused,EVI_FIR_0602,True
PCR_000603,P_03591,603,Primary Accused,EVI_FIR_0603,True
PCR_000604,P_04999,604,Primary Accused,EVI_FIR_0604,True
PCR_000605,P_01287,605,Primary Accused,EVI_FIR_0605,True
PCR_000606,P_01129,606,Primary Accused,EVI_FIR_0606,True
PCR_000607,P_02186,607,Primary Accused,EVI_FIR_0607,True
PCR_000608,P_01361,608,Primary Accused,EVI_FIR_0608,True
PCR_000609,P_02905,609,Primary Accused,EVI_FIR_0609,True
PCR_000610,P_00829,610,Primary Accused,EVI_FIR_0610,True
PCR_000611,P_00062,611,Primary Accused,EVI_FIR_0611,True
PCR_000612,P_04536,612,Primary Accused,EVI_FIR_0612,True
PCR_000613,P_03371,613,Primary Accused,EVI_FIR_0613,True
PCR_000614,P_03307,614,Primary Accused,EVI_FIR_0614,True
PCR_000615,P_04240,615,Primary Accused,EVI_FIR_0615,True
PCR_000616,P_01323,616,Primary Accused,EVI_FIR_0616,True
PCR_000617,P_00177,617,Primary Accused,EVI_FIR_0617,True
PCR_000618,P_04634,618,Primary Accused,EVI_FIR_0618,True
PCR_000619,P_01097,619,Primary Accused,EVI_FIR_0619,True
PCR_000620,P_03251,620,Primary Accused,EVI_FIR_0620,True
PCR_000621,P_04749,621,Primary Accused,EVI_FIR_0621,True
PCR_000622,P_03282,622,Primary Accused,EVI_FIR_0622,True
PCR_000623,P_04431,623,Primary Accused,EVI_FIR_0623,True
PCR_000624,P_03026,624,Primary Accused,EVI_FIR_0624,True
PCR_000625,P_01221,625,Primary Accused,EVI_FIR_0625,True
PCR_000626,P_01036,626,Primary Accused,EVI_FIR_0626,True
PCR_000627,P_00991,627,Primary Accused,EVI_FIR_0627,True
PCR_000628,P_02777,628,Primary Accused,EVI_FIR_0628,True
PCR_000629,P_04235,629,Primary Accused,EVI_FIR_0629,True
PCR_000630,P_03426,630,Primary Accused,EVI_FIR_0630,True
PCR_000631,P_00726,631,Primary Accused,EVI_FIR_0631,True
PCR_000632,P_01577,632,Primary Accused,EVI_FIR_0632,True
PCR_000633,P_00107,633,Primary Accused,EVI_FIR_0633,True
PCR_000634,P_04972,634,Primary Accused,EVI_FIR_0634,True
PCR_000635,P_03400,635,Primary Accused,EVI_FIR_0635,True
PCR_000636,P_01209,636,Primary Accused,EVI_FIR_0636,True
PCR_000637,P_01726,637,Primary Accused,EVI_FIR_0637,True
PCR_000638,P_03195,638,Primary Accused,EVI_FIR_0638,True
PCR_000639,P_01809,639,Primary Accused,EVI_FIR_0639,True
PCR_000640,P_00553,640,Primary Accused,EVI_FIR_0640,True
PCR_000641,P_00963,641,Primary Accused,EVI_FIR_0641,True
PCR_000642,P_02044,642,Primary Accused,EVI_FIR_0642,True
PCR_000643,P_01293,643,Primary Accused,EVI_FIR_0643,True
PCR_000644,P_00373,644,Primary Accused,EVI_FIR_0644,True
PCR_000645,P_04531,645,Primary Accused,EVI_FIR_0645,True
PCR_000646,P_01233,646,Primary Accused,EVI_FIR_0646,True
PCR_000647,P_02365,647,Primary Accused,EVI_FIR_0647,True
PCR_000648,P_03066,648,Primary Accused,EVI_FIR_0648,True
PCR_000649,P_04005,649,Primary Accused,EVI_FIR_0649,True
PCR_000650,P_03675,650,Primary Accused,EVI_FIR_0650,True
PCR_000651,P_03169,651,Primary Accused,EVI_FIR_0651,True
PCR_000652,P_01581,652,Primary Accused,EVI_FIR_0652,True
PCR_000653,P_02032,653,Primary Accused,EVI_FIR_0653,True
PCR_000654,P_00873,654,Primary Accused,EVI_FIR_0654,True
PCR_000655,P_04210,655,Primary Accused,EVI_FIR_0655,True
PCR_000656,P_04819,656,Primary Accused,EVI_FIR_0656,True
PCR_000657,P_02797,657,Primary Accused,EVI_FIR_0657,True
PCR_000658,P_03199,658,Primary Accused,EVI_FIR_0658,True
PCR_000659,P_04448,659,Primary Accused,EVI_FIR_0659,True
PCR_000660,P_03805,660,Primary Accused,EVI_FIR_0660,True
PCR_000661,P_01571,661,Primary Accused,EVI_FIR_0661,True
PCR_000662,P_04294,662,Primary Accused,EVI_FIR_0662,True
PCR_000663,P_04584,663,Primary Accused,EVI_FIR_0663,True
PCR_000664,P_03658,664,Primary Accused,EVI_FIR_0664,True
PCR_000665,P_01452,665,Primary Accused,EVI_FIR_0665,True
PCR_000666,P_04582,666,Primary Accused,EVI_FIR_0666,True
PCR_000667,P_01910,667,Primary Accused,EVI_FIR_0667,True
PCR_000668,P_00934,668,Primary Accused,EVI_FIR_0668,True
PCR_000669,P_00842,669,Primary Accused,EVI_FIR_0669,True
PCR_000670,P_04233,670,Primary Accused,EVI_FIR_0670,True
PCR_000671,P_00496,671,Primary Accused,EVI_FIR_0671,True
PCR_000672,P_01329,672,Primary Accused,EVI_FIR_0672,True
PCR_000673,P_00470,673,Primary Accused,EVI_FIR_0673,True
PCR_000674,P_01577,674,Primary Accused,EVI_FIR_0674,True
PCR_000675,P_04914,675,Primary Accused,EVI_FIR_0675,True
PCR_000676,P_01082,676,Primary Accused,EVI_FIR_0676,True
PCR_000677,P_03097,677,Primary Accused,EVI_FIR_0677,True
PCR_000678,P_00246,678,Primary Accused,EVI_FIR_0678,True
PCR_000679,P_00102,679,Primary Accused,EVI_FIR_0679,True
PCR_000680,P_01428,680,Primary Accused,EVI_FIR_0680,True
PCR_000681,P_01201,681,Primary Accused,EVI_FIR_0681,True
PCR_000682,P_03554,682,Primary Accused,EVI_FIR_0682,True
PCR_000683,P_04292,683,Primary Accused,EVI_FIR_0683,True
PCR_000684,P_04833,684,Primary Accused,EVI_FIR_0684,True
PCR_000685,P_02321,685,Primary Accused,EVI_FIR_0685,True
PCR_000686,P_00857,686,Primary Accused,EVI_FIR_0686,True
PCR_000687,P_04360,687,Primary Accused,EVI_FIR_0687,True
PCR_000688,P_03285,688,Primary Accused,EVI_FIR_0688,True
PCR_000689,P_03244,689,Primary Accused,EVI_FIR_0689,True
PCR_000690,P_02072,690,Primary Accused,EVI_FIR_0690,True
PCR_000691,P_04784,691,Primary Accused,EVI_FIR_0691,True
PCR_000692,P_03798,692,Primary Accused,EVI_FIR_0692,True
PCR_000693,P_02942,693,Primary Accused,EVI_FIR_0693,True
PCR_000694,P_01522,694,Primary Accused,EVI_FIR_0694,True
PCR_000695,P_02609,695,Primary Accused,EVI_FIR_0695,True
PCR_000696,P_01130,696,Primary Accused,EVI_FIR_0696,True
PCR_000697,P_00116,697,Primary Accused,EVI_FIR_0697,True
PCR_000698,P_04968,698,Primary Accused,EVI_FIR_0698,True
PCR_000699,P_04569,699,Primary Accused,EVI_FIR_0699,True
PCR_000700,P_02504,700,Primary Accused,EVI_FIR_0700,True
PCR_000701,P_03396,701,Primary Accused,EVI_FIR_0701,True
PCR_000702,P_02706,702,Primary Accused,EVI_FIR_0702,True
PCR_000703,P_02044,703,Primary Accused,EVI_FIR_0703,True
PCR_000704,P_04099,704,Primary Accused,EVI_FIR_0704,True
PCR_000705,P_04392,705,Primary Accused,EVI_FIR_0705,True
PCR_000706,P_01287,706,Primary Accused,EVI_FIR_0706,True
PCR_000707,P_01750,707,Primary Accused,EVI_FIR_0707,True
PCR_000708,P_04809,708,Primary Accused,EVI_FIR_0708,True
PCR_000709,P_04955,709,Primary Accused,EVI_FIR_0709,True
PCR_000710,P_00321,710,Primary Accused,EVI_FIR_0710,True
PCR_000711,P_02485,711,Primary Accused,EVI_FIR_0711,True
PCR_000712,P_03151,712,Primary Accused,EVI_FIR_0712,True
PCR_000713,P_02020,713,Primary Accused,EVI_FIR_0713,True
PCR_000714,P_04819,714,Primary Accused,EVI_FIR_0714,True
PCR_000715,P_03199,715,Primary Accused,EVI_FIR_0715,True
PCR_000716,P_02072,716,Primary Accused,EVI_FIR_0716,True
PCR_000717,P_03780,717,Primary Accused,EVI_FIR_0717,True
PCR_000718,P_01065,718,Primary Accused,EVI_FIR_0718,True
PCR_000719,P_00636,719,Primary Accused,EVI_FIR_0719,True
PCR_000720,P_02255,720,Primary Accused,EVI_FIR_0720,True
PCR_000721,P_01603,721,Primary Accused,EVI_FIR_0721,True
PCR_000722,P_03070,722,Primary Accused,EVI_FIR_0722,True
PCR_000723,P_02391,723,Primary Accused,EVI_FIR_0723,True
PCR_000724,P_01438,724,Primary Accused,EVI_FIR_0724,True
PCR_000725,P_01635,725,Primary Accused,EVI_FIR_0725,True
PCR_000726,P_00046,726,Primary Accused,EVI_FIR_0726,True
PCR_000727,P_00102,727,Primary Accused,EVI_FIR_0727,True
PCR_000728,P_04489,728,Primary Accused,EVI_FIR_0728,True
PCR_000729,P_01089,729,Primary Accused,EVI_FIR_0729,True
PCR_000730,P_03689,730,Primary Accused,EVI_FIR_0730,True
PCR_000731,P_04399,731,Primary Accused,EVI_FIR_0731,True
PCR_000732,P_02531,732,Primary Accused,EVI_FIR_0732,True
PCR_000733,P_02478,733,Primary Accused,EVI_FIR_0733,True
PCR_000734,P_03617,734,Primary Accused,EVI_FIR_0734,True
PCR_000735,P_02412,735,Primary Accused,EVI_FIR_0735,True
PCR_000736,P_00275,736,Primary Accused,EVI_FIR_0736,True
PCR_000737,P_04124,737,Primary Accused,EVI_FIR_0737,True
PCR_000738,P_00893,738,Primary Accused,EVI_FIR_0738,True
PCR_000739,P_03492,739,Primary Accused,EVI_FIR_0739,True
PCR_000740,P_03821,740,Primary Accused,EVI_FIR_0740,True
PCR_000741,P_03743,741,Primary Accused,EVI_FIR_0741,True
PCR_000742,P_00074,742,Primary Accused,EVI_FIR_0742,True
PCR_000743,P_03990,743,Primary Accused,EVI_FIR_0743,True
PCR_000744,P_00274,744,Primary Accused,EVI_FIR_0744,True
PCR_000745,P_04820,745,Primary Accused,EVI_FIR_0745,True
PCR_000746,P_01868,746,Primary Accused,EVI_FIR_0746,True
PCR_000747,P_03443,747,Primary Accused,EVI_FIR_0747,True
PCR_000748,P_00283,748,Primary Accused,EVI_FIR_0748,True
PCR_000749,P_01166,749,Primary Accused,EVI_FIR_0749,True
PCR_000750,P_04009,750,Primary Accused,EVI_FIR_0750,True
PCR_000751,P_03136,751,Primary Accused,EVI_FIR_0751,True
PCR_000752,P_04691,752,Primary Accused,EVI_FIR_0752,True
PCR_000753,P_01440,753,Primary Accused,EVI_FIR_0753,True
PCR_000754,P_03663,754,Primary Accused,EVI_FIR_0754,True
PCR_000755,P_00704,755,Primary Accused,EVI_FIR_0755,True
PCR_000756,P_00895,756,Primary Accused,EVI_FIR_0756,True
PCR_000757,P_03813,757,Primary Accused,EVI_FIR_0757,True
PCR_000758,P_00794,758,Primary Accused,EVI_FIR_0758,True
PCR_000759,P_03981,759,Primary Accused,EVI_FIR_0759,True
PCR_000760,P_03177,760,Primary Accused,EVI_FIR_0760,True
PCR_000761,P_00211,761,Primary Accused,EVI_FIR_0761,True
PCR_000762,P_03877,762,Primary Accused,EVI_FIR_0762,True
PCR_000763,P_00137,763,Primary Accused,EVI_FIR_0763,True
PCR_000764,P_00895,764,Primary Accused,EVI_FIR_0764,True
PCR_000765,P_04979,765,Primary Accused,EVI_FIR_0765,True
PCR_000766,P_04139,766,Primary Accused,EVI_FIR_0766,True
PCR_000767,P_03953,767,Primary Accused,EVI_FIR_0767,True
PCR_000768,P_00727,768,Primary Accused,EVI_FIR_0768,True
PCR_000769,P_01667,769,Primary Accused,EVI_FIR_0769,True
PCR_000770,P_01834,770,Primary Accused,EVI_FIR_0770,True
PCR_000771,P_03644,771,Primary Accused,EVI_FIR_0771,True
PCR_000772,P_00952,772,Primary Accused,EVI_FIR_0772,True
PCR_000773,P_01639,773,Primary Accused,EVI_FIR_0773,True
PCR_000774,P_03347,774,Primary Accused,EVI_FIR_0774,True
PCR_000775,P_01892,775,Primary Accused,EVI_FIR_0775,True
PCR_000776,P_02012,776,Primary Accused,EVI_FIR_0776,True
PCR_000777,P_01726,777,Primary Accused,EVI_FIR_0777,True
PCR_000778,P_03075,778,Primary Accused,EVI_FIR_0778,True
PCR_000779,P_02420,779,Primary Accused,EVI_FIR_0779,True
PCR_000780,P_00798,780,Primary Accused,EVI_FIR_0780,True
PCR_000781,P_04729,781,Primary Accused,EVI_FIR_0781,True
PCR_000782,P_00313,782,Primary Accused,EVI_FIR_0782,True
PCR_000783,P_01189,783,Primary Accused,EVI_FIR_0783,True
PCR_000784,P_04174,784,Primary Accused,EVI_FIR_0784,True
PCR_000785,P_03216,785,Primary Accused,EVI_FIR_0785,True
PCR_000786,P_00733,786,Primary Accused,EVI_FIR_0786,True
PCR_000787,P_00575,787,Primary Accused,EVI_FIR_0787,True
PCR_000788,P_00775,788,Primary Accused,EVI_FIR_0788,True
PCR_000789,P_02665,789,Primary Accused,EVI_FIR_0789,True
PCR_000790,P_00383,790,Primary Accused,EVI_FIR_0790,True
PCR_000791,P_01217,791,Primary Accused,EVI_FIR_0791,True
PCR_000792,P_01008,792,Primary Accused,EVI_FIR_0792,True
PCR_000793,P_00920,793,Primary Accused,EVI_FIR_0793,True
PCR_000794,P_02022,794,Primary Accused,EVI_FIR_0794,True
PCR_000795,P_02740,795,Primary Accused,EVI_FIR_0795,True
PCR_000796,P_01943,796,Primary Accused,EVI_FIR_0796,True
PCR_000797,P_04730,797,Primary Accused,EVI_FIR_0797,True
PCR_000798,P_03128,798,Primary Accused,EVI_FIR_0798,True
PCR_000799,P_01217,799,Primary Accused,EVI_FIR_0799,True
PCR_000800,P_04286,800,Primary Accused,EVI_FIR_0800,True
PCR_000801,P_00636,801,Primary Accused,EVI_FIR_0801,True
PCR_000802,P_01245,802,Primary Accused,EVI_FIR_0802,True
PCR_000803,P_01216,803,Primary Accused,EVI_FIR_0803,True
PCR_000804,P_00820,804,Primary Accused,EVI_FIR_0804,True
PCR_000805,P_04520,805,Primary Accused,EVI_FIR_0805,True
PCR_000806,P_01220,806,Primary Accused,EVI_FIR_0806,True
PCR_000807,P_04955,807,Primary Accused,EVI_FIR_0807,True
PCR_000808,P_01773,808,Primary Accused,EVI_FIR_0808,True
PCR_000809,P_00702,809,Primary Accused,EVI_FIR_0809,True
PCR_000810,P_04134,810,Primary Accused,EVI_FIR_0810,True
PCR_000811,P_04458,811,Primary Accused,EVI_FIR_0811,True
PCR_000812,P_00496,812,Primary Accused,EVI_FIR_0812,True
PCR_000813,P_04784,813,Primary Accused,EVI_FIR_0813,True
PCR_000814,P_01870,814,Primary Accused,EVI_FIR_0814,True
PCR_000815,P_04097,815,Primary Accused,EVI_FIR_0815,True
PCR_000816,P_02025,816,Primary Accused,EVI_FIR_0816,True
PCR_000817,P_04320,817,Primary Accused,EVI_FIR_0817,True
PCR_000818,P_00112,818,Primary Accused,EVI_FIR_0818,True
PCR_000819,P_04979,819,Primary Accused,EVI_FIR_0819,True
