link_id,account_id,person_id,role,confidence,evidence_id,synthetic_demo_record
TPL_000164_R,ACC_02271,P_02829,Receiver,0.95,EVI_TXN_000164,True
TPL_000165_S,ACC_00012,P_00577,Sender,0.95,EVI_TXN_000165,True
TPL_000165_R,ACC_01136,P_01021,Receiver,0.95,EVI_TXN_000165,True
TPL_000166_S,ACC_02708,P_02571,Sender,0.95,EVI_TXN_000166,True
TPL_000166_R,ACC_00106,P_01076,Receiver,0.95,EVI_TXN_000166,True
TPL_000167_S,ACC_00714,P_01004,Sender,0.95,EVI_TXN_000167,True
TPL_000167_R,ACC_01087,P_02274,Receiver,0.95,EVI_TXN_000167,True
TPL_000168_S,ACC_01837,P_02419,Sender,0.95,EVI_TXN_000168,True
TPL_000168_R,ACC_01483,P_01657,Receiver,0.95,EVI_TXN_000168,True
TPL_000169_S,ACC_02979,P_00558,Sender,0.95,EVI_TXN_000169,True
TPL_000169_R,ACC_02699,P_03393,Receiver,0.95,EVI_TXN_000169,True
TPL_000170_S,ACC_01747,P_04048,Sender,0.95,EVI_TXN_000170,True
TPL_000170_R,ACC_02811,P_04938,Receiver,0.95,EVI_TXN_000170,True
TPL_000171_S,ACC_02492,P_01998,Sender,0.95,EVI_TXN_000171,True
TPL_000171_R,ACC_00608,P_03286,Receiver,0.95,EVI_TXN_000171,True
TPL_000172_S,ACC_01561,P_02264,Sender,0.95,EVI_TXN_000172,True
TPL_000172_R,ACC_02447,P_00084,Receiver,0.95,EVI_TXN_000172,True
TPL_000173_S,ACC_02682,P_01906,Sender,0.95,EVI_TXN_000173,True
TPL_000173_R,ACC_02667,P_02636,Receiver,0.95,EVI_TXN_000173,True
TPL_000174_S,ACC_01695,P_00524,Sender,0.95,EVI_TXN_000174,True
TPL_000174_R,ACC_01389,P_01303,Receiver,0.95,EVI_TXN_000174,True
TPL_000175_S,ACC_02725,P_02112,Sender,0.95,EVI_TXN_000175,True
TPL_000175_R,ACC_01045,P_03160,Receiver,0.95,EVI_TXN_000175,True
TPL_000176_S,ACC_00382,P_01670,Sender,0.95,EVI_TXN_000176,True
TPL_000176_R,ACC_01769,P_02711,Receiver,0.95,EVI_TXN_000176,True
TPL_000177_S,ACC_02301,P_04278,Sender,0.95,EVI_TXN_000177,True
TPL_000177_R,ACC_01351,P_01475,Receiver,0.95,EVI_TXN_000177,True
TPL_000178_S,ACC_00211,P_01202,Sender,0.95,EVI_TXN_000178,True
TPL_000178_R,ACC_01179,P_02458,Receiver,0.95,EVI_TXN_000178,True
TPL_000179_S,ACC_01976,P_02189,Sender,0.95,EVI_TXN_000179,True
TPL_000179_R,ACC_00919,P_00885,Receiver,0.95,EVI_TXN_000179,True
TPL_000180_S,ACC_00927,P_03542,Sender,0.95,EVI_TXN_000180,True
TPL_000180_R,ACC_01758,P_03151,Receiver,0.95,EVI_TXN_000180,True
TPL_000181_S,ACC_02281,P_00245,Sender,0.95,EVI_TXN_000181,True
TPL_000181_R,ACC_00108,P_01484,Receiver,0.95,EVI_TXN_000181,True
TPL_000182_S,ACC_02879,P_04012,Sender,0.95,EVI_TXN_000182,True
TPL_000182_R,ACC_01266,P_04275,Receiver,0.95,EVI_TXN_000182,True
TPL_000183_S,ACC_01642,P_04788,Sender,0.95,EVI_TXN_000183,True
TPL_000183_R,ACC_00286,P_02863,Receiver,0.95,EVI_TXN_000183,True
TPL_000184_S,ACC_01541,P_01515,Sender,0.95,EVI_TXN_000184,True
TPL_000184_R,ACC_01720,P_02348,Receiver,0.95,EVI_TXN_000184,True
TPL_000185_S,ACC_00348,P_01358,Sender,0.95,EVI_TXN_000185,True
TPL_000185_R,ACC_00216,P_00609,Receiver,0.95,EVI_TXN_000185,True
TPL_000186_S,ACC_02712,P_02207,Sender,0.95,EVI_TXN_000186,True
TPL_000186_R,ACC_01737,P_02428,Receiver,0.95,EVI_TXN_000186,True
TPL_000187_S,ACC_01414,P_00521,Sender,0.95,EVI_TXN_000187,True
TPL_000187_R,ACC_01761,P_03438,Receiver,0.95,EVI_TXN_000187,True
TPL_000188_S,ACC_00187,P_01587,Sender,0.95,EVI_TXN_000188,True
TPL_000188_R,ACC_00904,P_02894,Receiver,0.95,EVI_TXN_000188,True
TPL_000189_S,ACC_01047,P_03556,Sender,0.95,EVI_TXN_000189,True
TPL_000189_R,ACC_01186,P_01414,Receiver,0.95,EVI_TXN_000189,True
TPL_000190_S,ACC_02182,P_04342,Sender,0.95,EVI_TXN_000190,True
TPL_000190_R,ACC_02883,P_00389,Receiver,0.95,EVI_TXN_000190,True
TPL_000191_S,ACC_00174,P_01902,Sender,0.95,EVI_TXN_000191,True
TPL_000191_R,ACC_01787,P_02215,Receiver,0.95,EVI_TXN_000191,True
TPL_000192_S,ACC_01657,P_02393,Sender,0.95,EVI_TXN_000192,True
TPL_000192_R,ACC_02907,P_04691,Receiver,0.95,EVI_TXN_000192,True
TPL_000193_S,ACC_02532,P_00083,Sender,0.95,EVI_TXN_000193,True
TPL_000193_R,ACC_01885,P_01146,Receiver,0.95,EVI_TXN_000193,True
TPL_000194_S,ACC_01785,P_04252,Sender,0.95,EVI_TXN_000194,True
TPL_000194_R,ACC_02413,P_01327,Receiver,0.95,EVI_TXN_000194,True
TPL_000195_S,ACC_01365,P_02435,Sender,0.95,EVI_TXN_000195,True
TPL_000195_R,ACC_00689,P_00894,Receiver,0.95,EVI_TXN_000195,True
TPL_000196_S,ACC_02980,P_00113,Sender,0.95,EVI_TXN_000196,True
TPL_000196_R,ACC_02644,P_01553,Receiver,0.95,EVI_TXN_000196,True
TPL_000197_S,ACC_00627,P_00599,Sender,0.95,EVI_TXN_000197,True
TPL_000197_R,ACC_02685,P_00225,Receiver,0.95,EVI_TXN_000197,True
TPL_000198_S,ACC_01839,P_01779,Sender,0.95,EVI_TXN_000198,True
TPL_000198_R,ACC_02790,P_03826,Receiver,0.95,EVI_TXN_000198,True
TPL_000199_S,ACC_01295,P_02385,Sender,0.95,EVI_TXN_000199,True
TPL_000199_R,ACC_00619,P_04131,Receiver,0.95,EVI_TXN_000199,True
TPL_000200_S,ACC_00231,P_00005,Sender,0.95,EVI_TXN_000200,True
TPL_000200_R,ACC_01442,P_04053,Receiver,0.95,EVI_TXN_000200,True
TPL_000201_S,ACC_00315,P_04597,Sender,0.95,EVI_TXN_000201,True
TPL_000201_R,ACC_02641,P_03982,Receiver,0.95,EVI_TXN_000201,True
TPL_000202_S,ACC_02378,P_04400,Sender,0.95,EVI_TXN_000202,True
TPL_000202_R,ACC_02271,P_02829,Receiver,0.95,EVI_TXN_000202,True
TPL_000203_S,ACC_00772,P_04441,Sender,0.95,EVI_TXN_000203,True
TPL_000203_R,ACC_01317,P_00951,Receiver,0.95,EVI_TXN_000203,True
TPL_000204_S,ACC_02926,P_03486,Sender,0.95,EVI_TXN_000204,True
TPL_000204_R,ACC_00346,P_02344,Receiver,0.95,EVI_TXN_000204,True
TPL_000205_S,ACC_02142,P_01285,Sender,0.95,EVI_TXN_000205,True
TPL_000205_R,ACC_02498,P_01649,Receiver,0.95,EVI_TXN_000205,True
TPL_000206_S,ACC_02449,P_00603,Sender,0.95,EVI_TXN_000206,True
TPL_000206_R,ACC_00215,P_03172,Receiver,0.95,EVI_TXN_000206,True
TPL_000207_S,ACC_01584,P_01535,Sender,0.95,EVI_TXN_000207,True
TPL_000207_R,ACC_01164,P_02295,Receiver,0.95,EVI_TXN_000207,True
TPL_000208_S,ACC_00334,P_04476,Sender,0.95,EVI_TXN_000208,True
TPL_000208_R,ACC_02387,P_04921,Receiver,0.95,EVI_TXN_000208,True
TPL_000209_S,ACC_01606,P_00218,Sender,0.95,EVI_TXN_000209,True
TPL_000209_R,ACC_00529,P_01704,Receiver,0.95,EVI_TXN_000209,True
TPL_000210_S,ACC_00524,P_04920,Sender,0.95,EVI_TXN_000210,True
TPL_000210_R,ACC_02745,P_02994,Receiver,0.95,EVI_TXN_000210,True
TPL_000211_S,ACC_02647,P_02536,Sender,0.95,EVI_TXN_000211,True
TPL_000211_R,ACC_02747,P_04262,Receiver,0.95,EVI_TXN_000211,True
TPL_000212_S,ACC_01992,P_03843,Sender,0.95,EVI_TXN_000212,True
TPL_000212_R,ACC_00787,P_01594,Receiver,0.95,EVI_TXN_000212,True
TPL_000213_S,ACC_02211,P_01409,Sender,0.95,EVI_TXN_000213,True
TPL_000213_R,ACC_02157,P_01233,Receiver,0.95,EVI_TXN_000213,True
TPL_000214_S,ACC_00632,P_02606,Sender,0.95,EVI_TXN_000214,True
TPL_000214_R,ACC_00665,P_04021,Receiver,0.95,EVI_TXN_000214,True
TPL_000215_S,ACC_01793,P_02161,Sender,0.95,EVI_TXN_000215,True
TPL_000215_R,ACC_00179,P_01506,Receiver,0.95,EVI_TXN_000215,True
TPL_000216_S,ACC_01839,P_01779,Sender,0.95,EVI_TXN_000216,True
TPL_000216_R,ACC_00959,P_00299,Receiver,0.95,EVI_TXN_000216,True
TPL_000217_S,ACC_02779,P_00217,Sender,0.95,EVI_TXN_000217,True
TPL_000217_R,ACC_02337,P_04450,Receiver,0.95,EVI_TXN_000217,True
TPL_000218_S,ACC_00664,P_00991,Sender,0.95,EVI_TXN_000218,True
TPL_000218_R,ACC_00818,P_03957,Receiver,0.95,EVI_TXN_000218,True
TPL_000219_S,ACC_02272,P_03808,Sender,0.95,EVI_TXN_000219,True
TPL_000219_R,ACC_00421,P_04103,Receiver,0.95,EVI_TXN_000219,True
TPL_000220_S,ACC_01841,P_01427,Sender,0.95,EVI_TXN_000220,True
TPL_000220_R,ACC_02103,P_01954,Receiver,0.95,EVI_TXN_000220,True
TPL_000221_S,ACC_00110,P_04912,Sender,0.95,EVI_TXN_000221,True
TPL_000221_R,ACC_01700,P_00014,Receiver,0.95,EVI_TXN_000221,True
TPL_000222_S,ACC_00920,P_03326,Sender,0.95,EVI_TXN_000222,True
TPL_000222_R,ACC_00116,P_01376,Receiver,0.95,EVI_TXN_000222,True
TPL_000223_S,ACC_00157,P_03950,Sender,0.95,EVI_TXN_000223,True
TPL_000223_R,ACC_01176,P_02156,Receiver,0.95,EVI_TXN_000223,True
TPL_000224_S,ACC_01838,P_00016,Sender,0.95,EVI_TXN_000224,True
TPL_000224_R,ACC_02521,P_00354,Receiver,0.95,EVI_TXN_000224,True
TPL_000225_S,ACC_02979,P_00558,Sender,0.95,EVI_TXN_000225,True
TPL_000225_R,ACC_02494,P_02751,Receiver,0.95,EVI_TXN_000225,True
TPL_000226_S,ACC_00977,P_04904,Sender,0.95,EVI_TXN_000226,True
TPL_000226_R,ACC_01720,P_02348,Receiver,0.95,EVI_TXN_000226,True
TPL_000227_S,ACC_02196,P_00791,Sender,0.95,EVI_TXN_000227,True
TPL_000227_R,ACC_00068,P_03522,Receiver,0.95,EVI_TXN_000227,True
TPL_000228_S,ACC_02519,P_04958,Sender,0.95,EVI_TXN_000228,True
TPL_000228_R,ACC_01446,P_04177,Receiver,0.95,EVI_TXN_000228,True
TPL_000229_S,ACC_00278,P_02450,Sender,0.95,EVI_TXN_000229,True
TPL_000229_R,ACC_02155,P_04807,Receiver,0.95,EVI_TXN_000229,True
TPL_000230_S,ACC_00179,P_01506,Sender,0.95,EVI_TXN_000230,True
TPL_000230_R,ACC_02604,P_00650,Receiver,0.95,EVI_TXN_000230,True
TPL_000231_S,ACC_00988,P_02359,Sender,0.95,EVI_TXN_000231,True
TPL_000231_R,ACC_02692,P_03290,Receiver,0.95,EVI_TXN_000231,True
TPL_000232_S,ACC_01444,P_04261,Sender,0.95,EVI_TXN_000232,True
TPL_000232_R,ACC_02237,P_03738,Receiver,0.95,EVI_TXN_000232,True
TPL_000233_S,ACC_01961,P_01094,Sender,0.95,EVI_TXN_000233,True
TPL_000233_R,ACC_02588,P_01574,Receiver,0.95,EVI_TXN_000233,True
TPL_000234_S,ACC_01202,P_03479,Sender,0.95,EVI_TXN_000234,True
TPL_000234_R,ACC_00826,P_00188,Receiver,0.95,EVI_TXN_000234,True
TPL_000235_S,ACC_01632,P_00542,Sender,0.95,EVI_TXN_000235,True
TPL_000235_R,ACC_02225,P_03498,Receiver,0.95,EVI_TXN_000235,True
TPL_000236_S,ACC_02686,P_01904,Sender,0.95,EVI_TXN_000236,True
TPL_000236_R,ACC_01360,P_03635,Receiver,0.95,EVI_TXN_000236,True
TPL_000237_S,ACC_01584,P_01535,Sender,0.95,EVI_TXN_000237,True
TPL_000237_R,ACC_01389,P_01303,Receiver,0.95,EVI_TXN_000237,True
TPL_000238_S,ACC_00339,P_00485,Sender,0.95,EVI_TXN_000238,True
TPL_000238_R,ACC_02979,P_00558,Receiver,0.95,EVI_TXN_000238,True
TPL_000239_S,ACC_01316,P_02510,Sender,0.95,EVI_TXN_000239,True
TPL_000239_R,ACC_00421,P_04103,Receiver,0.95,EVI_TXN_000239,True
TPL_000240_S,ACC_00683,P_00616,Sender,0.95,EVI_TXN_000240,True
TPL_000240_R,ACC_02826,P_03574,Receiver,0.95,EVI_TXN_000240,True
TPL_000241_S,ACC_01782,P_00447,Sender,0.95,EVI_TXN_000241,True
TPL_000241_R,ACC_01125,P_04792,Receiver,0.95,EVI_TXN_000241,True
TPL_000242_S,ACC_01489,P_02766,Sender,0.95,EVI_TXN_000242,True
TPL_000242_R,ACC_02102,P_03642,Receiver,0.95,EVI_TXN_000242,True
TPL_000243_S,ACC_01795,P_02143,Sender,0.95,EVI_TXN_000243,True
TPL_000243_R,ACC_00143,P_00320,Receiver,0.95,EVI_TXN_000243,True
TPL_000244_S,ACC_00133,P_04764,Sender,0.95,EVI_TXN_000244,True
TPL_000244_R,ACC_02479,P_00708,Receiver,0.95,EVI_TXN_000244,True
TPL_000245_S,ACC_00564,P_02391,Sender,0.95,EVI_TXN_000245,True
TPL_000245_R,ACC_02169,P_01157,Receiver,0.95,EVI_TXN_000245,True
TPL_000246_S,ACC_00763,P_00226,Sender,0.95,EVI_TXN_000246,True
TPL_000246_R,ACC_02045,P_00426,Receiver,0.95,EVI_TXN_000246,True
TPL_000247_S,ACC_01828,P_01099,Sender,0.95,EVI_TXN_000247,True
TPL_000247_R,ACC_00879,P_02458,Receiver,0.95,EVI_TXN_000247,True
TPL_000248_S,ACC_00304,P_04785,Sender,0.95,EVI_TXN_000248,True
TPL_000248_R,ACC_01852,P_02037,Receiver,0.95,EVI_TXN_000248,True
TPL_000249_S,ACC_02736,P_01969,Sender,0.95,EVI_TXN_000249,True
TPL_000249_R,ACC_01424,P_04826,Receiver,0.95,EVI_TXN_000249,True
TPL_000250_S,ACC_02907,P_04691,Sender,0.95,EVI_TXN_000250,True
TPL_000250_R,ACC_02869,P_04126,Receiver,0.95,EVI_TXN_000250,True
TPL_000251_S,ACC_00970,P_04610,Sender,0.95,EVI_TXN_000251,True
TPL_000251_R,ACC_02024,P_04255,Receiver,0.95,EVI_TXN_000251,True
TPL_000252_S,ACC_02507,P_00786,Sender,0.95,EVI_TXN_000252,True
TPL_000252_R,ACC_00354,P_04614,Receiver,0.95,EVI_TXN_000252,True
TPL_000253_S,ACC_01678,P_03342,Sender,0.95,EVI_TXN_000253,True
TPL_000253_R,ACC_02355,P_03615,Receiver,0.95,EVI_TXN_000253,True
TPL_000254_S,ACC_02120,P_03251,Sender,0.95,EVI_TXN_000254,True
TPL_000254_R,ACC_01412,P_04188,Receiver,0.95,EVI_TXN_000254,True
TPL_000255_S,ACC_01773,P_02092,Sender,0.95,EVI_TXN_000255,True
TPL_000255_R,ACC_02060,P_04979,Receiver,0.95,EVI_TXN_000255,True
TPL_000256_S,ACC_00664,P_00991,Sender,0.95,EVI_TXN_000256,True
TPL_000256_R,ACC_01322,P_00250,Receiver,0.95,EVI_TXN_000256,True
TPL_000257_S,ACC_01027,P_02404,Sender,0.95,EVI_TXN_000257,True
TPL_000257_R,ACC_00805,P_02315,Receiver,0.95,EVI_TXN_000257,True
TPL_000258_S,ACC_00383,P_00756,Sender,0.95,EVI_TXN_000258,True
TPL_000258_R,ACC_02059,P_00959,Receiver,0.95,EVI_TXN_000258,True
TPL_000259_S,ACC_02952,P_01668,Sender,0.95,EVI_TXN_000259,True
TPL_000259_R,ACC_02479,P_00708,Receiver,0.95,EVI_TXN_000259,True
TPL_000260_S,ACC_00187,P_01587,Sender,0.95,EVI_TXN_000260,True
TPL_000260_R,ACC_02628,P_04626,Receiver,0.95,EVI_TXN_000260,True
TPL_000261_S,ACC_02618,P_02371,Sender,0.95,EVI_TXN_000261,True
TPL_000261_R,ACC_00125,P_01731,Receiver,0.95,EVI_TXN_000261,True
TPL_000262_S,ACC_01004,P_00460,Sender,0.95,EVI_TXN_000262,True
TPL_000262_R,ACC_02806,P_02010,Receiver,0.95,EVI_TXN_000262,True
TPL_000263_S,ACC_01984,P_03341,Sender,0.95,EVI_TXN_000263,True
TPL_000263_R,ACC_01903,P_02686,Receiver,0.95,EVI_TXN_000263,True
TPL_000264_S,ACC_01415,P_03427,Sender,0.95,EVI_TXN_000264,True
TPL_000264_R,ACC_01634,P_03219,Receiver,0.95,EVI_TXN_000264,True
TPL_000265_S,ACC_00502,P_04292,Sender,0.95,EVI_TXN_000265,True
TPL_000265_R,ACC_01096,P_01581,Receiver,0.95,EVI_TXN_000265,True
TPL_000266_S,ACC_01713,P_02652,Sender,0.95,EVI_TXN_000266,True
TPL_000266_R,ACC_01017,P_03789,Receiver,0.95,EVI_TXN_000266,True
TPL_000267_S,ACC_01281,P_00891,Sender,0.95,EVI_TXN_000267,True
TPL_000267_R,ACC_00778,P_04636,Receiver,0.95,EVI_TXN_000267,True
TPL_000268_S,ACC_00095,P_04219,Sender,0.95,EVI_TXN_000268,True
TPL_000268_R,ACC_00369,P_00726,Receiver,0.95,EVI_TXN_000268,True
TPL_000269_S,ACC_00200,P_02266,Sender,0.95,EVI_TXN_000269,True
TPL_000269_R,ACC_00208,P_00708,Receiver,0.95,EVI_TXN_000269,True
TPL_000270_S,ACC_02199,P_00823,Sender,0.95,EVI_TXN_000270,True
TPL_000270_R,ACC_00034,P_01528,Receiver,0.95,EVI_TXN_000270,True
TPL_000271_S,ACC_01499,P_01548,Sender,0.95,EVI_TXN_000271,True
TPL_000271_R,ACC_00186,P_00939,Receiver,0.95,EVI_TXN_000271,True
TPL_000272_S,ACC_01583,P_01002,Sender,0.95,EVI_TXN_000272,True
TPL_000272_R,ACC_02066,P_01284,Receiver,0.95,EVI_TXN_000272,True
TPL_000273_S,ACC_00487,P_02034,Sender,0.95,EVI_TXN_000273,True
TPL_000273_R,ACC_00528,P_01795,Receiver,0.95,EVI_TXN_000273,True
TPL_000274_S,ACC_00591,P_01228,Sender,0.95,EVI_TXN_000274,True
TPL_000274_R,ACC_00816,P_02372,Receiver,0.95,EVI_TXN_000274,True
TPL_000275_S,ACC_01365,P_02435,Sender,0.95,EVI_TXN_000275,True
TPL_000275_R,ACC_01941,P_04892,Receiver,0.95,EVI_TXN_000275,True
TPL_000276_S,ACC_01305,P_01623,Sender,0.95,EVI_TXN_000276,True
TPL_000276_R,ACC_00666,P_02527,Receiver,0.95,EVI_TXN_000276,True
TPL_000277_S,ACC_02088,P_02209,Sender,0.95,EVI_TXN_000277,True
TPL_000277_R,ACC_02181,P_00396,Receiver,0.95,EVI_TXN_000277,True
TPL_000278_S,ACC_02760,P_03750,Sender,0.95,EVI_TXN_000278,True
TPL_000278_R,ACC_00449,P_03012,Receiver,0.95,EVI_TXN_000278,True
TPL_000279_S,ACC_00110,P_04912,Sender,0.95,EVI_TXN_000279,True
TPL_000279_R,ACC_02445,P_04092,Receiver,0.95,EVI_TXN_000279,True
TPL_000280_S,ACC_00933,P_01364,Sender,0.95,EVI_TXN_000280,True
TPL_000280_R,ACC_02955,P_04740,Receiver,0.95,EVI_TXN_000280,True
TPL_000281_S,ACC_00606,P_02028,Sender,0.95,EVI_TXN_000281,True
TPL_000281_R,ACC_02789,P_03542,Receiver,0.95,EVI_TXN_000281,True
TPL_000282_S,ACC_01285,P_03021,Sender,0.95,EVI_TXN_000282,True
TPL_000282_R,ACC_01716,P_03915,Receiver,0.95,EVI_TXN_000282,True
TPL_000283_S,ACC_02980,P_00113,Sender,0.95,EVI_TXN_000283,True
TPL_000283_R,ACC_00256,P_02166,Receiver,0.95,EVI_TXN_000283,True
TPL_000284_S,ACC_02153,P_04605,Sender,0.95,EVI_TXN_000284,True
TPL_000284_R,ACC_01544,P_01559,Receiver,0.95,EVI_TXN_000284,True
TPL_000285_S,ACC_02769,P_03943,Sender,0.95,EVI_TXN_000285,True
TPL_000285_R,ACC_02953,P_00710,Receiver,0.95,EVI_TXN_000285,True
TPL_000286_S,ACC_01143,P_02102,Sender,0.95,EVI_TXN_000286,True
TPL_000286_R,ACC_02286,P_04196,Receiver,0.95,EVI_TXN_000286,True
TPL_000287_S,ACC_00850,P_01767,Sender,0.95,EVI_TXN_000287,True
TPL_000287_R,ACC_02828,P_02462,Receiver,0.95,EVI_TXN_000287,True
TPL_000288_S,ACC_01179,P_02458,Sender,0.95,EVI_TXN_000288,True
TPL_000288_R,ACC_00500,P_03870,Receiver,0.95,EVI_TXN_000288,True
TPL_000289_S,ACC_01190,P_03615,Sender,0.95,EVI_TXN_000289,True
TPL_000289_R,ACC_00173,P_03992,Receiver,0.95,EVI_TXN_000289,True
TPL_000290_S,ACC_01963,P_01191,Sender,0.95,EVI_TXN_000290,True
TPL_000290_R,ACC_00877,P_02690,Receiver,0.95,EVI_TXN_000290,True
TPL_000291_S,ACC_00448,P_03200,Sender,0.95,EVI_TXN_000291,True
TPL_000291_R,ACC_02522,P_00495,Receiver,0.95,EVI_TXN_000291,True
TPL_000292_S,ACC_02614,P_00098,Sender,0.95,EVI_TXN_000292,True
TPL_000292_R,ACC_00954,P_04212,Receiver,0.95,EVI_TXN_000292,True
TPL_000293_S,ACC_00022,P_00576,Sender,0.95,EVI_TXN_000293,True
TPL_000293_R,ACC_02255,P_02722,Receiver,0.95,EVI_TXN_000293,True
TPL_000294_S,ACC_02665,P_01143,Sender,0.95,EVI_TXN_000294,True
TPL_000294_R,ACC_00817,P_01467,Receiver,0.95,EVI_TXN_000294,True
TPL_000295_S,ACC_02352,P_04460,Sender,0.95,EVI_TXN_000295,True
TPL_000295_R,ACC_00952,P_02686,Receiver,0.95,EVI_TXN_000295,True
TPL_000296_S,ACC_00721,P_04289,Sender,0.95,EVI_TXN_000296,True
TPL_000296_R,ACC_00149,P_02635,Receiver,0.95,EVI_TXN_000296,True
TPL_000297_S,ACC_00038,P_01824,Sender,0.95,EVI_TXN_000297,True
TPL_000297_R,ACC_01223,P_02301,Receiver,0.95,EVI_TXN_000297,True
TPL_000298_S,ACC_02226,P_03458,Sender,0.95,EVI_TXN_000298,True
TPL_000298_R,ACC_02148,P_04571,Receiver,0.95,EVI_TXN_000298,True
TPL_000299_S,ACC_00462,P_02809,Sender,0.95,EVI_TXN_000299,True
TPL_000299_R,ACC_01355,P_00243,Receiver,0.95,EVI_TXN_000299,True
TPL_000300_S,ACC_01381,P_03724,Sender,0.95,EVI_TXN_000300,True
TPL_000300_R,ACC_01209,P_00544,Receiver,0.95,EVI_TXN_000300,True
