sighting_id,vehicle_id,event_time,latitude,longitude,source_id,confidence,synthetic_demo_record
SIGHT_000230,VEH_1180,2026-04-24T12:50:10,19.064155,72.950461,POLICE_CHECKPOINT_BANDRA,0.87,True
SIGHT_000231,VEH_2494,2027-06-03T02:10:16,19.121669,72.791659,ANPR_VASHI_TOLL,0.95,True
SIGHT_000232,VEH_1273,2026-08-19T14:10:07,19.263206,72.886056,ANPR_BKC_01,0.93,True
SIGHT_000233,VEH_0382,2025-07-21T22:40:33,19.250892,72.773928,ANPR_BKC_01,0.91,True
SIGHT_000234,VEH_0482,2026-12-11T22:01:39,19.20109,72.869676,ANPR_VASHI_TOLL,0.92,True
SIGHT_000235,VEH_1196,2026-06-26T06:10:41,19.019575,72.862437,CCTV_DHARAVI_JCT,0.91,True
SIGHT_000236,VEH_1977,2026-05-26T14:47:07,19.063756,72.945744,ANPR_VASHI_TOLL,0.91,True
SIGHT_000237,VEH_0593,2026-03-07T18:52:32,18.964013,72.842172,ANPR_VASHI_TOLL,0.98,True
SIGHT_000238,VEH_2082,2027-04-05T17:18:16,19.277496,72.866139,ANPR_VASHI_TOLL,0.97,True
SIGHT_000239,VEH_1132,2027-05-08T04:35:05,19.128245,72.904528,POLICE_CHECKPOINT_BANDRA,0.9,True
SIGHT_000240,VEH_2080,2025-10-16T16:02:13,19.268642,72.878973,ANPR_BKC_01,0.89,True
SIGHT_000241,VEH_1223,2027-07-15T19:36:32,18.907265,72.888363,POLICE_CHECKPOINT_BANDRA,0.97,True
SIGHT_000242,VEH_1830,2026-08-04T12:11:54,19.108759,72.892107,POLICE_CHECKPOINT_BANDRA,0.9,True
SIGHT_000243,VEH_2261,2027-04-19T21:42:28,19.24434,72.76625,POLICE_CHECKPOINT_BANDRA,0.91,True
SIGHT_000244,VEH_1319,2027-08-27T11:11:46,19.008102,72.843744,ANPR_VASHI_TOLL,0.99,True
SIGHT_000245,VEH_0979,2026-09-05T15:38:53,19.186167,72.862744,POLICE_CHECKPOINT_BANDRA,0.88,True
SIGHT_000246,VEH_1683,2025-03-01T06:14:23,19.000778,72.823672,CCTV_DHARAVI_JCT,0.95,True
SIGHT_000247,VEH_1562,2026-03-11T05:43:51,18.996048,72.786369,ANPR_VASHI_TOLL,0.92,True
SIGHT_000248,VEH_0152,2025-04-17T02:55:00,18.920269,72.940906,CCTV_DHARAVI_JCT,0.97,True
SIGHT_000249,VEH_1804,2025-04-09T01:53:59,19.047285,72.920785,POLICE_CHECKPOINT_BANDRA,0.85,True
SIGHT_000250,VEH_0591,2026-04-05T13:57:57,18.964013,72.842172,ANPR_VASHI_TOLL,0.86,True
