organization_id,name,aliases,type,status,synthetic_demo_record
ORG_0315,Ganesan Exports Pvt Ltd,Front: Ganesan Corp,import_export,active,True
ORG_0316,Radhakrishnan Consultancy Pvt Ltd,Front: Radhakrishnan Corp,import_export,active,True
ORG_0317,Rau Exports Pvt Ltd,Front: Rau Corp,logistics_firm,active,True
ORG_0318,Thaker Consultancy Pvt Ltd,Front: Thaker Corp,shell_company,active,True
ORG_0319,Sinha Consultancy Pvt Ltd,Front: Sinha Corp,shell_company,active,True
ORG_0320,Bal Holdings Pvt Ltd,Front: Bal Corp,logistics_firm,active,True
ORG_0321,Jhaveri Holdings Pvt Ltd,Front: Jhaveri Corp,logistics_firm,active,True
ORG_0322,Singhal Exports Pvt Ltd,Front: Singhal Corp,criminal_gang,active,True
ORG_0323,Peri Consultancy Pvt Ltd,Front: Peri Corp,logistics_firm,active,True
ORG_0324,Pradhan Consultancy Pvt Ltd,Front: Pradhan Corp,shell_company,active,True
ORG_0325,Swaminathan Exports Pvt Ltd,Front: Swaminathan Corp,criminal_gang,active,True
ORG_0326,Wali Traders Pvt Ltd,Front: Wali Corp,shell_company,active,True
ORG_0327,Pillai Holdings Pvt Ltd,Front: Pillai Corp,criminal_gang,active,True
ORG_0328,Mangat Enterprises Pvt Ltd,Front: Mangat Corp,import_export,active,True
ORG_0329,Narang Enterprises Pvt Ltd,Front: Narang Corp,import_export,active,True
ORG_0330,Sule Logistics Pvt Ltd,Front: Sule Corp,import_export,active,True
ORG_0331,Raju Consultancy Pvt Ltd,Front: Raju Corp,front_business,active,True
ORG_0332,Nair Traders Pvt Ltd,Front: Nair Corp,logistics_firm,active,True
ORG_0333,Kala Exports Pvt Ltd,Front: Kala Corp,front_business,active,True
ORG_0334,Agrawal Consultancy Pvt Ltd,Front: Agrawal Corp,logistics_firm,active,True
ORG_0335,Dhar Traders Pvt Ltd,Front: Dhar Corp,logistics_firm,active,True
ORG_0336,Lad Logistics Pvt Ltd,Front: Lad Corp,front_business,active,True
ORG_0337,Sahota Consultancy Pvt Ltd,Front: Sahota Corp,shell_company,active,True
ORG_0338,Mani Exports Pvt Ltd,Front: Mani Corp,logistics_firm,active,True
ORG_0339,Jha Holdings Pvt Ltd,Front: Jha Corp,logistics_firm,active,True
ORG_0340,Badami Consultancy Pvt Ltd,Front: Badami Corp,criminal_gang,active,True
ORG_0341,Tiwari Logistics Pvt Ltd,Front: Tiwari Corp,front_business,active,True
ORG_0342,Choudhury Exports Pvt Ltd,Front: Choudhury Corp,import_export,active,True
ORG_0343,Kapadia Holdings Pvt Ltd,Front: Kapadia Corp,logistics_firm,active,True
ORG_0344,Dayal Holdings Pvt Ltd,Front: Dayal Corp,front_business,active,True
ORG_0345,Doctor Consultancy Pvt Ltd,Front: Doctor Corp,logistics_firm,active,True
ORG_0346,Ghose Consultancy Pvt Ltd,Front: Ghose Corp,import_export,active,True
ORG_0347,Pal Traders Pvt Ltd,Front: Pal Corp,logistics_firm,active,True
ORG_0348,Sharma Consultancy Pvt Ltd,Front: Sharma Corp,logistics_firm,active,True
ORG_0349,Prabhakar Traders Pvt Ltd,Front: Prabhakar Corp,shell_company,active,True
ORG_0350,Bahl Holdings Pvt Ltd,Front: Bahl Corp,front_business,active,True
ORG_0351,Kuruvilla Enterprises Pvt Ltd,Front: Kuruvilla Corp,criminal_gang,active,True
ORG_0352,Borra Enterprises Pvt Ltd,Front: Borra Corp,criminal_gang,active,True
ORG_0353,Devi Holdings Pvt Ltd,Front: Devi Corp,import_export,active,True
ORG_0354,Gade Logistics Pvt Ltd,Front: Gade Corp,front_business,active,True
ORG_0355,Sama Traders Pvt Ltd,Front: Sama Corp,shell_company,active,True
ORG_0356,Ramaswamy Holdings Pvt Ltd,Front: Ramaswamy Corp,front_business,active,True
ORG_0357,Mohan Logistics Pvt Ltd,Front: Mohan Corp,shell_company,active,True
ORG_0358,Khare Logistics Pvt Ltd,Front: Khare Corp,logistics_firm,active,True
ORG_0359,Prakash Enterprises Pvt Ltd,Front: Prakash Corp,front_business,active,True
ORG_0360,Aggarwal Traders Pvt Ltd,Front: Aggarwal Corp,criminal_gang,active,True
ORG_0361,Mand Enterprises Pvt Ltd,Front: Mand Corp,shell_company,active,True
ORG_0362,Murty Traders Pvt Ltd,Front: Murty Corp,shell_company,active,True
ORG_0363,Pingle Holdings Pvt Ltd,Front: Pingle Corp,front_business,active,True
ORG_0364,Sawhney Exports Pvt Ltd,Front: Sawhney Corp,front_business,active,True
ORG_0365,Kata Exports Pvt Ltd,Front: Kata Corp,import_export,active,True
ORG_0366,Chaudhari Exports Pvt Ltd,Front: Chaudhari Corp,logistics_firm,active,True
ORG_0367,Mangat Logistics Pvt Ltd,Front: Mangat Corp,logistics_firm,active,True
ORG_0368,Dora Traders Pvt Ltd,Front: Dora Corp,front_business,active,True
ORG_0369,Samra Enterprises Pvt Ltd,Front: Samra Corp,front_business,active,True
ORG_0370,Sami Enterprises Pvt Ltd,Front: Sami Corp,front_business,active,True
ORG_0371,Goel Logistics Pvt Ltd,Front: Goel Corp,logistics_firm,active,True
ORG_0372,Dhillon Holdings Pvt Ltd,Front: Dhillon Corp,shell_company,active,True
ORG_0373,Kulkarni Logistics Pvt Ltd,Front: Kulkarni Corp,import_export,active,True
ORG_0374,Swamy Consultancy Pvt Ltd,Front: Swamy Corp,logistics_firm,active,True
ORG_0375,Sarma Consultancy Pvt Ltd,Front: Sarma Corp,front_business,active,True
ORG_0376,Sangha Exports Pvt Ltd,Front: Sangha Corp,shell_company,active,True
ORG_0377,Agate Exports Pvt Ltd,Front: Agate Corp,shell_company,active,True
ORG_0378,Jaggi Logistics Pvt Ltd,Front: Jaggi Corp,front_business,active,True
ORG_0379,Doshi Consultancy Pvt Ltd,Front: Doshi Corp,import_export,active,True
ORG_0380,Thakkar Consultancy Pvt Ltd,Front: Thakkar Corp,criminal_gang,active,True
ORG_0381,Bhargava Holdings Pvt Ltd,Front: Bhargava Corp,front_business,active,True
ORG_0382,Srivastava Consultancy Pvt Ltd,Front: Srivastava Corp,import_export,active,True
ORG_0383,Boase Holdings Pvt Ltd,Front: Boase Corp,criminal_gang,active,True
ORG_0384,Bhat Holdings Pvt Ltd,Front: Bhat Corp,import_export,active,True
ORG_0385,Bawa Holdings Pvt Ltd,Front: Bawa Corp,front_business,active,True
ORG_0386,Dhawan Holdings Pvt Ltd,Front: Dhawan Corp,shell_company,active,True
ORG_0387,Kumer Enterprises Pvt Ltd,Front: Kumer Corp,front_business,active,True
ORG_0388,Mutti Enterprises Pvt Ltd,Front: Mutti Corp,logistics_firm,active,True
ORG_0389,Vora Traders Pvt Ltd,Front: Vora Corp,front_business,active,True
ORG_0390,Wable Logistics Pvt Ltd,Front: Wable Corp,import_export,active,True
ORG_0391,Sangha Traders Pvt Ltd,Front: Sangha Corp,shell_company,active,True
ORG_0392,Mahajan Holdings Pvt Ltd,Front: Mahajan Corp,import_export,active,True
ORG_0393,Chowdhury Exports Pvt Ltd,Front: Chowdhury Corp,criminal_gang,active,True
ORG_0394,Sharaf Logistics Pvt Ltd,Front: Sharaf Corp,shell_company,active,True
ORG_0395,Khatri Logistics Pvt Ltd,Front: Khatri Corp,shell_company,active,True
ORG_0396,Ramachandran Holdings Pvt Ltd,Front: Ramachandran Corp,criminal_gang,active,True
ORG_0397,Sridhar Enterprises Pvt Ltd,Front: Sridhar Corp,shell_company,active,True
ORG_0398,Konda Holdings Pvt Ltd,Front: Konda Corp,criminal_gang,active,True
ORG_0399,Kapur Exports Pvt Ltd,Front: Kapur Corp,criminal_gang,active,True
ORG_0400,Jain Traders Pvt Ltd,Front: Jain Corp,shell_company,active,True
ORG_0401,Korpal Exports Pvt Ltd,Front: Korpal Corp,front_business,active,True
ORG_0402,Tiwari Enterprises Pvt Ltd,Front: Tiwari Corp,criminal_gang,active,True
ORG_0403,Hayre Consultancy Pvt Ltd,Front: Hayre Corp,front_business,active,True
ORG_0404,Hayre Traders Pvt Ltd,Front: Hayre Corp,front_business,active,True
ORG_0405,Vyas Enterprises Pvt Ltd,Front: Vyas Corp,logistics_firm,active,True
ORG_0406,Sehgal Holdings Pvt Ltd,Front: Sehgal Corp,front_business,active,True
ORG_0407,Sanghvi Holdings Pvt Ltd,Front: Sanghvi Corp,logistics_firm,active,True
ORG_0408,Vala Exports Pvt Ltd,Front: Vala Corp,front_business,active,True
ORG_0409,Kade Logistics Pvt Ltd,Front: Kade Corp,criminal_gang,active,True
ORG_0410,Rastogi Logistics Pvt Ltd,Front: Rastogi Corp,criminal_gang,active,True
ORG_0411,Vig Logistics Pvt Ltd,Front: Vig Corp,shell_company,active,True
ORG_0412,Wagle Exports Pvt Ltd,Front: Wagle Corp,logistics_firm,active,True
ORG_0413,Doctor Holdings Pvt Ltd,Front: Doctor Corp,import_export,active,True
ORG_0414,Pai Holdings Pvt Ltd,Front: Pai Corp,logistics_firm,active,True
ORG_0415,Varghese Traders Pvt Ltd,Front: Varghese Corp,front_business,active,True
ORG_0416,Das Consultancy Pvt Ltd,Front: Das Corp,import_export,active,True
ORG_0417,Sem Enterprises Pvt Ltd,Front: Sem Corp,front_business,active,True
ORG_0418,Kade Consultancy Pvt Ltd,Front: Kade Corp,criminal_gang,active,True
ORG_0419,Saraf Enterprises Pvt Ltd,Front: Saraf Corp,criminal_gang,active,True
ORG_0420,Yohannan Holdings Pvt Ltd,Front: Yohannan Corp,import_export,active,True
ORG_0421,Chaudry Holdings Pvt Ltd,Front: Chaudry Corp,shell_company,active,True
ORG_0422,Radhakrishnan Consultancy Pvt Ltd,Front: Radhakrishnan Corp,criminal_gang,active,True
ORG_0423,Pall Traders Pvt Ltd,Front: Pall Corp,shell_company,active,True
ORG_0424,Gole Traders Pvt Ltd,Front: Gole Corp,front_business,active,True
ORG_0425,Dhar Traders Pvt Ltd,Front: Dhar Corp,logistics_firm,active,True
ORG_0426,Krish Exports Pvt Ltd,Front: Krish Corp,criminal_gang,active,True
ORG_0427,Natarajan Enterprises Pvt Ltd,Front: Natarajan Corp,shell_company,active,True
ORG_0428,Barad Logistics Pvt Ltd,Front: Barad Corp,criminal_gang,active,True
ORG_0429,Swaminathan Enterprises Pvt Ltd,Front: Swaminathan Corp,import_export,active,True
ORG_0430,Keer Enterprises Pvt Ltd,Front: Keer Corp,import_export,active,True
ORG_0431,Srinivasan Traders Pvt Ltd,Front: Srinivasan Corp,logistics_firm,active,True
ORG_0432,Swaminathan Exports Pvt Ltd,Front: Swaminathan Corp,import_export,active,True
ORG_0433,Kaul Holdings Pvt Ltd,Front: Kaul Corp,shell_company,active,True
ORG_0434,Parsa Logistics Pvt Ltd,Front: Parsa Corp,import_export,active,True
ORG_0435,Deol Logistics Pvt Ltd,Front: Deol Corp,front_business,active,True
ORG_0436,Comar Traders Pvt Ltd,Front: Comar Corp,criminal_gang,active,True
ORG_0437,Virk Consultancy Pvt Ltd,Front: Virk Corp,front_business,active,True
ORG_0438,Bakshi Holdings Pvt Ltd,Front: Bakshi Corp,criminal_gang,active,True
ORG_0439,Puri Enterprises Pvt Ltd,Front: Puri Corp,import_export,active,True
ORG_0440,Varty Enterprises Pvt Ltd,Front: Varty Corp,logistics_firm,active,True
ORG_0441,Kumer Exports Pvt Ltd,Front: Kumer Corp,shell_company,active,True
ORG_0442,Raval Consultancy Pvt Ltd,Front: Raval Corp,logistics_firm,active,True
ORG_0443,Balasubramanian Enterprises Pvt Ltd,Front: Balasubramanian Corp,criminal_gang,active,True
ORG_0444,Hegde Holdings Pvt Ltd,Front: Hegde Corp,import_export,active,True
ORG_0445,Joshi Exports Pvt Ltd,Front: Joshi Corp,import_export,active,True
ORG_0446,Mann Traders Pvt Ltd,Front: Mann Corp,front_business,active,True
ORG_0447,Goda Logistics Pvt Ltd,Front: Goda Corp,import_export,active,True
ORG_0448,Panchal Exports Pvt Ltd,Front: Panchal Corp,shell_company,active,True
ORG_0449,Bhandari Enterprises Pvt Ltd,Front: Bhandari Corp,shell_company,active,True
ORG_0450,Rana Traders Pvt Ltd,Front: Rana Corp,shell_company,active,True
ORG_0451,Sheth Enterprises Pvt Ltd,Front: Sheth Corp,criminal_gang,active,True
ORG_0452,Dube Enterprises Pvt Ltd,Front: Dube Corp,shell_company,active,True
ORG_0453,Dube Holdings Pvt Ltd,Front: Dube Corp,logistics_firm,active,True
ORG_0454,Rege Enterprises Pvt Ltd,Front: Rege Corp,import_export,active,True
ORG_0455,Saraf Exports Pvt Ltd,Front: Saraf Corp,logistics_firm,active,True
ORG_0456,Goyal Enterprises Pvt Ltd,Front: Goyal Corp,front_business,active,True
ORG_0457,Warrior Enterprises Pvt Ltd,Front: Warrior Corp,criminal_gang,active,True
ORG_0458,Chakrabarti Logistics Pvt Ltd,Front: Chakrabarti Corp,logistics_firm,active,True
ORG_0459,Bhalla Traders Pvt Ltd,Front: Bhalla Corp,criminal_gang,active,True
ORG_0460,Sengupta Exports Pvt Ltd,Front: Sengupta Corp,criminal_gang,active,True
ORG_0461,Raval Enterprises Pvt Ltd,Front: Raval Corp,criminal_gang,active,True
ORG_0462,Sarraf Logistics Pvt Ltd,Front: Sarraf Corp,shell_company,active,True
ORG_0463,Shan Consultancy Pvt Ltd,Front: Shan Corp,import_export,active,True
ORG_0464,Sawhney Enterprises Pvt Ltd,Front: Sawhney Corp,import_export,active,True
ORG_0465,Yohannan Logistics Pvt Ltd,Front: Yohannan Corp,criminal_gang,active,True
ORG_0466,Sachdev Enterprises Pvt Ltd,Front: Sachdev Corp,front_business,active,True
ORG_0467,Savant Holdings Pvt Ltd,Front: Savant Corp,shell_company,active,True
ORG_0468,Karnik Exports Pvt Ltd,Front: Karnik Corp,logistics_firm,active,True
ORG_0469,Subramaniam Traders Pvt Ltd,Front: Subramaniam Corp,import_export,active,True
ORG_0470,Borra Consultancy Pvt Ltd,Front: Borra Corp,shell_company,active,True
ORG_0471,Walia Traders Pvt Ltd,Front: Walia Corp,shell_company,active,True
ORG_0472,Bir Holdings Pvt Ltd,Front: Bir Corp,criminal_gang,active,True
ORG_0473,Bath Holdings Pvt Ltd,Front: Bath Corp,criminal_gang,active,True
ORG_0474,Parmer Consultancy Pvt Ltd,Front: Parmer Corp,criminal_gang,active,True
ORG_0475,Sarma Consultancy Pvt Ltd,Front: Sarma Corp,front_business,active,True
ORG_0476,Lanka Holdings Pvt Ltd,Front: Lanka Corp,shell_company,active,True
ORG_0477,Sani Holdings Pvt Ltd,Front: Sani Corp,logistics_firm,active,True
ORG_0478,Thaker Holdings Pvt Ltd,Front: Thaker Corp,criminal_gang,active,True
ORG_0479,Kari Consultancy Pvt Ltd,Front: Kari Corp,front_business,active,True
ORG_0480,Kalla Enterprises Pvt Ltd,Front: Kalla Corp,logistics_firm,active,True
ORG_0481,Bali Enterprises Pvt Ltd,Front: Bali Corp,criminal_gang,active,True
ORG_0482,Pathak Consultancy Pvt Ltd,Front: Pathak Corp,criminal_gang,active,True
ORG_0483,Kale Logistics Pvt Ltd,Front: Kale Corp,criminal_gang,active,True
ORG_0484,Sunder Consultancy Pvt Ltd,Front: Sunder Corp,front_business,active,True
ORG_0485,Mand Traders Pvt Ltd,Front: Mand Corp,logistics_firm,active,True
ORG_0486,Basak Exports Pvt Ltd,Front: Basak Corp,front_business,active,True
ORG_0487,Samra Consultancy Pvt Ltd,Front: Samra Corp,front_business,active,True
ORG_0488,Dugar Logistics Pvt Ltd,Front: Dugar Corp,criminal_gang,active,True
ORG_0489,Kunda Consultancy Pvt Ltd,Front: Kunda Corp,logistics_firm,active,True
ORG_0490,Dey Logistics Pvt Ltd,Front: Dey Corp,logistics_firm,active,True
ORG_0491,Rama Traders Pvt Ltd,Front: Rama Corp,criminal_gang,active,True
ORG_0492,Dalal Holdings Pvt Ltd,Front: Dalal Corp,import_export,active,True
ORG_0493,Bhakta Holdings Pvt Ltd,Front: Bhakta Corp,criminal_gang,active,True
ORG_0494,Keer Consultancy Pvt Ltd,Front: Keer Corp,logistics_firm,active,True
ORG_0495,Khurana Exports Pvt Ltd,Front: Khurana Corp,shell_company,active,True
ORG_0496,Doshi Logistics Pvt Ltd,Front: Doshi Corp,criminal_gang,active,True
ORG_0497,Mammen Consultancy Pvt Ltd,Front: Mammen Corp,import_export,active,True
ORG_0498,Sodhi Holdings Pvt Ltd,Front: Sodhi Corp,shell_company,active,True
ORG_0499,Tara Logistics Pvt Ltd,Front: Tara Corp,criminal_gang,active,True
ORG_0500,Guha Holdings Pvt Ltd,Front: Guha Corp,shell_company,active,True
