relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,valid_from,valid_to,first_seen,last_seen,frequency,confidence,relationship_status,source_evidence_id,created_by,model_name,model_version,synthetic_demo_record
REL_000281,P_01504,Person,P_00191,Person,CALLS,2027-01-17T20:20:33,2027-01-17T20:20:33,2027-01-17T20:20:33,2027-01-17T20:20:33,1,0.95,observed,EVI_CDR_CDR_000281,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000282,P_03731,Person,P_02093,Person,CALLS,2025-08-07T12:01:28,2025-08-07T12:01:28,2025-08-07T12:01:28,2025-08-07T12:01:28,1,0.95,observed,EVI_CDR_CDR_000282,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000283,P_01297,Person,P_03996,Person,CALLS,2025-10-01T22:23:04,2025-10-01T22:23:04,2025-10-01T22:23:04,2025-10-01T22:23:04,1,0.95,observed,EVI_CDR_CDR_000283,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000284,P_03336,Person,P_01888,Person,CALLS,2025-11-06T11:44:51,2025-11-06T11:44:51,2025-11-06T11:44:51,2025-11-06T11:44:51,1,0.95,observed,EVI_CDR_CDR_000284,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000285,P_04212,Person,P_00331,Person,CALLS,2026-04-26T12:30:15,2026-04-26T12:30:15,2026-04-26T12:30:15,2026-04-26T12:30:15,1,0.95,observed,EVI_CDR_CDR_000285,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000286,P_04512,Person,P_03615,Person,CALLS,2027-12-16T01:20:52,2027-12-16T01:20:52,2027-12-16T01:20:52,2027-12-16T01:20:52,1,0.95,observed,EVI_CDR_CDR_000286,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000287,P_04128,Person,P_02519,Person,CALLS,2027-07-23T23:13:04,2027-07-23T23:13:04,2027-07-23T23:13:04,2027-07-23T23:13:04,1,0.95,observed,EVI_CDR_CDR_000287,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000288,P_02880,Person,P_04448,Person,CALLS,2026-06-03T14:35:38,2026-06-03T14:35:38,2026-06-03T14:35:38,2026-06-03T14:35:38,1,0.95,observed,EVI_CDR_CDR_000288,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000289,P_02312,Person,P_03442,Person,CALLS,2026-02-03T07:40:53,2026-02-03T07:40:53,2026-02-03T07:40:53,2026-02-03T07:40:53,1,0.95,observed,EVI_CDR_CDR_000289,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000290,P_02206,Person,P_02105,Person,CALLS,2025-01-30T23:57:03,2025-01-30T23:57:03,2025-01-30T23:57:03,2025-01-30T23:57:03,1,0.95,observed,EVI_CDR_CDR_000290,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000291,P_04019,Person,P_03216,Person,CALLS,2025-01-16T09:40:03,2025-01-16T09:40:03,2025-01-16T09:40:03,2025-01-16T09:40:03,1,0.95,observed,EVI_CDR_CDR_000291,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000292,P_01065,Person,P_02059,Person,CALLS,2026-10-17T13:59:54,2026-10-17T13:59:54,2026-10-17T13:59:54,2026-10-17T13:59:54,1,0.95,observed,EVI_CDR_CDR_000292,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000293,P_04874,Person,P_03972,Person,CALLS,2027-06-03T02:10:16,2027-06-03T02:10:16,2027-06-03T02:10:16,2027-06-03T02:10:16,1,0.95,observed,EVI_CDR_CDR_000293,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000294,P_04082,Person,P_00626,Person,CALLS,2026-11-28T13:30:55,2026-11-28T13:30:55,2026-11-28T13:30:55,2026-11-28T13:30:55,1,0.95,observed,EVI_CDR_CDR_000294,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000295,P_04383,Person,P_00193,Person,CALLS,2027-04-12T01:38:50,2027-04-12T01:38:50,2027-04-12T01:38:50,2027-04-12T01:38:50,1,0.95,observed,EVI_CDR_CDR_000295,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000296,P_01956,Person,P_04215,Person,CALLS,2025-04-21T22:10:06,2025-04-21T22:10:06,2025-04-21T22:10:06,2025-04-21T22:10:06,1,0.95,observed,EVI_CDR_CDR_000296,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000297,P_01338,Person,P_04323,Person,CALLS,2025-02-22T15:15:50,2025-02-22T15:15:50,2025-02-22T15:15:50,2025-02-22T15:15:50,1,0.95,observed,EVI_CDR_CDR_000297,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000298,P_04360,Person,P_01241,Person,CALLS,2026-02-10T20:11:07,2026-02-10T20:11:07,2026-02-10T20:11:07,2026-02-10T20:11:07,1,0.95,observed,EVI_CDR_CDR_000298,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000299,P_02439,Person,P_01919,Person,CALLS,2025-11-20T11:40:30,2025-11-20T11:40:30,2025-11-20T11:40:30,2025-11-20T11:40:30,1,0.95,observed,EVI_CDR_CDR_000299,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000300,P_04395,Person,P_00326,Person,CALLS,2025-04-19T12:05:15,2025-04-19T12:05:15,2025-04-19T12:05:15,2025-04-19T12:05:15,1,0.95,observed,EVI_CDR_CDR_000300,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000301,P_04065,Person,P_00044,Person,CALLS,2026-06-18T19:10:13,2026-06-18T19:10:13,2026-06-18T19:10:13,2026-06-18T19:10:13,1,0.95,observed,EVI_CDR_CDR_000301,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000302,P_04310,Person,P_00428,Person,CALLS,2027-07-03T18:43:11,2027-07-03T18:43:11,2027-07-03T18:43:11,2027-07-03T18:43:11,1,0.95,observed,EVI_CDR_CDR_000302,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000303,P_01929,Person,P_03934,Person,CALLS,2025-04-13T05:36:58,2025-04-13T05:36:58,2025-04-13T05:36:58,2025-04-13T05:36:58,1,0.95,observed,EVI_CDR_CDR_000303,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000304,P_03505,Person,P_03170,Person,CALLS,2027-12-17T10:44:12,2027-12-17T10:44:12,2027-12-17T10:44:12,2027-12-17T10:44:12,1,0.95,observed,EVI_CDR_CDR_000304,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000305,P_02911,Person,P_02777,Person,CALLS,2026-03-24T05:37:33,2026-03-24T05:37:33,2026-03-24T05:37:33,2026-03-24T05:37:33,1,0.95,observed,EVI_CDR_CDR_000305,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000306,P_00201,Person,P_02033,Person,CALLS,2027-05-24T16:43:37,2027-05-24T16:43:37,2027-05-24T16:43:37,2027-05-24T16:43:37,1,0.95,observed,EVI_CDR_CDR_000306,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000307,P_04215,Person,P_01178,Person,CALLS,2025-04-15T13:30:29,2025-04-15T13:30:29,2025-04-15T13:30:29,2025-04-15T13:30:29,1,0.95,observed,EVI_CDR_CDR_000307,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000308,P_00291,Person,P_03474,Person,CALLS,2027-01-05T17:04:47,2027-01-05T17:04:47,2027-01-05T17:04:47,2027-01-05T17:04:47,1,0.95,observed,EVI_CDR_CDR_000308,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000309,P_03370,Person,P_02443,Person,CALLS,2026-11-30T09:40:16,2026-11-30T09:40:16,2026-11-30T09:40:16,2026-11-30T09:40:16,1,0.95,observed,EVI_CDR_CDR_000309,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000310,P_02590,Person,P_01517,Person,CALLS,2026-05-26T11:13:12,2026-05-26T11:13:12,2026-05-26T11:13:12,2026-05-26T11:13:12,1,0.95,observed,EVI_CDR_CDR_000310,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000311,P_03676,Person,P_02088,Person,CALLS,2027-10-28T06:52:07,2027-10-28T06:52:07,2027-10-28T06:52:07,2027-10-28T06:52:07,1,0.95,observed,EVI_CDR_CDR_000311,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000312,P_02345,Person,P_04616,Person,CALLS,2026-11-26T02:05:18,2026-11-26T02:05:18,2026-11-26T02:05:18,2026-11-26T02:05:18,1,0.95,observed,EVI_CDR_CDR_000312,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000313,P_04183,Person,P_04388,Person,CALLS,2026-12-12T20:23:05,2026-12-12T20:23:05,2026-12-12T20:23:05,2026-12-12T20:23:05,1,0.95,observed,EVI_CDR_CDR_000313,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000314,P_04935,Person,P_01851,Person,CALLS,2027-11-26T20:17:28,2027-11-26T20:17:28,2027-11-26T20:17:28,2027-11-26T20:17:28,1,0.95,observed,EVI_CDR_CDR_000314,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000315,P_01332,Person,P_00919,Person,CALLS,2025-04-08T14:28:09,2025-04-08T14:28:09,2025-04-08T14:28:09,2025-04-08T14:28:09,1,0.95,observed,EVI_CDR_CDR_000315,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000316,P_03181,Person,P_03335,Person,CALLS,2026-05-06T14:29:58,2026-05-06T14:29:58,2026-05-06T14:29:58,2026-05-06T14:29:58,1,0.95,observed,EVI_CDR_CDR_000316,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000317,P_04326,Person,P_01269,Person,CALLS,2026-04-10T13:54:12,2026-04-10T13:54:12,2026-04-10T13:54:12,2026-04-10T13:54:12,1,0.95,observed,EVI_CDR_CDR_000317,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000318,P_00623,Person,P_03421,Person,CALLS,2026-04-09T07:50:55,2026-04-09T07:50:55,2026-04-09T07:50:55,2026-04-09T07:50:55,1,0.95,observed,EVI_CDR_CDR_000318,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000319,P_04928,Person,P_04476,Person,CALLS,2026-04-04T23:34:56,2026-04-04T23:34:56,2026-04-04T23:34:56,2026-04-04T23:34:56,1,0.95,observed,EVI_CDR_CDR_000319,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000320,P_00101,Person,P_01885,Person,CALLS,2025-07-08T01:54:40,2025-07-08T01:54:40,2025-07-08T01:54:40,2025-07-08T01:54:40,1,0.95,observed,EVI_CDR_CDR_000320,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000321,P_03112,Person,P_01034,Person,CALLS,2026-02-08T05:02:11,2026-02-08T05:02:11,2026-02-08T05:02:11,2026-02-08T05:02:11,1,0.95,observed,EVI_CDR_CDR_000321,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000322,P_03956,Person,P_02935,Person,CALLS,2027-10-11T00:34:12,2027-10-11T00:34:12,2027-10-11T00:34:12,2027-10-11T00:34:12,1,0.95,observed,EVI_CDR_CDR_000322,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000323,P_04875,Person,P_03183,Person,CALLS,2025-10-26T02:48:02,2025-10-26T02:48:02,2025-10-26T02:48:02,2025-10-26T02:48:02,1,0.95,observed,EVI_CDR_CDR_000323,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000324,P_00656,Person,P_02377,Person,CALLS,2026-12-28T01:46:20,2026-12-28T01:46:20,2026-12-28T01:46:20,2026-12-28T01:46:20,1,0.95,observed,EVI_CDR_CDR_000324,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000325,P_01892,Person,P_02395,Person,CALLS,2027-12-24T03:17:26,2027-12-24T03:17:26,2027-12-24T03:17:26,2027-12-24T03:17:26,1,0.95,observed,EVI_CDR_CDR_000325,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000326,P_04255,Person,P_00947,Person,CALLS,2025-04-16T15:40:46,2025-04-16T15:40:46,2025-04-16T15:40:46,2025-04-16T15:40:46,1,0.95,observed,EVI_CDR_CDR_000326,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000327,P_02845,Person,P_03820,Person,CALLS,2027-07-09T07:08:49,2027-07-09T07:08:49,2027-07-09T07:08:49,2027-07-09T07:08:49,1,0.95,observed,EVI_CDR_CDR_000327,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000328,P_02830,Person,P_02036,Person,CALLS,2025-07-07T05:03:22,2025-07-07T05:03:22,2025-07-07T05:03:22,2025-07-07T05:03:22,1,0.95,observed,EVI_CDR_CDR_000328,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000329,P_01946,Person,P_03417,Person,CALLS,2025-04-25T08:33:04,2025-04-25T08:33:04,2025-04-25T08:33:04,2025-04-25T08:33:04,1,0.95,observed,EVI_CDR_CDR_000329,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000330,P_00956,Person,P_02590,Person,CALLS,2027-08-11T11:17:22,2027-08-11T11:17:22,2027-08-11T11:17:22,2027-08-11T11:17:22,1,0.95,observed,EVI_CDR_CDR_000330,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000331,P_01909,Person,P_02865,Person,CALLS,2027-06-01T02:57:26,2027-06-01T02:57:26,2027-06-01T02:57:26,2027-06-01T02:57:26,1,0.95,observed,EVI_CDR_CDR_000331,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000332,P_03099,Person,P_03271,Person,CALLS,2025-02-07T08:28:15,2025-02-07T08:28:15,2025-02-07T08:28:15,2025-02-07T08:28:15,1,0.95,observed,EVI_CDR_CDR_000332,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000333,P_01873,Person,P_00996,Person,CALLS,2027-05-23T05:45:58,2027-05-23T05:45:58,2027-05-23T05:45:58,2027-05-23T05:45:58,1,0.95,observed,EVI_CDR_CDR_000333,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000334,P_02813,Person,P_00717,Person,CALLS,2025-05-23T11:14:59,2025-05-23T11:14:59,2025-05-23T11:14:59,2025-05-23T11:14:59,1,0.95,observed,EVI_CDR_CDR_000334,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000335,P_04402,Person,P_00214,Person,CALLS,2026-04-12T21:23:34,2026-04-12T21:23:34,2026-04-12T21:23:34,2026-04-12T21:23:34,1,0.95,observed,EVI_CDR_CDR_000335,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000336,P_03529,Person,P_02469,Person,CALLS,2026-04-30T13:44:39,2026-04-30T13:44:39,2026-04-30T13:44:39,2026-04-30T13:44:39,1,0.95,observed,EVI_CDR_CDR_000336,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000337,P_00260,Person,P_00677,Person,CALLS,2025-04-11T17:14:54,2025-04-11T17:14:54,2025-04-11T17:14:54,2025-04-11T17:14:54,1,0.95,observed,EVI_CDR_CDR_000337,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000338,P_00449,Person,P_02175,Person,CALLS,2025-03-01T06:14:23,2025-03-01T06:14:23,2025-03-01T06:14:23,2025-03-01T06:14:23,1,0.95,observed,EVI_CDR_CDR_000338,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000339,P_03352,Person,P_01116,Person,CALLS,2026-05-09T15:52:05,2026-05-09T15:52:05,2026-05-09T15:52:05,2026-05-09T15:52:05,1,0.95,observed,EVI_CDR_CDR_000339,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000340,P_04651,Person,P_04898,Person,CALLS,2027-07-25T02:02:11,2027-07-25T02:02:11,2027-07-25T02:02:11,2027-07-25T02:02:11,1,0.95,observed,EVI_CDR_CDR_000340,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000341,P_04782,Person,P_01553,Person,CALLS,2026-06-09T01:50:58,2026-06-09T01:50:58,2026-06-09T01:50:58,2026-06-09T01:50:58,1,0.95,observed,EVI_CDR_CDR_000341,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000342,P_02922,Person,P_02215,Person,CALLS,2025-04-03T14:35:21,2025-04-03T14:35:21,2025-04-03T14:35:21,2025-04-03T14:35:21,1,0.95,observed,EVI_CDR_CDR_000342,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000343,P_00425,Person,P_02976,Person,CALLS,2025-04-17T02:55:00,2025-04-17T02:55:00,2025-04-17T02:55:00,2025-04-17T02:55:00,1,0.95,observed,EVI_CDR_CDR_000343,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000344,P_04994,Person,P_01795,Person,CALLS,2026-08-17T06:57:22,2026-08-17T06:57:22,2026-08-17T06:57:22,2026-08-17T06:57:22,1,0.95,observed,EVI_CDR_CDR_000344,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000345,P_00414,Person,P_00243,Person,CALLS,2026-07-29T04:53:09,2026-07-29T04:53:09,2026-07-29T04:53:09,2026-07-29T04:53:09,1,0.95,observed,EVI_CDR_CDR_000345,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000346,P_00710,Person,P_04352,Person,CALLS,2026-04-22T00:20:31,2026-04-22T00:20:31,2026-04-22T00:20:31,2026-04-22T00:20:31,1,0.95,observed,EVI_CDR_CDR_000346,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000347,P_00304,Person,P_03102,Person,CALLS,2026-12-20T12:12:13,2026-12-20T12:12:13,2026-12-20T12:12:13,2026-12-20T12:12:13,1,0.95,observed,EVI_CDR_CDR_000347,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000348,P_04799,Person,P_03927,Person,CALLS,2025-07-05T05:38:28,2025-07-05T05:38:28,2025-07-05T05:38:28,2025-07-05T05:38:28,1,0.95,observed,EVI_CDR_CDR_000348,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000349,P_00809,Person,P_03696,Person,CALLS,2026-01-13T12:33:57,2026-01-13T12:33:57,2026-01-13T12:33:57,2026-01-13T12:33:57,1,0.95,observed,EVI_CDR_CDR_000349,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000350,P_03170,Person,P_01857,Person,CALLS,2027-03-18T09:33:58,2027-03-18T09:33:58,2027-03-18T09:33:58,2027-03-18T09:33:58,1,0.95,observed,EVI_CDR_CDR_000350,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000351,P_00429,Person,P_00678,Person,CALLS,2026-12-29T19:51:22,2026-12-29T19:51:22,2026-12-29T19:51:22,2026-12-29T19:51:22,1,0.95,observed,EVI_CDR_CDR_000351,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000352,P_03280,Person,P_01730,Person,CALLS,2027-11-09T22:25:28,2027-11-09T22:25:28,2027-11-09T22:25:28,2027-11-09T22:25:28,1,0.95,observed,EVI_CDR_CDR_000352,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000353,P_03182,Person,P_04863,Person,CALLS,2025-04-04T20:08:32,2025-04-04T20:08:32,2025-04-04T20:08:32,2025-04-04T20:08:32,1,0.95,observed,EVI_CDR_CDR_000353,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000354,P_01925,Person,P_00464,Person,CALLS,2027-03-25T23:20:12,2027-03-25T23:20:12,2027-03-25T23:20:12,2027-03-25T23:20:12,1,0.95,observed,EVI_CDR_CDR_000354,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000355,P_00699,Person,P_00162,Person,CALLS,2026-09-20T08:13:01,2026-09-20T08:13:01,2026-09-20T08:13:01,2026-09-20T08:13:01,1,0.95,observed,EVI_CDR_CDR_000355,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000356,P_02074,Person,P_02267,Person,CALLS,2025-04-14T17:37:51,2025-04-14T17:37:51,2025-04-14T17:37:51,2025-04-14T17:37:51,1,0.95,observed,EVI_CDR_CDR_000356,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000357,P_03737,Person,P_03150,Person,CALLS,2026-04-15T11:04:17,2026-04-15T11:04:17,2026-04-15T11:04:17,2026-04-15T11:04:17,1,0.95,observed,EVI_CDR_CDR_000357,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000358,P_04387,Person,P_00596,Person,CALLS,2026-10-10T14:47:05,2026-10-10T14:47:05,2026-10-10T14:47:05,2026-10-10T14:47:05,1,0.95,observed,EVI_CDR_CDR_000358,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000359,P_03016,Person,P_00153,Person,CALLS,2026-06-21T19:51:49,2026-06-21T19:51:49,2026-06-21T19:51:49,2026-06-21T19:51:49,1,0.95,observed,EVI_CDR_CDR_000359,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000360,P_04233,Person,P_02606,Person,CALLS,2025-07-21T09:14:49,2025-07-21T09:14:49,2025-07-21T09:14:49,2025-07-21T09:14:49,1,0.95,observed,EVI_CDR_CDR_000360,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000361,P_01790,Person,P_03943,Person,CALLS,2026-08-22T23:25:19,2026-08-22T23:25:19,2026-08-22T23:25:19,2026-08-22T23:25:19,1,0.95,observed,EVI_CDR_CDR_000361,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000362,P_00502,Person,P_01097,Person,CALLS,2025-07-22T07:01:53,2025-07-22T07:01:53,2025-07-22T07:01:53,2025-07-22T07:01:53,1,0.95,observed,EVI_CDR_CDR_000362,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000363,P_02621,Person,P_00065,Person,CALLS,2027-06-26T22:00:54,2027-06-26T22:00:54,2027-06-26T22:00:54,2027-06-26T22:00:54,1,0.95,observed,EVI_CDR_CDR_000363,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000364,P_00361,Person,P_03197,Person,CALLS,2026-08-23T04:35:51,2026-08-23T04:35:51,2026-08-23T04:35:51,2026-08-23T04:35:51,1,0.95,observed,EVI_CDR_CDR_000364,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000365,P_03896,Person,P_01232,Person,CALLS,2027-02-01T07:57:48,2027-02-01T07:57:48,2027-02-01T07:57:48,2027-02-01T07:57:48,1,0.95,observed,EVI_CDR_CDR_000365,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000366,P_02740,Person,P_02788,Person,CALLS,2027-02-15T01:20:47,2027-02-15T01:20:47,2027-02-15T01:20:47,2027-02-15T01:20:47,1,0.95,observed,EVI_CDR_CDR_000366,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000367,P_01412,Person,P_02431,Person,CALLS,2025-01-13T08:34:30,2025-01-13T08:34:30,2025-01-13T08:34:30,2025-01-13T08:34:30,1,0.95,observed,EVI_CDR_CDR_000367,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000368,P_04407,Person,P_03956,Person,CALLS,2026-03-30T02:01:03,2026-03-30T02:01:03,2026-03-30T02:01:03,2026-03-30T02:01:03,1,0.95,observed,EVI_CDR_CDR_000368,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000369,P_01388,Person,P_01795,Person,CALLS,2025-04-07T06:19:00,2025-04-07T06:19:00,2025-04-07T06:19:00,2025-04-07T06:19:00,1,0.95,observed,EVI_CDR_CDR_000369,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000370,P_02326,Person,P_03578,Person,CALLS,2026-04-10T13:54:12,2026-04-10T13:54:12,2026-04-10T13:54:12,2026-04-10T13:54:12,1,0.95,observed,EVI_CDR_CDR_000370,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000371,P_03051,Person,P_04264,Person,CALLS,2025-12-14T13:29:31,2025-12-14T13:29:31,2025-12-14T13:29:31,2025-12-14T13:29:31,1,0.95,observed,EVI_CDR_CDR_000371,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000372,P_03623,Person,P_01352,Person,CALLS,2025-04-04T19:05:32,2025-04-04T19:05:32,2025-04-04T19:05:32,2025-04-04T19:05:32,1,0.95,observed,EVI_CDR_CDR_000372,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000373,P_02820,Person,P_04264,Person,CALLS,2026-11-01T10:00:48,2026-11-01T10:00:48,2026-11-01T10:00:48,2026-11-01T10:00:48,1,0.95,observed,EVI_CDR_CDR_000373,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000374,P_04759,Person,P_04224,Person,CALLS,2026-04-26T20:48:48,2026-04-26T20:48:48,2026-04-26T20:48:48,2026-04-26T20:48:48,1,0.95,observed,EVI_CDR_CDR_000374,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000375,P_02522,Person,P_00375,Person,CALLS,2026-04-26T12:30:15,2026-04-26T12:30:15,2026-04-26T12:30:15,2026-04-26T12:30:15,1,0.95,observed,EVI_CDR_CDR_000375,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000376,P_03067,Person,P_03413,Person,CALLS,2026-07-04T10:29:22,2026-07-04T10:29:22,2026-07-04T10:29:22,2026-07-04T10:29:22,1,0.95,observed,EVI_CDR_CDR_000376,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000377,P_01299,Person,P_02684,Person,CALLS,2025-10-31T10:59:56,2025-10-31T10:59:56,2025-10-31T10:59:56,2025-10-31T10:59:56,1,0.95,observed,EVI_CDR_CDR_000377,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000378,P_03532,Person,P_04857,Person,CALLS,2026-07-24T19:53:02,2026-07-24T19:53:02,2026-07-24T19:53:02,2026-07-24T19:53:02,1,0.95,observed,EVI_CDR_CDR_000378,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
REL_000379,P_01711,Person,P_03636,Person,CALLS,2026-03-21T01:06:09,2026-03-21T01:06:09,2026-03-21T01:06:09,2026-03-21T01:06:09,1,0.95,observed,EVI_CDR_CDR_000379,INGESTION_PIPELINE,RULE_BASED_EXTRACTOR,v1.0,True
